Base_ID,n_spectra,Slope_VIS,Slope_NIR,Slope_SWIR,Depth_480nm,Depth_530nm,Depth_670nm,Depth_870nm,Depth_1400nm,Depth_1900nm,Depth_2200nm,Depth_2300nm,Albedo_VIS,Albedo_NIR,Albedo_SWIR,Overall_albedo,Fe_index,Carbonate_index,Char_index
JPL12,1,3.055977014699123,2.615870768565117,-0.6862328372380063,0.004948522950073864,0.004683545019325885,0.006659389716998088,-0.002752435332794345,-0.00846388662528108,0.016483128350190834,3.1486217515397374e-4,0.009643857472555695,0.16181709667003288,0.31674664901143806,0.36270839239361435,0.31989666426827384,0.17737672344092584,-4.7099597584931985e-4,0.6801033357317261
JPL13,1,2.9625804340479016,2.4416593068323267,-1.1934552621165415,0.015343273836219473,-0.008290747027959622,0.045549533131469366,-0.003099143053950648,-0.009826400981532535,0.051919674312235986,0.0021505957336249715,0.020126823654976755,0.14036118018345647,0.31291757240283646,0.3226742782074557,0.2956596112369121,0.25263443819489184,-0.0023743264793010255,0.7043403887630879
JPL14,1,2.2552739167650517,1.418860385744771,-0.0034685072823952812,0.004543084252209506,8.326893343804098e-4,0.0061893929915027845,-0.0014855262112127843,0.002599739265906953,0.018683406317494766,0.00801121651774872,0.01056481101979534,0.13921556764037496,0.22468623154920878,0.2889007882582052,0.24495603680403347,0.11404628499285516,0.002136888973218176,0.7550439631959666
JPL15,1,1.587090859871951,0.7011547102302532,0.37062754133782805,-0.0027462278293994835,-7.515913618716397e-5,-0.0018761851339266222,-5.817725889012415e-5,0.002472190364490312,0.007053822653760866,0.003694741762422904,0.004856139102976886,0.1910181388583686,0.23235644498745253,0.28606272045763365,0.2529094703060821,0.03457976020482133,0.0016014845468648176,0.7470905296939179
JPL16,1,2.2134433120456967,0.053293305711026424,-0.2695351371573872,-0.004169497163403646,-3.433309222478087e-4,-0.0016961067762391036,-8.310769701669329e-4,0.004786466815657975,0.0036935801285007397,0.003530989405236884,0.003666506957762272,0.31599115658559784,0.34696264200058297,0.3335514341539397,0.3359212732278312,0.014020371049330883,0.002785393561313465,0.6640787267721688
JPL17,1,2.416707402207053,0.9456617983806267,-0.1445627452651764,0.0018212707154997565,-0.0012685293800958064,0.007443277870781251,-0.002282297014978729,0.0011211936345543183,0.013463817076050488,0.004066853427388772,0.010007879015522692,0.19657410932138927,0.27465576634263494,0.29770249312254815,0.27535263086834233,0.08485505838579278,4.916905142329231e-4,0.7246473691316577
JPL18,1,2.7353571381243142,1.75588774100605,-0.2680284247323949,0.005419866296630826,0.0018205087269516085,0.006405578944751578,-5.568635690142987e-4,0.006586656986840911,0.023526063609495607,0.007502164968042235,0.01754651459845835,0.16922818626879102,0.2756985570475136,0.340925948427271,0.29411428253840216,0.1166346914167367,-0.0023774595965015966,0.7058857174615978
JPL19,1,0.3943581130549488,0.2637880113819165,0.11408815997630921,5.342317173666622e-4,-7.558134005833939e-4,-0.0010159610465729774,-4.712887574109814e-4,-2.6311896107178434e-4,-4.983373650246925e-4,0.00304751102587264,0.002979048150094643,0.05819012052182566,0.07264561732445925,0.08815783559156493,0.07831948472817067,0.048844828394466695,0.009199442786117507,0.9216805152718294
JPL20,1,1.7041492727040708,2.229101922960099,-0.5380762056208158,0.0016730791058034988,-0.0031581594910352617,0.023537501108615966,-0.002103664431333252,-0.011407322246044238,0.03818523475193747,-0.00858500069378243,0.03989038685809143,0.1368838444910961,0.24701916213462416,0.3117279409999868,0.2654648911635588,0.16893261581717775,-0.021228073001178016,0.7345351088364411
JPL21,1,2.6210968259167697,1.6466329904729489,-0.1570213754793974,0.009372085392542306,7.520581689871575e-4,0.0024004315431265244,-9.262812888914951e-4,0.005753405299507852,0.02017108919867061,0.011114895307678951,0.014843963842088304,0.13803897844975938,0.23600433090836045,0.30139853546519835,0.25560810892400426,0.12265045319614586,2.031280492358345e-4,0.7443918910759957
JPL22,2,-0.09256897878594508,-0.025044125520864984,0.004749475933285904,6.877764507006723e-4,-0.0016466398831613827,-5.109418218757211e-4,-5.553363743926454e-5,0.0035095864496100804,0.01286878914627304,0.003712675799879772,0.0014720445684021088,0.07754917000996678,0.07465354751497505,0.07303996964983352,0.0742443240712144,-0.010827094776952696,0.012841073486492549,0.9257556759287856
JPL23,1,3.3404475763793613,2.413178344739732,-0.2555310973784703,0.015780911670585596,0.0024088110525634088,0.015166454607656421,-2.622100497864377e-4,0.008476198543528768,0.024114976977518854,0.015293350119530369,0.014688314590669993,0.13838967041455755,0.27351274010270293,0.37198615947388647,0.30493706737097576,0.15851415302380226,-2.670279920884422e-4,0.6950629326290243
JPL24,1,2.020657785088074,1.182890017079489,0.02611396640430675,-0.001705045095418134,-8.696311562590431e-4,7.459114886824159e-4,8.364122951598496e-5,-9.734989246974468e-4,0.0093000706041656,0.004041024905405477,0.00641980219389493,0.200435514935729,0.26559507390892434,0.31647988914364134,0.2822771704459477,0.05998328400310382,7.461989183286111e-4,0.7177228295540523
JPL26,2,1.1045501397514528,1.5460637365352998,0.03691824018558809,0.004950157833472524,7.502166881276362e-4,0.004203219064182473,8.498719846640745e-4,-6.437751121156077e-4,0.02528137521186613,0.004414994970108166,0.011489553670787633,0.14376181259995482,0.20943154787751445,0.2867744131240386,0.23945318459417378,0.10510722311089124,-0.002489978324848763,0.7605468154058262
JPL27,1,1.8059221906418708,0.8803963894280568,-0.5556672799743428,0.0015423894959997186,0.001726923301995087,0.004688690880780166,-0.006132689843141748,-0.00961342455338543,0.021882321319352194,-5.897595601835892e-4,0.010085895998902306,0.1887673610864263,0.28349814924913197,0.25516881168796945,0.25624134348540767,0.13713166220164189,5.076375381530829e-4,0.7437586565145924
JPL28,1,1.1487986290814074,1.5051455351479974,0.05798373648966366,7.010044129788229e-4,7.809718596839543e-4,0.0208368997253231,6.88771014143108e-4,7.346327952476583e-4,0.010383468186202283,0.0029602619517089535,0.010284052518641507,0.15935827086366858,0.2294791760920452,0.2956054893993319,0.25336780440674933,0.10127754211421244,-0.003605556651306907,0.7466321955932507
JPL30,1,1.699228825179818,1.5127687729529309,0.0777870038339569,9.599685612972086e-4,4.1089073878008975e-4,9.305448936904881e-4,-4.2726994674069374e-4,0.0034123177307319175,0.01284272950886678,0.004618298960908485,0.007636555993310257,0.16923526112110568,0.24490158446618962,0.31046700700032365,0.2677095499038231,0.087997754875989,6.0407383880134446e-5,0.7322904500961769
JPL31,1,1.3205959677573185,0.7792734181542506,-0.07900254141401648,0.002479111182477456,2.4290206181043494e-4,3.2796509986576794e-4,-3.8328743046611713e-4,0.004794945143954177,0.014039437356564766,0.0054340333804345775,0.011560186698533204,0.12401017181280427,0.16912323605888943,0.19416811350646537,0.17572097715913632,0.0689902861122407,0.001577485403909673,0.8242790228408636
JPL32,1,1.304203443145844,1.393050763234656,0.48291972197600525,0.002056121584891546,9.748002347437223e-4,7.849000759900804e-4,-9.720469704346257e-4,-0.0012810570618739803,0.008868662782040904,0.0034266235685390667,0.007910659314743662,0.1373450679267222,0.2028067339622703,0.28538467049115995,0.23471571306298797,0.09454792679943023,-0.00126334116107496,0.765284286937012
JPL33,1,1.9842275938446603,2.6023007775173905,-0.26850005243250086,0.008631631324459987,0.002344783284282559,0.0023914423264170814,8.485985781292449e-5,0.0012678093534953527,0.02631931906529439,0.007323169656261896,0.015667059439181008,0.11871545551062157,0.23598156590212813,0.32721449201251074,0.2669163122656345,0.16806177379630496,-0.00424701381134418,0.7330836877343655
JPL34,1,2.3761333596501744,1.7328753897737545,-0.24862416320595498,0.009453571981551945,0.0022548562035447084,-8.405786393939074e-4,3.799808413562644e-5,0.009171225808426331,0.02557883080534451,0.011136975005890504,0.015163176102112819,0.17526983673858115,0.2678925220301643,0.34241848445638495,0.29311398832682056,0.09274628913948954,-3.788836539655449e-4,0.7068860116731794
JPL36,1,2.8503163670173346,1.335620838416712,-0.3270427454003772,0.003645686568600315,0.003207110844206218,-9.293079438645879e-4,-0.001271087512054292,-4.257810918517624e-4,0.023028139713609397,0.009095615925892142,0.01024008709533153,0.19030552848621704,0.28649106751187675,0.3200351660148613,0.29029966799827933,0.09208499834136437,0.0030896868247713982,0.7097003320017207
JPL37,1,2.1462786915660033,1.6064722267782479,-0.09676802798885245,0.004802263631399684,9.230788618634911e-4,8.63149777105332e-4,-7.906034980249554e-4,0.002992471052983836,0.021981790095353837,0.0065887707684733066,0.008463983363949823,0.13999934196272432,0.2296773473065259,0.2873382787393614,0.246688709383179,0.11765359782581433,0.0018033913646992028,0.753311290616821
JPL38,1,1.7989944942440972,2.3115733372520437,-0.023642114486191097,0.00942122496311859,0.0018885366746312915,0.0018783556439458948,-3.146735402144163e-4,-0.0015388942324399135,0.030253724958641537,0.006785022252937645,0.014884046264677098,0.08681660289339704,0.19128652567635998,0.287184631369042,0.22562040029860603,0.18873235148851378,-0.0021648289114257757,0.774379599701394
JPL39,1,2.095791125083717,2.1642885517929007,0.08805390297439045,0.004937759141031117,0.001506669920584458,0.0016750413712212087,-7.903429123092831e-4,1.0656882060300354e-4,0.02114180280575817,0.0070007861871560495,0.011744432736229493,0.1315068857932203,0.23632006298032554,0.3366035128437336,0.272368212215884,0.14172378679196562,-5.248418740360083e-4,0.7276317877841161
JPL40,1,1.2693753364620821,1.3908742429585201,0.08195699512383588,0.0014721160363484476,-1.2014352217981639e-4,0.004459680592220572,7.676305022197294e-5,0.001045375493998968,0.012386201994094681,0.0032936952899496053,0.009206513444833142,0.13208243754947166,0.19792156879498715,0.2601878386043681,0.22032140174703016,0.09970880729663884,-4.504385569172875e-4,0.7796785982529698
JPL41,1,2.621286096398857,1.522023489834448,-0.6910554820966592,0.0020076884657422855,0.0030415629607424277,0.014628918692304427,-0.0037764790609664534,-0.008795610097535267,0.028111888804467133,-0.005478519060720055,0.009060458811454786,0.19900537073099092,0.3187511694360136,0.31480141973188774,0.30068046397680515,0.1402229309993711,0.0014600407677691774,0.6993195360231949
JPL42,1,2.4755891232492626,1.5307885852767391,-0.2706665151703336,0.0018523077301805246,5.73084379358102e-4,0.009270223716444925,-0.0017483886459499498,-0.006904966241502164,0.018561195705620648,-1.4995793518735034e-4,0.016046594570337747,0.15520225576796998,0.2539263807449448,0.29970111559651924,0.2637117826062174,0.12527782888702274,-0.003658995963002898,0.7362882173937826
JPL43,1,2.338795518844995,1.3546778451317292,-0.20510165121998775,0.0033820161029107787,0.0015852404587111124,0.0057184280606569216,-0.0012247734488597395,-0.003005722382835252,0.013540953898237396,0.0013587166231625591,0.005404211375426793,0.13686266175020514,0.22522547031779136,0.26006623344404667,0.2307489713493204,0.1207693462240475,0.0024083176087198455,0.7692510286506796
JPL44,2,0.710953674349021,0.33782043564401576,0.1374434515801709,0.0013105751846941294,-3.1848247900045923e-4,3.4266181840780785e-4,-0.0010193960317954054,-0.002445198571010221,0.007165581183559477,0.002353358680794837,0.003391744423487275,0.10546499871584913,0.12849555946391072,0.14791435161981117,0.13485681339030994,0.04596338352884506,0.004714054145536495,0.86514318660969
JPL45,1,0.7397658401420769,0.519168573136658,0.5768325859006217,0.001552820469252758,-0.0053594331067712275,-0.0024030134331196606,-2.6653163243151035e-4,0.003018857912709394,0.010719966872849818,0.003803066581316683,3.375906408624729e-4,0.11775832775512657,0.14166623142931908,0.20075264257312356,0.1670177460635755,0.033255108011020815,0.0025166099507690776,0.8329822539364244
JPL46,1,1.5180529827629248,0.44769018199082783,-0.037338959309347365,4.0314792601459093e-4,-9.824454533937654e-4,-4.526652199565717e-4,-3.780784827334127e-4,0.00276595353348974,0.0015139938485000393,0.002983501271433986,0.003941127694885305,0.19778398824534413,0.23601533706815855,0.24961625557469952,0.2375672545654519,0.03695249159328199,0.002810294301530236,0.7624327454345481
JPL47,1,1.607872583277703,0.9254469727884169,0.11450357183836259,0.0016322014598204593,-1.1430249650512536e-4,6.503449442292197e-4,-0.0023746310690091477,0.0032618903647984032,0.012026413515320078,0.0050333391806227645,0.005926999036705793,0.14779175258693725,0.20730849705197746,0.24804573357855944,0.21929485991673076,0.08360721015176466,0.0024971217473493956,0.7807051400832692
JPL48,1,1.141752359768434,1.410672153746811,0.34596068632778,0.0030747761388999484,-3.0380015312747588e-5,0.0031710772388211517,7.740785417468254e-4,0.00421079027747473,0.0098743367891857,0.005200918377966213,0.009200091215773809,0.14897857868868508,0.21179868161768667,0.2872257202456237,0.2407947014766635,0.08548526117276554,-0.001207193655503369,0.7592052985233365
JPL49,2,2.187491110057886,0.4866122657099389,-0.18956490397601708,8.929214571615773e-4,-0.0012520472627913781,0.004023365878170593,-0.0011512499666196385,0.00116497852884484,0.009347778211675095,0.0051431963945886006,0.0028218749561065293,0.2115828640640827,0.2630686222909314,0.27169960592375086,0.2603739293362749,0.04848040171936549,0.0037970339225213423,0.7396260706637251
JPL50,1,1.4294482509024375,0.7155661456464277,0.10562242162660518,-7.051861650528846e-4,7.550385308076057e-4,5.166239190002031e-6,-0.0010157481098787002,0.0030303032992449186,0.008073075751984793,0.0058922033155131,0.0068722810094027365,0.14176683039406857,0.18723713098535227,0.223861573912129,0.1990283376004804,0.06198947088205662,0.0032605323398747776,0.8009716623995196
JPL51,1,2.861067646031593,2.316209115013677,-0.5982085224532846,-0.0019040551278881601,0.00560627024251914,0.003214874397357126,-0.002757689266050134,-0.006624477882939628,0.020024702834050778,0.0012926064878721055,0.018600390875755157,0.1565874343007406,0.2949632969917132,0.34242786405976877,0.3008016286132068,0.16563101817405496,-0.005989022225630913,0.6991983713867932
JPL52,1,2.3126751289212777,1.7635638514593108,-0.18494145521704985,-7.813549898674221e-4,0.0010045960697889766,0.001645249194199283,-0.001097486431693273,-0.0012264458317055027,0.026183713451031876,0.0037812685746055896,0.013450575689461286,0.14915301975558562,0.2499751383934643,0.30974017112157576,0.2663551799723323,0.12918102863946132,-0.0010450177687157947,0.7336448200276677
JPL53,1,3.346962265276967,1.4590638554622333,-0.31709612329138415,0.009565968914949985,-0.0010480214238508534,0.0013935797550287399,-0.0022013047556737053,0.018644556012319735,0.0442571164996759,0.01892921140894599,0.024375846745895324,0.14977865748836477,0.25823383482857476,0.31809094652505693,0.2728872486360148,0.1272328719632565,0.004175510276867911,0.7271127513639852
JPL55,1,2.3664970328981934,1.289569088302227,-0.4651800477096396,0.005770858698454728,-0.00744642934885098,0.033684835072096186,-0.0019494620034887777,-0.011133202276275567,0.017834453728363342,0.002184687499584559,0.01904588295695342,0.18893778670788677,0.28588470037594577,0.3060366587714351,0.2829223392986535,0.12784019055492082,-0.004739038721264244,0.7170776607013465
JPL56,1,2.8039313858759582,1.7665713759217923,-0.24079206176769213,0.0016175248850589519,0.002542870262207675,7.270908626249017e-4,-0.0020123077745153317,-0.006474303318137142,0.015895610506274305,-0.002721493074649084,0.014536658180872464,0.1506780291740558,0.26193215768023237,0.32176683940871775,0.27684274853011503,0.13186968884669725,-0.004175530212713996,0.723157251469885
JPL57,1,1.5771234079432652,1.2352986402095305,0.09925427209712459,0.003209572209763367,-0.0013052025041835336,3.0999570705181334e-4,-4.3268467329160565e-4,0.004935909965498975,0.018812418255733543,0.008545088132694834,0.009236330467981335,0.14769922586685247,0.21108348198021126,0.2713116765985568,0.232572588656739,0.08204424448909192,0.0010533711107897359,0.767427411343261
JPL58,1,1.4440363931572344,1.080766100038523,0.40537938671263896,0.0011519677739535439,-2.3986637454553872e-4,-1.6556676857670816e-4,-1.9327996436868666e-4,0.00560365238506344,0.009974582319966285,0.004252892532351393,0.009525411212362611,0.1822978419415187,0.23756545577843347,0.31125510689862634,0.2662409217515657,0.05872263403877573,-0.0032798075634270507,0.7337590782484342
JPL59,1,2.536805295066034,1.912292981894277,-0.5192201050303645,0.0014487465716872538,0.003437849774984958,4.6772310780152093e-4,-0.0017070085749864017,-0.00776090770704041,0.021771360336081846,-5.155258686275754e-4,0.026128173483704997,0.16032806239059968,0.273747156346649,0.3192023292792102,0.28198299147484995,0.1323321386001865,-0.01160742768713896,0.71801700852515
JPL60,1,1.9246539655867891,1.6461449170487903,-0.12229475868831689,0.0033327524265061026,3.9531967352912645e-4,0.0021954105571140303,-3.990497192629672e-4,-1.570638990209261e-4,0.019921113582590078,0.00429495319943729,0.01293685223427854,0.15227938004509672,0.23863274026111156,0.29409655670657864,0.2550822875449455,0.10913180374279775,-0.002750324689816841,0.7449177124550546
JPL63,1,1.988618931552073,1.462694418059442,0.021684453468137264,0.0028015732429738094,0.0011235070636224087,6.625894185238179e-4,-3.784947713123543e-4,8.974791095094359e-4,0.01666984863280807,0.00483662461894141,0.009454268469853422,0.15535212511976804,0.23313368257128397,0.30216008703774444,0.25718459655687675,0.09003725082398872,-5.434379789279742e-4,0.7428154034431232
JPL64,1,2.7456430831866214,1.4665045865867619,-0.39224183901399645,-0.0019430121985544169,-0.00199013618983801,0.014353555446192323,-0.0017360695774941703,-0.004816898084892829,0.02414158727877913,0.0037665546404056505,0.014417860436033325,0.16946074115615864,0.2659306786260614,0.2998014555103622,0.27007759959627486,0.11044343147451871,-0.001477873176369826,0.7299224004037251
JPL66,1,3.223925747315504,2.0216661115650028,-0.0820794779414937,0.012906700816890715,0.0017478989340166118,0.0011051151831452666,2.749062872368091e-4,0.00854010640836056,0.013408855025481614,0.013952678378348793,0.016119427120351526,0.13364327941375068,0.2508387785195296,0.34318049924443755,0.28133674328803526,0.13571248649711556,-7.214344437209697e-4,0.7186632567119647
JPL71,1,2.1765036044347763,0.9501252841101736,-0.1389322697501079,0.0019414883262707239,-0.002007420492093681,0.0078025418082043885,-0.0010004873612543541,-8.214913102748689e-4,0.0045084588297303885,0.0012071057470143254,0.005849842149363904,0.20004160128142365,0.2696015794011051,0.29717610084998897,0.2739019770855239,0.07376499360717254,0.002006295760200838,0.7260980229144761
JPL72,1,1.995662497882612,1.271706512648528,-0.31085141470845346,-7.000165497428323e-4,-9.737207099291822e-6,9.714328920052973e-4,1.4491646925607338e-4,0.001173742904394759,0.010656494372020209,0.0024728785150838206,0.008313752500768046,0.2171872330786274,0.29130374075476384,0.321937642482088,0.29701501975549877,0.06871927197152478,0.0019320493185094323,0.7029849802445012
JPL73,1,2.0250770353402348,1.6130628540792795,0.17530144210959916,4.785902619395266e-4,-6.217729103163983e-5,0.0012908966889121354,6.576848683891301e-4,-0.0010228531024665255,0.009224180608270127,0.004592200851150419,0.006955767100773724,0.16222308649215014,0.23847703008655421,0.3290764252485398,0.2737131620378575,0.07862893672212842,-0.001328409494418592,0.7262868379621426
JPL74,1,0.6817082884056035,0.4921267221786211,0.38062768695370114,0.0023974922935454668,-0.00138861717228278,-3.76348828703188e-4,-6.632379684679002e-4,7.488831428209552e-4,0.0032441166103692742,0.0037927395715925405,0.004019746490992793,0.11451804753335178,0.13909304004921527,0.1796757754800505,0.15559442499757808,0.04063804060444476,6.547258755330576e-4,0.844405575002422
JPL75,1,1.7108697662564363,0.7260310676916542,0.41962370856347003,0.001101565936369897,0.0011455494358058038,-4.72749840555009e-4,-7.976558642877052e-4,0.0033979862750646017,5.709011537491371e-4,0.005947385264501115,0.005457547592101042,0.14556910328743752,0.1931052276551587,0.24855800186953764,0.21359191489200116,0.055343330645761774,0.001579663149749777,0.7864080851079989
JPL76,1,1.989767812606514,1.0921330544487995,0.26586178907279856,-0.0013162856289108404,9.322442447291523e-4,-2.324554542447732e-4,-7.969232619919886e-4,0.0031105789038445852,2.4119411071699126e-4,0.004553654728087997,0.0078106254843800516,0.1697284702268868,0.235696260825292,0.29462359158362694,0.2558486438575339,0.07211907640901598,-8.720610300478882e-4,0.7441513561424661
JPL77,1,2.269394987535587,0.8966512724116705,-0.014560381799925725,0.0037919236653231048,0.0010369628748552184,-0.0011817888628447015,-8.843863432073107e-5,0.010053475144815915,0.00812583503249431,0.012438887407096866,0.00686134113680692,0.16147615739151208,0.22563347579186677,0.2633719591549051,0.23557976922836096,0.06837736726429484,0.004684010666125227,0.764420230771639
JPL78,1,1.5607907080743646,0.8128821721822784,-0.20438061601402752,0.0035699803211122205,-0.0010316519581952122,0.002812156528878562,-2.1453006771587901e-4,0.006144265398032367,0.007418499505106202,0.005990891178465296,0.008217619571199597,0.201184525492166,0.25455599730615425,0.2766826721898544,0.258568394443,0.05562208077786311,0.0010661749286228206,0.741431605557
JPL79,1,2.22831278848799,1.1169696209523468,-0.10305625998671934,0.0027260747628780058,6.287511185365524e-5,4.055953652284394e-4,-6.065212726815705e-4,0.0016424909365628793,0.009614500389518499,0.003506223748255266,0.006284832361510562,0.18167186970166316,0.25292385622655766,0.29467813268132925,0.2641646876272926,0.07026992461459904,0.0010702640474347103,0.7358353123727074
JPL80,1,0.9803863878422094,0.7250215130992279,0.35115230784663287,-5.316220435567232e-4,-0.001603243368931473,0.00442009676232058,-4.877971999379671e-4,-0.003458334440411326,0.005000014738981595,0.0028813631803749074,0.00661758213615804,0.0990129919326792,0.13624834324215962,0.18685871021260522,0.15595439328056068,0.07270660137889032,0.001190957644246926,0.8440456067194393
JPL81,1,1.598074653388573,1.329446944723134,0.05400903438690607,-7.237494766625385e-4,-5.378629944892133e-4,0.0037980699966297937,-4.6097140268641645e-4,-0.0030051394299008827,0.010088949463600505,0.002640857847200251,0.011633563187586349,0.12350635310287605,0.1883783489789594,0.2491563196622926,0.21021085182510052,0.09550418497841648,1.573971323665102e-5,0.7897891481748995
JPL82,1,1.8269066848941091,1.4363549049105488,-0.014489416473202617,0.0020191315897900575,0.0020151574925838522,0.006637719363060679,-5.035680546379151e-4,0.0019070684403664773,0.008625010537508637,0.004210968917486735,0.00788135445853455,0.12338571938069817,0.20564714833990133,0.25634142562217177,0.21992714014844136,0.1302074031592723,1.405458168979301e-4,0.7800728598515586
JPL83,1,2.9106173072594594,1.4086747221927909,-0.025020984966102954,0.010322970689216726,0.001953589621597307,-0.0011237178300653738,-2.368316694756345e-6,0.010162499783679335,0.01794401863766104,0.01536026728249773,0.011028470903602483,0.1641535623324632,0.25362191060628936,0.32033711974595824,0.2745956090195786,0.08708931247325301,-0.0017991153886449673,0.7254043909804214
JPL85,1,2.4093639797240383,1.8076676107930734,-0.005205622634150035,0.00442534148597995,0.0013899245280210026,7.548926488987195e-4,-0.0012246693247690565,0.0011983905467916056,0.006598179405326587,0.005117010507208142,0.01115158305509556,0.13852578309468846,0.2397466312670497,0.3105991011887166,0.26158874531555676,0.12891222973722696,-0.0015805892023428303,0.7384112546844432
JPL86,1,2.4740449884198203,1.9960099507943863,-0.18816644474348065,0.006420289347543351,7.758215845836691e-4,0.0035752471392956897,-5.47716840573198e-4,0.0073919289281554335,0.01588866134748179,0.013072013489249357,0.010132911658588428,0.1375636421687038,0.24378683499764425,0.31672610754218833,0.26639589201492975,0.13442204384334225,-0.0010489810671967525,0.7336041079850703
JPL87,1,2.859144423515984,1.7608188517469943,-0.20221246466873083,0.009622267839307419,0.001779372955311942,0.0023535583384461933,2.4170302579629155e-4,0.00834415104062558,0.015742612319297855,0.010888751376067263,0.013569747880207816,0.1695508172982517,0.273639056794913,0.3387509550439057,0.29246349266488797,0.10687236212392111,-4.6517373291843356e-4,0.7075365073351121
JPL88,1,2.247155666971069,1.8038548685068179,-0.20730109088614973,0.008882567179564038,0.002170903182351358,0.0016639776578301069,-0.0013059302509559334,0.004331645844495524,0.02000663114929979,0.009995328525160496,0.01390713070586258,0.1359020307146143,0.23266858741339624,0.29640221292488095,0.25200353383807444,0.12599787246494923,-0.0017518053115532783,0.7479964661619256
JPL89,1,2.308058833366635,2.5824075916340257,-0.6543118456460405,0.006320334642352932,0.0035113608378919414,0.005524954592186049,-0.001231070512210941,-0.011173442243162413,0.03628068803010431,0.0034622001506628974,0.01931123493638065,0.128061034886203,0.25879183078825024,0.3137971914151538,0.2700537677271359,0.18160062431431018,-0.005486435223221786,0.729946232272864
