Element,mean,median,min,max
EF_Pb,146.54590567222454,6.885086249659283,2.796796771132133,2558.9872058741184
EF_Zn,119.39634009222053,10.187413326123304,2.6360325044993194,1545.3557607844145
EF_Cu,33.30078059448982,4.581818917316003,1.4832297197096322,314.838081935152
EF_As,6.374549486188449,2.538055375643757,1.4741516187480663,76.8398942933551
EF_Cr,2.9772125154691405,0.9448434048649262,0.5345655639781999,27.601959617303194
EF_Ni,5.920658440667019,1.1109160291948277,0.6128990581738805,112.62487733396365
EF_Mn,5.064053434026115,2.484829204631298,1.2863872099056617,36.71614349106056
EF_Ba,7.179302090097292,2.4142282242531485,1.614262830750676,84.16838145075792
