Base_ID,CH_stretch_2920,CH_stretch_2850,CH_total,CO_carbonyl_1720,Aromatic_1600,Aromatic_1580,CO_stretch_1100,NH_stretch,NH_bend,Amide_I,CN_stretch,Nitrate_1380,Sulfate_1100,Sulfoxide_1040,CS_stretch,PO_1250,POC_1020,OH_stretch,Water_1630,Carbonate_1420,Carbonate_875,Silicate_1080,Silicate_800,Metal_oxide_500,Total_organic_C,Total_organic_N,Total_organic_S,Total_organic_P,Total_organic_CNSP,Weighted_CNSP,Organic_index_FTIR,Mineral_index_FTIR,CH_Silicate_ratio,Aromatic_Carbonate_ratio,Aliphatic_aromatic,Weighted_organic,Organic_mineral_ratio,CNSP_mineral_ratio,Char_index_FTIR,Pyrolysis_index,Combustion_index,Normalized_organic,Normalized_CNSP,CN_ratio,n_spectra
JPL50,0.025828626848036242,0.02640065304454296,0.02629793014448996,8.956744120671573e-5,1.8079419221196658e-4,0.03703494627888386,0.03638998097648807,0.02774896225140941,9.363409011594465e-5,2.284176074541372e-5,0.03650061428159863,1.1000077994096497e-4,0.03642473689147404,0.03603067249059677,0.033364695496857166,0.03681338184441511,0.036035885461247884,0.02791505091900123,0.03685567137740907,5.822551001103543e-5,-2.6611150020644514e-4,0.03631510857779246,0.03467798099986145,0.03222023201389955,0.02656829177790864,0.027975438882211733,0.10582010487892798,0.07284926730566299,0.23321310284471136,0.14000166354473786,0.7291379641611284,0.036373334087803494,0.7241594800179604,3.1050684172229803,0.026478724336701925,0.0528662219223986,0.7304332265437656,6.411650421755291,0.006874844948580383,0.01028071912630468,0.00682790416611458,0.42250087666418507,0.865264165164269,0.9497006245289746,1
JPL51,0.02019113668751332,0.020800072699785233,0.020635138319518704,8.307748402540394e-5,3.838203403921346e-4,0.03007605793670966,0.029917029627397947,0.021323453598926144,6.734195255464134e-5,-1.016912193825617e-4,0.03005082445678773,-1.3811205779867483e-4,0.030049653191651617,0.029554101239357675,0.026867776106183346,0.03016344941436098,0.029408025841873426,0.021427412053957078,0.029854552909022287,-2.518872844971577e-4,2.5040647458462323e-5,0.02979830767099674,0.027957669414934657,0.02524172604227295,0.021102036143936242,0.021630598828662022,0.08647153053719264,0.05957147525623441,0.18877564076602532,0.11271369508831318,0.7053742411140009,0.030050194955493898,0.6924936324354848,1.5237781500497523,0.02101895865991084,0.04173717446345494,0.7022262642618324,6.282010517589424,0.018600327967226677,0.022626348182793694,0.01826067345211491,0.41457551290145495,0.8636694451279379,0.9755641215061787,1
JPL52,0.05027510850660263,0.05061378245872836,0.05071215499908878,1.6636845584099003e-4,1.6678035968825666e-4,0.06649925301854427,0.06521657635183896,0.053372308347494374,3.114030245811722e-4,5.201579859623329e-5,0.06560319845939612,-7.688274518365124e-5,0.06548626419334184,0.06465452235369455,0.05985736001569491,0.0660993423886024,0.06452469384441009,0.05365632434829998,0.06648623872370947,-6.262706066932633e-5,-1.5908071682566027e-4,0.06497748654622298,0.062061640567013195,0.05750600040818636,0.051045303814618026,0.05381260991585543,0.1899981465627313,0.1306240362330125,0.42548009652621727,0.26008123536799443,0.7830240605349258,0.06504011360689231,0.7804573198289797,2.6630718080298292,0.050878935358777036,0.1017574588137068,0.7848280235661942,6.5418104755759385,0.003288764985263463,0.006569407581579463,0.0032779844647336095,0.43995928434286635,0.8675166032928359,0.9485751368394039,1
JPL58,0.007672830409700832,0.008004287092555915,0.00786275004233735,1.4644648091724326e-4,2.351149340115849e-4,0.010819507762789726,0.010787680982520767,0.008088210913082284,-1.2333117305271188e-4,-1.4660754599250293e-4,0.01081787571069095,-2.7908744024378665e-5,0.010777633393272049,0.010690930964691299,0.009987822357708445,0.010910065826744987,0.01061087015729684,0.008078306971864712,0.010822762513444537,-0.00010477055254722902,-2.198318196904095e-4,0.010706949352215115,0.010273669691135487,0.009634630862050332,0.008244311457266179,0.008386058376151877,0.031456386715671796,0.021520935984041825,0.06960769253313168,0.041985473722154214,0.7563186029897118,0.010811719904762344,0.7343595064929171,2.2440936722711142,0.008097864976348935,0.01610706149960353,0.7625346873474521,6.438170165920678,0.029902379287856967,0.04852773048542719,0.02903418798637349,0.43502706971039945,0.8666874544805937,0.9830973131204529,1
JPL59,0.018422509032872417,0.018997690129664638,0.018858798851187412,3.1128368125512423e-4,1.8748880497047177e-4,0.03172331160077682,0.030749426716390776,0.018986410347204056,2.3719343927593173e-5,-6.886342397103423e-5,0.030885484117966194,-2.3671407252549848e-4,0.030870852149313406,0.030656653589435985,0.028467895570569314,0.03115731800118318,0.0305822270994003,0.018985494053450184,0.031580026305857156,2.2151299016254233e-5,-1.6898258278767037e-4,0.030736957497608203,0.02937911960872866,0.02756438862818938,0.019357571337413008,0.019315707187628182,0.08999540130931871,0.06173954510058348,0.19040822493494336,0.10980660893667007,0.6196542926423336,0.030759108796624458,0.6135545085311358,8.464009484630937,0.019046287656157884,0.03821637018860042,0.6293280948223484,6.190303698130519,0.009941715082170616,0.026447733504204148,0.009843850326908954,0.38642086845779616,0.8610100515891507,1.0021673630366297,1
JPL61,0.015034891755109834,0.01565557550038061,0.015461639259368755,2.4766872565333553e-4,3.135168392743408e-4,0.023138520164558522,0.02286351260309126,0.01590241017721353,-4.853599614674034e-5,-1.089927525474467e-4,0.023050201379440048,1.4245143559362544e-4,0.02295488456175441,0.02282437469278063,0.020879834675445005,0.023162472169273175,0.022694881862172715,0.015979591176669666,0.023228640180258525,-8.463825102925787e-5,-4.07156490144292e-6,0.022806122325933896,0.021674683095798605,0.019735052321965877,0.01602282482429643,0.016202390361501343,0.06665909392998004,0.04585735403144589,0.1447416631472237,0.08566201865584698,0.6917070720393548,0.022890760576963154,0.6779600248739616,3.704197989227871,0.015775156098643096,0.03148446408366519,0.6999690888568164,6.323147833405286,0.020277076318694336,0.03629534718239103,0.01987408792115268,0.41265153964395823,0.8638828781799232,0.9889173428612373,1
JPL63,0.023947696531972578,0.02454814344884888,0.02447192003735556,3.48959619609214e-4,1.3817358939420543e-4,0.036896246986893505,0.03625663851990419,0.02560720812649496,-2.343514032902838e-5,-1.373553935151775e-4,0.0364638523912275,-1.6543813315885586e-4,0.0363587782319103,0.036131083965301514,0.03372610912013512,0.03664340293751313,0.03605381041192091,0.025746260792160955,0.036558691412210464,1.8609307458504476e-4,-1.6639754176139138e-4,0.036236583398511775,0.03497092124252092,0.03274895100352856,0.02495905324635898,0.02593343679349802,0.10621597131734695,0.07269721334943405,0.229805674706638,0.13537411390990062,0.6791504970570844,0.03642267647309682,0.6753374005552801,0.7424972138394109,0.024610093626749766,0.04943097328371454,0.6852613718487901,6.309412073996848,0.005646209581564835,0.019905802579439087,0.005614508887687393,0.40785674624484813,0.8637938812555495,0.9624275195417471,1
JPL68,0.022445766976283442,0.023176620624238444,0.02298945328220725,6.002377575406448e-5,-1.92260014868946e-5,0.031342314484600835,0.030615896388304,0.024626340572872468,1.9733463564226839e-4,2.5130127771545024e-5,0.03080016268151147,-1.0959848850256027e-4,0.030650480118181025,0.03042229451239109,0.027152094560173843,0.0310230112204758,0.030236563931864042,0.0249022726725409,0.031205181653300922,-9.733312312638909e-6,-1.1983456178790361e-4,0.03057860006363346,0.028584813166941916,0.025712699235345308,0.02306870305944821,0.024958403824788842,0.08822486919074596,0.061259575152339846,0.19751155122732286,0.12006994809452007,0.7524438409807362,0.0305883333759461,0.7518151005725132,1.9752783912963767,0.023008679283694145,0.04605815634165546,0.7541667202302974,6.457087700719288,8.362965943942049e-4,0.0034472232231070347,8.355977868108117e-4,0.4300067611324703,0.8659363418781427,0.9242859928621008,1
JPL76,0.017862524476743514,0.01785300918404133,0.017993829642923977,2.641857673342414e-4,2.920194307253453e-4,0.024696950012674697,0.023914383432152225,0.01885468655776593,-9.136433683095552e-5,-1.9715085195807017e-4,0.024070246798264517,-5.629205233639162e-5,0.02400151826441288,0.02396499871143273,0.021871900329223044,0.02440107509923669,0.0238443509174081,0.01889419471980005,0.024536038615873883,4.44589926290595e-6,-5.546061410790365e-5,0.023941640849583425,0.022721894484545504,0.021239654841617897,0.018550034840983564,0.019199493798891347,0.06983841730506865,0.04824542601664479,0.15583337196158836,0.09457095197839813,0.7637675791952868,0.02394608674884633,0.7515704439797017,65.6828716659842,0.018285849073649323,0.036543864483907534,0.7746582995184907,6.507675913647814,0.01622886492315887,0.030910884958739886,0.015969694901734565,0.43655691472533786,0.866824424177732,0.9661731207754402,1
JPL77,0.03166264319612134,0.03253772157815195,0.03223985734467323,3.651927153651563e-4,3.6502079594703113e-4,0.044942065357015684,0.04427432064332214,0.033151346901732104,-1.498559910443481e-4,-6.96820565141143e-5,0.044470295358400844,-4.2239102047120225e-5,0.04440414958766529,0.04389353646408944,0.04155673967817655,0.0446499024446194,0.04390761198905798,0.033193047891780375,0.044829774293161574,-9.618850327246936e-5,-1.1365018075420313e-4,0.04419063117641669,0.04280733024435384,0.040564896825414434,0.03297007085598542,0.033413124051337686,0.12985442572993128,0.08855751443367738,0.2847951350709318,0.17090933574032352,0.7378233184870322,0.04428681967968916,0.7295631785833996,3.7948484853023565,0.03260487814062026,0.06520992820065864,0.7444668886690495,6.430697375218042,0.011322035083611839,0.022649402678974185,0.01119528171130552,0.42729096531729704,0.8656761607637703,0.9867401445410631,1
