Base_ID,EF_Pb,EF_Zn,EF_Cu,EF_As,EF_Cr,EF_Ni,EF_Mn,EF_Ba,Metal_Load_Class,Pb_enrich_class,Zn_enrich_class,Pb_Zn,Cu_Zn,Pb_Cu,Zn_Cd,As_Pb,Cr_Ni,Ca_Mg,Fe_Mn,K_Na,Anthro_index,Source_indicator
JPL29,6.663704136511597,4.2360849123907975,4.581818917316003,2.538055375643757,0.8630657610655851,1.1940772582344201,3.1440041880819005,1.7146634131766907,Medium,Significant,Moderate,0.3991399220671399,0.45201879445224685,0.8830162085424231,603.1219979734027,0.10581075775810121,1.3695906433402871,2.811753965284629,34.3780557920706,1.5148348411659645,5.160535988739466,Mixed/Unknown
JPL33,4.718219418633262,10.93736400702406,3.5195099003318493,3.287197522976528,1.2699149003315449,1.3951252025243643,2.149499225198846,1.7751434851918142,Medium,Moderate,Significant,0.10945600331374852,0.1344784682491187,0.8139295809867753,1636.5384615384614,0.19258114374995663,1.7361686111886867,2.160155478816801,53.14986769050822,1.32296998898781,6.391697775329725,Mixed/Unknown
JPL43,3.9029727921996753,3.7032078518805176,7.4331380431583955,1.7106189711558082,0.640956821734614,0.90836952070717,1.6945516286990887,2.0134144610455262,Medium,Moderate,Moderate,0.2674185649237083,0.8388365363585097,0.3187969924207218,711.6567658415842,0.12061388680442381,1.3275308256916383,2.17891733894679,52.866129528634566,1.2278541363691053,5.013106229079529,Cu wiring/pipes
JPL48,4.645524500077952,4.583986760841321,4.421896731040461,2.052164076473214,0.7244206236791078,1.0648740216979897,2.2089109021880797,1.78097547562319,Medium,Moderate,Moderate,0.25713756019776,0.4031331108128495,0.6378477810450393,739.5626237128555,0.12214495005456197,1.2886002092300384,2.4418960258006117,46.86112915681525,1.383748978169583,4.550469330653246,Mixed/Unknown
JPL50,5.727608835819953,6.753664645639911,4.289520933050151,1.7096093152769847,0.809440620198823,0.9495600589227764,3.895561601401926,2.688167317685676,Medium,Significant,Significant,0.21518300951672623,0.26543154092930993,0.8106911814750534,598.2374563849978,0.08255849036125829,1.5960617041221232,3.85141999653216,29.42133579220086,1.4769703966012535,5.590264804836671,Mixed/Unknown
JPL51,7.269345976632185,6.497609571042797,3.075224879641521,2.5552916772545315,0.7104957589496587,0.6935962216374567,2.5241359550387337,2.369309731452805,Medium,Significant,Significant,0.2838676130471119,0.19779098641827078,1.4351898344185103,457.7432402651788,0.09770040119711103,1.891306963252451,3.406656655416024,45.129196980302424,0.9764156263329845,5.614060142438834,Mixed/Unknown
JPL58,21.07110060932057,14.672863580567332,3.598818225302258,2.156640960048443,0.9448434048649262,0.8975507712819328,2.484829204631298,2.9500562771159062,Medium,Very High,Significant,0.3643732276736463,0.1025010372166944,3.554824785853978,1562.2405489317655,0.028761080094394816,1.9799584766150577,3.168258069642679,37.2333405190016,1.3082547085993361,13.114260805063388,Mixed/Unknown
JPL59,8.913534858192723,10.187413326123304,4.584449377461779,2.534266529392661,0.8071561795985315,0.8837958618350148,2.713718774673685,2.0898861193657767,Medium,Significant,Significant,0.22200367262755535,0.18806435262234006,1.1804665239954872,987.9736093880264,0.07935592327808605,1.7150357690166327,2.6263998771027737,34.323697084686145,1.1208767939885842,7.895132520592601,Mixed/Unknown
JPL61,8.11865119317041,5.6395337661906355,3.248847864151464,2.9087640517280913,0.8758780195296872,1.0375335770997027,2.16409413606467,1.8866027249705986,Medium,Significant,Significant,0.3652706692250969,0.24075172202269626,1.5172089576607968,537.8263216961416,0.09989233917306896,1.5950853324568184,1.8025447140203303,47.992711351750465,1.257896761283699,5.6690109411708365,Mixed/Unknown
JPL63,8.879192646036737,8.852735964812894,3.6265716547777527,2.2031809964485265,0.9164279199754428,0.9254214948219331,2.59755827867637,2.4142282242531485,Medium,Significant,Significant,0.2544896274222295,0.17119929817293011,1.4865109269616692,560.3412131638104,0.06924194598484919,1.862092276230786,2.996195100580759,32.764974091383664,1.3826651973289446,7.11950008854246,Mixed/Unknown
JPL68,47.25241595846277,120.62608664513176,27.49831801154666,13.119186084546604,3.339952087281212,5.014048305503312,9.875240637914493,8.647186001649924,Medium,Extreme,Extreme,0.09939325155931515,0.09526823519271449,1.0432989690452052,1157.359226425132,0.07739266916028963,1.2488887613955666,9.45087250762136,32.470562906354225,2.322091386169475,65.12560687171374,Galvanized/Zn-rich
JPL73,95.98555916737203,111.55405511085264,21.16383895766343,5.1547975303648865,3.0431060528766802,1.6007077826541296,1.8641964856819344,10.599391495846293,High,Extreme,Extreme,0.21832056969297656,0.07928523446641135,2.753609435127124,3836.2024510173164,0.015144623778355964,3.623602807987035,5.628983476704262,49.789394672257544,1.1469752402473394,76.2344844119627,Mixed/Unknown
JPL76,1396.5916091796948,1299.5825109284967,273.798202217514,76.8398942933551,21.741768197063177,20.210100594772296,35.71047975390299,84.16838145075792,Low,Extreme,Extreme,0.27267146336292947,0.08804606735064537,3.0969181426015253,1371.173635982342,0.01550709899260539,2.0153494007859245,24.56044622643853,27.17874400983471,1.588677471517423,989.9907741085684,Mixed/Unknown
JPL77,66.57917783689543,86.03491335558986,17.382168990306656,4.434982201293058,1.870615130619135,9.736242383653627,1.9757868137456016,5.167440279569984,Medium,Extreme,Extreme,0.19635312652028591,0.08443304865986509,2.3255482259237854,2943.6944268966336,0.018774456529054788,0.37442106319052076,6.0678885006261964,37.337549251852565,1.4268696081728274,56.66542006093065,Mixed/Unknown
JPL79,375.1585372961744,653.4624141705859,314.838081935152,14.586765076554558,16.291828262871878,112.62487733396365,12.222315535965206,17.452152536492726,Medium,Extreme,Extreme,0.14566940278161586,0.20134918388656936,0.7234665667365164,2363.5005402410984,0.010953893478012122,0.2823966159654498,16.16057816659348,29.988271685517986,1.4093429894783938,447.8196778006374,Mixed/Unknown
JPL86,6.885086249659283,18.694345950380253,4.778925028694795,1.7565235928483327,0.7477130097753772,2.2302353623848448,1.2863872099056617,4.725048464906889,Medium,Significant,Significant,0.09344869231511338,0.10683244569561393,0.8747220163934708,2447.8530599639466,0.0710791487165284,0.6465597613642204,3.5069422420766174,55.958164235897684,1.0786676433446563,10.119452409578109,Galvanized/Zn-rich
JPL89,5.970577657832897,6.748505332800882,2.2159914262715215,1.8082849449515048,0.5901708804289449,0.6814942522671373,1.5742907197686127,2.139602259163839,Medium,Significant,Significant,0.22448269870035578,0.13722830812430256,1.6358337559406289,757.5677747024986,0.08426580364452349,1.6190744124492737,2.574984522758361,47.260429166081806,1.0772668782212405,4.978358138968434,Mixed/Unknown
JPL95,6.135293516847388,5.672860733083009,6.162999011945005,1.9081914285765287,0.7801236996647256,1.3449644618641479,2.2559727732588066,1.9898058776222254,Medium,Significant,Significant,0.27441468047862994,0.4540181396686591,0.604413472727977,656.5799945951217,0.08635186969808308,1.1044628812963488,2.408357005442179,43.59722418017115,1.2909936800022102,5.9903844206251335,Mixed/Unknown
XPAH17,43.22465250796007,53.429770324928526,47.829999145150815,19.76260411588382,5.806358023157077,10.115357375419256,15.338647731245809,8.2216379372552,Low,Extreme,Extreme,0.20526850624872933,0.37411084190720306,0.5486836607094255,584.558302340565,0.12488533755581199,1.0679780027668924,6.345096981650726,44.74235154647809,5.7946257696291115,48.16147399267981,Mixed/Unknown
XPAH29,16.13640501039012,12.877766077330206,7.901887689198749,7.366521582763764,2.514986088949797,2.876810174962219,4.197038002636251,2.98739394539348,Low,Significant,Significant,0.3179364879333974,0.2564327851990567,1.2398433674797016,550.5398638699469,0.12654425657912574,1.6490110951736516,1.4844037171217015,58.29120638520673,3.5206762392003954,12.305352925639694,Mixed/Unknown
XPAH20,871.0135688856551,380.453336137095,3.8886210604616607,18.59905089648968,27.601959617303194,22.24270736722297,3.1354667664689018,43.02186842817963,Extreme,Extreme,Extreme,0.5808950056675186,0.004271470937937956,135.99413740783743,13413.099811291017,0.006026061636353236,2.4114132315879093,20.747159288339304,26.227591112149447,0.8157593974305944,418.45184202773726,Paint/Pb-rich
XPAH26,20.964193009157693,1545.3557607844145,39.30555671888887,3.4441891397886266,1.9989283946400938,2.9104727654831875,2.3259913262679546,3.3630666454186846,Medium,Very High,Extreme,0.0034421024517809593,0.010629398889713267,0.323828514433878,19232.736364893808,0.04582877073803584,1.3029957499340021,4.309594338296814,21.97601173963625,1.1016873590249867,535.2085035041538,Galvanized/Zn-rich
XPAH28,2558.9872058741184,69.85038421735742,306.0721657100222,1.4741516187480663,1.26928533067105,0.8645314714617324,1.664652039054962,6.3748295070967025,High,Extreme,Extreme,9.295514526756094,1.8312104829815474,5.07615842806955,9058.310856407612,1.6264582364103534e-4,2.71688700483919,0.3509052738734299,29.78180519613071,1.0757145404120165,978.3032519338326,Paint/Pb-rich
XPAH55,2.796796771132133,2.6360325044993194,1.4832297197096322,2.266564306811879,1.223603603978774,0.7436259918538641,1.6970038628060662,2.235030227870346,Medium,Moderate,Moderate,0.2692057098762245,0.23514778184205157,1.1448362717580283,816.3137027104118,0.22065687857031574,3.0665108852128786,1.8576088438515899,85.72843425786719,0.8769321684611451,2.305352998447028,Mixed/Unknown
XPAH58,5.340657331098688,50.44836120053354,27.110122924362383,5.5399077939940815,4.021307811151125,5.380277623969912,2.3247571725574527,13.628781955963063,Extreme,Significant,Extreme,0.02686097479461135,0.22457822891700738,0.11960631680169583,724.3100970591753,0.2730937620802606,1.4259220096601144,58.45725548135935,33.43183151464228,0.895986293435081,27.633047151998202,Galvanized/Zn-rich
