n_samples,Pb_median_log_ratio,Pb_IQR_low,Pb_IQR_high,Zn_median_log_ratio,Zn_IQR_low,Zn_IQR_high,Cu_median_log_ratio,Cu_IQR_low,Cu_IQR_high
37,-0.7353627884060882,-0.8579967907287288,-0.5320672631535164,-0.5942648251837347,-0.6837654695040853,-0.4742936697818989,-0.662235691029619,-0.738856860946384,-0.559409966351743
