Continent,Status,Order,Family,Genus,Species,Log Mass,Combined Mass,Reference,taxa
AF,extant,Artiodactyla,Bovidae,Addax,nasomaculatus,4.85,70000.3,60,Addax_nasomaculatus
AF,extant,Artiodactyla,Bovidae,Aepyceros,melampus,4.72,52500.1,"63, 70",Aepyceros_melampus
AF,extant,Artiodactyla,Bovidae,Alcelaphus,buselaphus,5.23,171001.5,"63, 70",Alcelaphus_buselaphus
AF,extant,Artiodactyla,Bovidae,Ammodorcas,clarkei,4.45,28049.8,60,Ammodorcas_clarkei
AF,extant,Artiodactyla,Bovidae,Ammotragus,lervia,4.68,48000,75,Ammotragus_lervia
AF,extant,Artiodactyla,Bovidae,Antidorcas,marsupialis,4.59,39049.9,60,Antidorcas_marsupialis
AF,extinct,Artiodactyla,Bovidae,Antidorcas,bondi,4.53,34000,1,Antidorcas_bondi
AF,extinct,Artiodactyla,Bovidae,Antidorcas,australis,4.6,40000,2,Antidorcas_australis
AF,extant,Artiodactyla,Bovidae,Bos,taurus,5.95,900000,-999,Bos_taurus
AF,extant,Artiodactyla,Bovidae,Capra,walie,5,100000,-999,Capra_walie
AF,extant,Artiodactyla,Bovidae,Capra,ibex,5,100999.7,65,Capra_ibex
AF,extant,Artiodactyla,Bovidae,Capra,nubiana,4.9,78999.7,70,Capra_nubiana
AF,extant,Artiodactyla,Bovidae,Cephalophus,weynsi,-999,-999,-999,Cephalophus_weynsi
AF,extant,Artiodactyla,Bovidae,Cephalophus,dorsalis,4.3,20000,60,Cephalophus_dorsalis
AF,extant,Artiodactyla,Bovidae,Cephalophus,leucogaster,4.1,12699.9,60,Cephalophus_leucogaster
AF,extant,Artiodactyla,Bovidae,Cephalophus,monticola,3.8,6250,60,Cephalophus_monticola
AF,extant,Artiodactyla,Bovidae,Cephalophus,natalensis,4.08,12000,60,Cephalophus_natalensis
AF,extant,Artiodactyla,Bovidae,Cephalophus,niger,4.31,20400,60,Cephalophus_niger
AF,extant,Artiodactyla,Bovidae,Cephalophus,nigrifrons,4.14,13899.8,60,Cephalophus_nigrifrons
AF,extant,Artiodactyla,Bovidae,Cephalophus,rubidus,4.18,15000,60,Cephalophus_rubidus
AF,extant,Artiodactyla,Bovidae,Cephalophus,silvicultor,4.86,72500.3,60,Cephalophus_silvicultor
AF,extant,Artiodactyla,Bovidae,Cephalophus,jentinki,4.85,70000.3,65,Cephalophus_jentinki
AF,extant,Artiodactyla,Bovidae,Cephalophus,zebra,4.24,17500.1,65,Cephalophus_zebra
AF,extant,Artiodactyla,Bovidae,Cephalophus,adersi,3.97,9250,"63, 70",Cephalophus_adersi
AF,extant,Artiodactyla,Bovidae,Cephalophus,callipygus,4.26,18249.9,"63, 70",Cephalophus_callipygus
AF,extant,Artiodactyla,Bovidae,Cephalophus,harveyi,4.16,14500.1,"63, 70",Cephalophus_harveyi
AF,extant,Artiodactyla,Bovidae,Cephalophus,maxwellii,4.08,12000,"63, 70",Cephalophus_maxwellii
AF,extant,Artiodactyla,Bovidae,Cephalophus,ogilbyi,4.3,20000,"63, 70",Cephalophus_ogilbyi
AF,extant,Artiodactyla,Bovidae,Cephalophus,rufilatus,4.08,12000,"63, 70",Cephalophus_rufilatus
AF,extant,Artiodactyla,Bovidae,Cephalophus,spadix,4.75,56000.3,"63, 70",Cephalophus_spadix
AF,extant,Artiodactyla,Bovidae,Connochaetes,gnou,5.26,179999,60,Connochaetes_gnou
AF,extant,Artiodactyla,Bovidae,Connochaetes,taurinus,5.26,179999,"63, 70",Connochaetes_taurinus
AF,extant,Artiodactyla,Bovidae,Damaliscus,pygargus,5.01,102000,75,Damaliscus_pygargus
AF,extant,Artiodactyla,Bovidae,Damaliscus,hunteri,4.9,80000,"63, 70",Damaliscus_hunteri
AF,extant,Artiodactyla,Bovidae,Damaliscus,lunatus,5.13,136000.3,"63, 70",Damaliscus_lunatus
AF,extant,Artiodactyla,Bovidae,Dorcatragus,megalotis,4.01,10249.9,65,Dorcatragus_megalotis
AF,extant,Artiodactyla,Bovidae,Gazella,cuvieri,4.4,25000,-999,Gazella_cuvieri
AF,extant,Artiodactyla,Bovidae,Gazella,dama,4.86,72999.5,60,Gazella_dama
AF,extant,Artiodactyla,Bovidae,Gazella,rufifrons,4.43,26999.8,60,Gazella_rufifrons
AF,extant,Artiodactyla,Bovidae,Gazella,dorcas,4.36,23000.1,65,Gazella_dorcas
AF,extant,Artiodactyla,Bovidae,Gazella,dorcas,4.36,23000.1,65,Gazella_dorcas
AF,extant,Artiodactyla,Bovidae,Gazella,gazella,4.35,22499.9,65,Gazella_gazella
AF,extant,Artiodactyla,Bovidae,Gazella,spekei,4.3,20000,65,Gazella_spekei
AF,extant,Artiodactyla,Bovidae,Gazella,leptoceros,4.35,22200,75,Gazella_leptoceros
AF,extant,Artiodactyla,Bovidae,Gazella,granti,4.74,54999.7,"63, 70",Gazella_granti
AF,extant,Artiodactyla,Bovidae,Gazella,soemmerringii,4.6,40000,"63, 70",Gazella_soemmerringii
AF,extant,Artiodactyla,Bovidae,Gazella,thomsonii,4.31,20499.8,"63, 70",Gazella_thomsonii
AF,extinct,Artiodactyla,Bovidae,Gazella,atlantica,4.65,44500,"1, 2",Gazella_atlantica
AF,historical,Artiodactyla,Bovidae,Gazella,rufina,4.6,40000,"3, 4",Gazella_rufina
AF,extant,Artiodactyla,Bovidae,Hippotragus,equinus,5.43,269997.7,"63, 70",Hippotragus_equinus
AF,extant,Artiodactyla,Bovidae,Hippotragus,niger,5.36,227499.3,"63, 70",Hippotragus_niger
AF,historical,Artiodactyla,Bovidae,Hippotragus,leucophaeus,5.18,150000,"2, 4",Hippotragus_leucophaeus
AF,extant,Artiodactyla,Bovidae,Kobus,leche,5.04,110749,60,Kobus_leche
AF,extant,Artiodactyla,Bovidae,Kobus,megaceros,4.94,87500.4,65,Kobus_megaceros
AF,extant,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,5.32,210000.3,"63, 70",Kobus_ellipsiprymnus
AF,extant,Artiodactyla,Bovidae,Kobus,kob,4.89,78500.1,"63, 70",Kobus_kob
AF,extant,Artiodactyla,Bovidae,Kobus,vardonii,4.85,71500.7,"63, 70",Kobus_vardonii
AF,extant,Artiodactyla,Bovidae,Litocranius,walleri,4.58,37999.7,"63, 70",Litocranius_walleri
AF,extant,Artiodactyla,Bovidae,Madoqua,saltiana,3.51,3250,65,Madoqua_saltiana
AF,extant,Artiodactyla,Bovidae,Madoqua,piacentinii,3.4,2500,70,Madoqua_piacentinii
AF,extant,Artiodactyla,Bovidae,Madoqua,guentheri,3.88,7500,"63, 70",Madoqua_guentheri
AF,extant,Artiodactyla,Bovidae,Madoqua,kirkii,3.72,5300.1,"63, 70",Madoqua_kirkii
AF,extinct,Artiodactyla,Bovidae,Megalotragus,priscus,5.3,200000,2,Megalotragus_priscus
AF,extant,Artiodactyla,Bovidae,Neotragus,batesi,3.48,3000,60,Neotragus_batesi
AF,extant,Artiodactyla,Bovidae,Neotragus,pygmaeus,3.6,4000,60,Neotragus_pygmaeus
AF,extant,Artiodactyla,Bovidae,Neotragus,moschatus,3.81,6499.9,"63, 70",Neotragus_moschatus
AF,extant,Artiodactyla,Bovidae,Oreotragus,oreotragus,4.11,12999.9,"63, 70",Oreotragus_oreotragus
AF,extant,Artiodactyla,Bovidae,Oryx,dammah,5.3,200000,60,Oryx_dammah
AF,extant,Artiodactyla,Bovidae,Oryx,gazella,5.23,169001.3,"63, 70",Oryx_gazella
AF,extant,Artiodactyla,Bovidae,Ourebia,ourebi,4.24,17250,"63, 70",Ourebia_ourebi
AF,extant,Artiodactyla,Bovidae,Pelea,capreolus,4.3,20000,60,Pelea_capreolus
AF,extinct,Artiodactyla,Bovidae,Pelorovis,antiquus,6,1000000,"2, 5",Pelorovis_antiquus
AF,extant,Artiodactyla,Bovidae,Raphicerus,melanotis,4.01,10249.9,60,Raphicerus_melanotis
AF,extant,Artiodactyla,Bovidae,Raphicerus,campestris,4.02,10500,"63, 70",Raphicerus_campestris
AF,extant,Artiodactyla,Bovidae,Raphicerus,sharpei,3.98,9499.9,"63, 70",Raphicerus_sharpei
AF,extant,Artiodactyla,Bovidae,Redunca,arundinum,4.76,58000.3,"63, 70",Redunca_arundinum
AF,extant,Artiodactyla,Bovidae,Redunca,fulvorufula,4.47,29499.9,"63, 70",Redunca_fulvorufula
AF,extant,Artiodactyla,Bovidae,Redunca,redunca,4.64,44050.4,"63, 70",Redunca_redunca
AF,extant,Artiodactyla,Bovidae,Sigmoceros,lichtensteinii,5.23,171498.4,60,Sigmoceros_lichtensteinii
AF,extant,Artiodactyla,Bovidae,Sylvicapra,grimmia,4.29,19499.8,"63, 70",Sylvicapra_grimmia
AF,extant,Artiodactyla,Bovidae,Syncerus,caffer,5.76,580002.7,"63, 70",Syncerus_caffer
AF,extant,Artiodactyla,Bovidae,Taurotragus,derbianus,5.83,680000,68,Taurotragus_derbianus
AF,extant,Artiodactyla,Bovidae,Taurotragus,oryx,5.76,569993.6,"63, 70",Taurotragus_oryx
AF,extant,Artiodactyla,Bovidae,Tragelaphus,angasii,4.94,86600.4,60,Tragelaphus_angasii
AF,extant,Artiodactyla,Bovidae,Tragelaphus,eurycerus,5.52,329003.1,60,Tragelaphus_eurycerus
AF,extant,Artiodactyla,Bovidae,Tragelaphus,buxtoni,5.33,215000.8,65,Tragelaphus_buxtoni
AF,extant,Artiodactyla,Bovidae,Tragelaphus,imberbis,4.91,81575.5,"63, 70",Tragelaphus_imberbis
AF,extant,Artiodactyla,Bovidae,Tragelaphus,scriptus,4.64,43250.4,"63, 70",Tragelaphus_scriptus
AF,extant,Artiodactyla,Bovidae,Tragelaphus,spekii,4.89,77999.2,"63, 70",Tragelaphus_spekii
AF,extant,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,5.33,213501,"63, 70",Tragelaphus_strepsiceros
AF,extinct,Artiodactyla,Camelidae,Camelus,thomasi,5.7,500000,1,Camelus_thomasi
AF,extant,Artiodactyla,Cervidae,Cervus,elaphus,5.19,156250,65,Cervus_elaphus
AF,extinct,Artiodactyla,Cervidae,Megaloceros,algericus,5.9,800000,1,Megaloceros_algericus
AF,extant,Artiodactyla,Giraffidae,Giraffa,camelopardalis,5.95,899994.8,"63, 70",Giraffa_camelopardalis
AF,extinct,Artiodactyla,Giraffidae,Giraffa,gracilis,5.93,850000,6,Giraffa_gracilis
AF,extant,Artiodactyla,Giraffidae,Okapia,johnstoni,5.36,230001.1,"63, 70",Okapia_johnstoni
AF,extant,Artiodactyla,Hippopotamidae,Hexaprotodon,liberiensis,5.37,235001.2,60,Hexaprotodon_liberiensis
AF,extant,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,6.15,1417490,"63, 70",Hippopotamus_amphibius
AF,extant,Artiodactyla,Suidae,Hylochoerus,meinertzhageni,5.28,188500,116,Hylochoerus_meinertzhageni
AF,extinct,Artiodactyla,Suidae,Metridiochoerus,compactus,5.15,142000,2,Metridiochoerus_compactus
AF,extant,Artiodactyla,Suidae,Phacochoerus,africanus,4.92,82500,70,Phacochoerus_africanus
AF,extant,Artiodactyla,Suidae,Phacochoerus,aethiopicus,4.85,71000.3,"63, 70",Phacochoerus_aethiopicus
AF,extant,Artiodactyla,Suidae,Potamochoerus,larvatus,4.99,97500,70,Potamochoerus_larvatus
AF,extant,Artiodactyla,Suidae,Potamochoerus,porcus,4.85,70000.3,"63, 70",Potamochoerus_porcus
AF,extant,Artiodactyla,Tragulidae,Hyemoschus,aquaticus,4.04,10850,60,Hyemoschus_aquaticus
AF,extant,Carnivora,Canidae,Canis,simensis,4,10000,65,Canis_simensis
AF,extant,Carnivora,Canidae,Canis,adustus,4.01,10249.9,"63, 70",Canis_adustus
AF,extant,Carnivora,Canidae,Canis,aureus,4.04,10999.9,"63, 70",Canis_aureus
AF,extant,Carnivora,Canidae,Canis,mesomelas,3.93,8500,"63, 70",Canis_mesomelas
AF,extant,Carnivora,Canidae,Lycaon,pictus,4.34,22050.1,60,Lycaon_pictus
AF,extant,Carnivora,Canidae,Otocyon,megalotis,3.62,4150,"63, 70",Otocyon_megalotis
AF,extant,Carnivora,Canidae,Vulpes,chama,3.47,2955,60,Vulpes_chama
AF,extant,Carnivora,Canidae,Vulpes,pallida,3.45,2800,65,Vulpes_pallida
AF,extant,Carnivora,Canidae,Vulpes,rueppelli,3.51,3250,65,Vulpes_rueppelli
AF,extant,Carnivora,Canidae,Vulpes,vulpes,3.78,6000,65,Vulpes_vulpes
AF,extant,Carnivora,Canidae,Vulpes,zerda,3.04,1100,75,Vulpes_zerda
AF,extant,Carnivora,Felidae,Acinonyx,jubatus,4.7,50000,"63, 70",Acinonyx_jubatus
AF,extant,Carnivora,Felidae,Caracal,caracal,4.14,13749.9,"63, 70",Caracal_caracal
AF,extant,Carnivora,Felidae,Felis,nigripes,3.11,1300,60,Felis_nigripes
AF,extant,Carnivora,Felidae,Felis,chaus,3.83,6749.9,65,Felis_chaus
AF,extant,Carnivora,Felidae,Felis,margarita,3.4,2525,65,Felis_margarita
AF,extant,Carnivora,Felidae,Felis,silvestris,3.67,4650,"63, 70",Felis_silvestris
AF,extant,Carnivora,Felidae,Leptailurus,serval,4.08,12000,"63, 70",Leptailurus_serval
AF,extant,Carnivora,Felidae,Panthera,leo,5.21,161499.1,"63, 70",Panthera_leo
AF,extant,Carnivora,Felidae,Panthera,pardus,4.74,54999.7,"63, 70",Panthera_pardus
AF,extant,Carnivora,Felidae,Profelis,aurata,4.03,10650,"63, 70",Profelis_aurata
AF,extant,Carnivora,Herpestidae,Atilax,paludinosus,3.52,3300,"63, 70",Atilax_paludinosus
AF,extant,Carnivora,Herpestidae,Bdeogale,jacksoni,3.4,2500,70,Bdeogale_jacksoni
AF,extant,Carnivora,Herpestidae,Bdeogale,crassicauda,3.19,1550,"63, 70",Bdeogale_crassicauda
AF,extant,Carnivora,Herpestidae,Bdeogale,nigripes,3.4,2500,"63, 70",Bdeogale_nigripes
AF,extant,Carnivora,Herpestidae,Crossarchus,obscurus,3.1,1250,60,Crossarchus_obscurus
AF,extant,Carnivora,Herpestidae,Crossarchus,alexandri,3.18,1500,70,Crossarchus_alexandri
AF,extant,Carnivora,Herpestidae,Crossarchus,ansorgei,2.85,700,85,Crossarchus_ansorgei
AF,extant,Carnivora,Herpestidae,Cynictis,penicillata,2.92,836,60,Cynictis_penicillata
AF,extant,Carnivora,Herpestidae,Dologale,dybowskii,2.54,350,"63, 70",Dologale_dybowskii
AF,extant,Carnivora,Herpestidae,Galerella,pulverulenta,2.9,797,60,Galerella_pulverulenta
AF,extant,Carnivora,Herpestidae,Galerella,flavescens,2.88,750,130,Galerella_flavescens
AF,extant,Carnivora,Herpestidae,Galerella,swalius,2.88,750,130,Galerella_swalius
AF,extant,Carnivora,Herpestidae,Galerella,sanguinea,2.74,550,"63, 70",Galerella_sanguinea
AF,extant,Carnivora,Herpestidae,Helogale,hirtula,2.46,289,60,Helogale_hirtula
AF,extant,Carnivora,Herpestidae,Helogale,parvula,2.48,300,60,Helogale_parvula
AF,extant,Carnivora,Herpestidae,Herpestes,naso,3.48,3000,60,Herpestes_naso
AF,extant,Carnivora,Herpestidae,Herpestes,ichneumon,3.45,2850,"63, 70",Herpestes_ichneumon
AF,extant,Carnivora,Herpestidae,Ichneumia,albicauda,3.54,3500,"63, 70",Ichneumia_albicauda
AF,extant,Carnivora,Herpestidae,Liberiictis,kuhni,3.33,2150,"63, 70",Liberiictis_kuhni
AF,extant,Carnivora,Herpestidae,Mungos,gambianus,3.18,1500,-999,Mungos_gambianus
AF,extant,Carnivora,Herpestidae,Mungos,mungo,3.28,1925,"63, 70",Mungos_mungo
AF,extant,Carnivora,Herpestidae,Paracynictis,selousi,3.21,1640,60,Paracynictis_selousi
AF,extant,Carnivora,Herpestidae,Rhynchogale,melleri,3.4,2500,"63, 70",Rhynchogale_melleri
AF,extant,Carnivora,Herpestidae,Suricata,suricatta,2.86,725.5,60,Suricata_suricatta
AF,extant,Carnivora,Hyaenidae,Crocuta,crocuta,4.8,62999.9,"63, 70",Crocuta_crocuta
AF,extant,Carnivora,Hyaenidae,Hyaena,hyaena,4.66,46000.2,"63, 70",Hyaena_hyaena
AF,extant,Carnivora,Hyaenidae,Parahyaena,brunnea,4.51,32200.3,60,Parahyaena_brunnea
AF,extant,Carnivora,Hyaenidae,Proteles,cristatus,4,10000,"63, 70",Proteles_cristatus
AF,extant,Carnivora,Mustelidae,Aonyx,capensis,4.28,18999.8,"63, 70",Aonyx_capensis
AF,extant,Carnivora,Mustelidae,Aonyx,congicus,4.38,23800.2,"63, 70",Aonyx_congicus
AF,extant,Carnivora,Mustelidae,Ictonyx,libyca,2.8,625,65,Ictonyx_libyca
AF,extant,Carnivora,Mustelidae,Ictonyx,striatus,3.11,1300,"63, 70",Ictonyx_striatus
AF,extant,Carnivora,Mustelidae,Lutra,maculicollis,3.6,4000,60,Lutra_maculicollis
AF,extant,Carnivora,Mustelidae,Lutra,lutra,4.04,10999.9,65,Lutra_lutra
AF,extant,Carnivora,Mustelidae,Mellivora,capensis,3.9,8000,"63, 70",Mellivora_capensis
AF,extant,Carnivora,Mustelidae,Mustela,nivalis,2.27,187.5,65,Mustela_nivalis
AF,extant,Carnivora,Mustelidae,Mustela,putorius,3.04,1100,65,Mustela_putorius
AF,extant,Carnivora,Mustelidae,Poecilogale,albinucha,2.53,340,"63, 70",Poecilogale_albinucha
AF,extant,Carnivora,Phocidae,Monachus,monachus,5.44,275000,68,Monachus_monachus
AF,extant,Carnivora,Viverridae,Civettictis,civetta,4.08,12000,"63, 70",Civettictis_civetta
AF,extant,Carnivora,Viverridae,Genetta,maculata,3.35,2225,-999,Genetta_maculata
AF,extant,Carnivora,Viverridae,Genetta,abyssinica,3.22,1650,65,Genetta_abyssinica
AF,extant,Carnivora,Viverridae,Genetta,angolensis,3.22,1650,65,Genetta_angolensis
AF,extant,Carnivora,Viverridae,Genetta,johnstoni,3.35,2225,65,Genetta_johnstoni
AF,extant,Carnivora,Viverridae,Genetta,thierryi,3.15,1400,65,Genetta_thierryi
AF,extant,Carnivora,Viverridae,Genetta,genetta,3.3,2000,"63, 70",Genetta_genetta
AF,extant,Carnivora,Viverridae,Genetta,servalina,3.02,1055,"63, 70",Genetta_servalina
AF,extant,Carnivora,Viverridae,Genetta,tigrina,3.35,2225,"63, 70",Genetta_tigrina
AF,extant,Carnivora,Viverridae,Genetta,victoriae,3.48,3000,"63, 70",Genetta_victoriae
AF,extant,Carnivora,Viverridae,Nandinia,binotata,3.3,2000,"63, 70",Nandinia_binotata
AF,extant,Carnivora,Viverridae,Osbornictis,piscivora,3.48,3000,65,Osbornictis_piscivora
AF,extant,Carnivora,Viverridae,Poiana,richardsonii,2.7,500,60,Poiana_richardsonii
AF,extant,Chiroptera,Emballonuridae,Coleura,afra,1.03,10.7,153,Coleura_afra
AF,extant,Chiroptera,Emballonuridae,Saccolaimus,peli,2,100,153,Saccolaimus_peli
AF,extant,Chiroptera,Emballonuridae,Taphozous,hamiltoni,-999,-999,-999,Taphozous_hamiltoni
AF,extant,Chiroptera,Emballonuridae,Taphozous,hildegardeae,1.47,29.6,153,Taphozous_hildegardeae
AF,extant,Chiroptera,Emballonuridae,Taphozous,mauritianus,1.44,27.3,153,Taphozous_mauritianus
AF,extant,Chiroptera,Emballonuridae,Taphozous,nudiventris,1.53,34.1,153,Taphozous_nudiventris
AF,extant,Chiroptera,Emballonuridae,Taphozous,perforatus,1.44,27.3,153,Taphozous_perforatus
AF,extant,Chiroptera,Megadermatidae,Cardioderma,cor,1.44,27.8,153,Cardioderma_cor
AF,extant,Chiroptera,Megadermatidae,Lavia,frons,1.38,23.9,153,Lavia_frons
AF,extant,Chiroptera,Molossidae,Chaerephon,aloysiisabaudiae,-999,-999,-999,Chaerephon_aloysiisabaudiae
AF,extant,Chiroptera,Molossidae,Chaerephon,ansorgei,-999,-999,-999,Chaerephon_ansorgei
AF,extant,Chiroptera,Molossidae,Chaerephon,bemmeleni,-999,-999,-999,Chaerephon_bemmeleni
AF,extant,Chiroptera,Molossidae,Chaerephon,chapini,-999,-999,-999,Chaerephon_chapini
AF,extant,Chiroptera,Molossidae,Chaerephon,gallagheri,-999,-999,-999,Chaerephon_gallagheri
AF,extant,Chiroptera,Molossidae,Chaerephon,bivittata,1.18,15,153,Chaerephon_bivittata
AF,extant,Chiroptera,Molossidae,Chaerephon,major,1.17,14.8,153,Chaerephon_major
AF,extant,Chiroptera,Molossidae,Chaerephon,nigeriae,1.3,19.8,153,Chaerephon_nigeriae
AF,extant,Chiroptera,Molossidae,Chaerephon,plicata,1.3,20,153,Chaerephon_plicata
AF,extant,Chiroptera,Molossidae,Chaerephon,pumila,1.05,11.3,153,Chaerephon_pumila
AF,extant,Chiroptera,Molossidae,Chaerephon,russata,1.22,16.5,153,Chaerephon_russata
AF,extant,Chiroptera,Molossidae,Mops,demonstrator,-999,-999,-999,Mops_demonstrator
AF,extant,Chiroptera,Molossidae,Mops,nanulus,-999,-999,-999,Mops_nanulus
AF,extant,Chiroptera,Molossidae,Mops,niangarae,-999,-999,-999,Mops_niangarae
AF,extant,Chiroptera,Molossidae,Mops,petersoni,-999,-999,-999,Mops_petersoni
AF,extant,Chiroptera,Molossidae,Mops,spurrelli,-999,-999,-999,Mops_spurrelli
AF,extant,Chiroptera,Molossidae,Mops,trevori,-999,-999,-999,Mops_trevori
AF,extant,Chiroptera,Molossidae,Mops,brachypterus,1.2,16,153,Mops_brachypterus
AF,extant,Chiroptera,Molossidae,Mops,condylurus,1.45,28.4,153,Mops_condylurus
AF,extant,Chiroptera,Molossidae,Mops,congicus,1.63,43,153,Mops_congicus
AF,extant,Chiroptera,Molossidae,Mops,midas,1.66,45.2,153,Mops_midas
AF,extant,Chiroptera,Molossidae,Mops,niveiventer,1.34,21.7,153,Mops_niveiventer
AF,extant,Chiroptera,Molossidae,Mops,thersites,1.34,22,153,Mops_thersites
AF,extant,Chiroptera,Molossidae,Mormopterus,acetabulosus,-999,-999,-999,Mormopterus_acetabulosus
AF,extant,Chiroptera,Molossidae,Mormopterus,setiger,-999,-999,-999,Mormopterus_setiger
AF,extant,Chiroptera,Molossidae,Mormopterus,petrophilus,1.14,13.9,153,Mormopterus_petrophilus
AF,extant,Chiroptera,Molossidae,Myopterus,daubentonii,-999,-999,-999,Myopterus_daubentonii
AF,extant,Chiroptera,Molossidae,Myopterus,whitleyi,1.06,11.5,153,Myopterus_whitleyi
AF,extant,Chiroptera,Molossidae,Otomops,martiensseni,1.54,34.3,153,Otomops_martiensseni
AF,extant,Chiroptera,Molossidae,Promops,nasutus,1.18,15.2,153,Promops_nasutus
AF,extant,Chiroptera,Molossidae,Tadarida,lobata,-999,-999,-999,Tadarida_lobata
AF,extant,Chiroptera,Molossidae,Tadarida,ventralis,-999,-999,-999,Tadarida_ventralis
AF,extant,Chiroptera,Molossidae,Tadarida,aegyptiaca,1.22,16.8,153,Tadarida_aegyptiaca
AF,extant,Chiroptera,Molossidae,Tadarida,fulminans,1.55,35.3,153,Tadarida_fulminans
AF,extant,Chiroptera,Nycteridae,Nycteris,intermedia,-999,-999,-999,Nycteris_intermedia
AF,extant,Chiroptera,Nycteridae,Nycteris,major,-999,-999,-999,Nycteris_major
AF,extant,Chiroptera,Nycteridae,Nycteris,arge,1.08,12,153,Nycteris_arge
AF,extant,Chiroptera,Nycteridae,Nycteris,gambiensis,0.84,7,153,Nycteris_gambiensis
AF,extant,Chiroptera,Nycteridae,Nycteris,grandis,1.48,30.2,153,Nycteris_grandis
AF,extant,Chiroptera,Nycteridae,Nycteris,hispida,0.94,8.6,153,Nycteris_hispida
AF,extant,Chiroptera,Nycteridae,Nycteris,macrotis,1.16,14.5,153,Nycteris_macrotis
AF,extant,Chiroptera,Nycteridae,Nycteris,nana,0.84,7,153,Nycteris_nana
AF,extant,Chiroptera,Nycteridae,Nycteris,thebaica,0.99,9.8,153,Nycteris_thebaica
AF,extant,Chiroptera,Nycteridae,Nycteris,woodi,0.88,7.6,153,Nycteris_woodi
AF,extant,Chiroptera,Phyllostomidae,Anoura,latidens,1.17,14.7,153,Anoura_latidens
AF,extant,Chiroptera,Phyllostomidae,Choeroniscus,periosus,-999,-999,-999,Choeroniscus_periosus
AF,extant,Chiroptera,Phyllostomidae,Choeroniscus,minor,0.94,8.7,153,Choeroniscus_minor
AF,extant,Chiroptera,Pteropodidae,Casinycteris,argynnis,1.47,29.9,153,Casinycteris_argynnis
AF,extant,Chiroptera,Pteropodidae,Eidolon,helvum,2.4,253.3,153,Eidolon_helvum
AF,extant,Chiroptera,Pteropodidae,Epomophorus,angolensis,-999,-999,-999,Epomophorus_angolensis
AF,extant,Chiroptera,Pteropodidae,Epomophorus,minimus,-999,-999,-999,Epomophorus_minimus
AF,extant,Chiroptera,Pteropodidae,Epomophorus,gambianus,2.11,128.9,153,Epomophorus_gambianus
AF,extant,Chiroptera,Pteropodidae,Epomophorus,grandis,1.69,48.6,153,Epomophorus_grandis
AF,extant,Chiroptera,Pteropodidae,Epomophorus,labiatus,1.8,63,153,Epomophorus_labiatus
AF,extant,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,1.96,91.6,153,Epomophorus_wahlbergi
AF,extant,Chiroptera,Pteropodidae,Epomops,buettikoferi,2.13,133.8,153,Epomops_buettikoferi
AF,extant,Chiroptera,Pteropodidae,Epomops,dobsoni,2.08,120,153,Epomops_dobsoni
AF,extant,Chiroptera,Pteropodidae,Epomops,franqueti,2.08,118.9,153,Epomops_franqueti
AF,extant,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,2.53,335.1,153,Hypsignathus_monstrosus
AF,extant,Chiroptera,Pteropodidae,Megaloglossus,woermanni,1.19,15.7,153,Megaloglossus_woermanni
AF,extant,Chiroptera,Pteropodidae,Micropteropus,intermedius,-999,-999,-999,Micropteropus_intermedius
AF,extant,Chiroptera,Pteropodidae,Micropteropus,pusillus,1.42,26.6,153,Micropteropus_pusillus
AF,extant,Chiroptera,Pteropodidae,Myonycteris,relicta,1.72,52,153,Myonycteris_relicta
AF,extant,Chiroptera,Pteropodidae,Myonycteris,torquata,1.63,42.2,153,Myonycteris_torquata
AF,extant,Chiroptera,Pteropodidae,Nanonycteris,veldkampi,1.33,21.4,153,Nanonycteris_veldkampi
AF,extant,Chiroptera,Pteropodidae,Plerotes,anchietai,-999,-999,-999,Plerotes_anchietai
AF,extant,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,2.12,132.2,153,Rousettus_aegyptiacus
AF,extant,Chiroptera,Pteropodidae,Rousettus,angolensis,1.87,74.6,153,Rousettus_angolensis
AF,extant,Chiroptera,Pteropodidae,Rousettus,lanosus,2.01,103,153,Rousettus_lanosus
AF,extant,Chiroptera,Pteropodidae,Scotonycteris,ophiodon,1.83,67.5,153,Scotonycteris_ophiodon
AF,extant,Chiroptera,Pteropodidae,Scotonycteris,zenkeri,1.32,20.8,153,Scotonycteris_zenkeri
AF,extant,Chiroptera,Rhinolophidae,Asellia,patrizii,-999,-999,-999,Asellia_patrizii
AF,extant,Chiroptera,Rhinolophidae,Asellia,tridens,1.08,11.9,153,Asellia_tridens
AF,extant,Chiroptera,Rhinolophidae,Cloeotis,percivali,0.61,4.1,153,Cloeotis_percivali
AF,extant,Chiroptera,Rhinolophidae,Hipposideros,abae,-999,-999,-999,Hipposideros_abae
AF,extant,Chiroptera,Rhinolophidae,Hipposideros,camerunensis,-999,-999,-999,Hipposideros_camerunensis
AF,extant,Chiroptera,Rhinolophidae,Hipposideros,curtus,-999,-999,-999,Hipposideros_curtus
AF,extant,Chiroptera,Rhinolophidae,Hipposideros,fuliginosus,-999,-999,-999,Hipposideros_fuliginosus
