Continent,Status,Order,Family,Genus,Species,Log Mass,Combined Mass,Reference,taxa
AF,extant,Rodentia,Muridae,Lophuromys,melanonyx,1.01,10.2,60,Lophuromys_melanonyx
AF,extant,Rodentia,Muridae,Lophuromys,sikapusi,1.9,79.6,135,Lophuromys_sikapusi
AF,extant,Rodentia,Muridae,Lophuromys,woosnami,1.62,42.2,135,Lophuromys_woosnami
AF,extant,Rodentia,Muridae,Lophuromys,flavopunctatus,1.78,60,"63, 70",Lophuromys_flavopunctatus
AF,extant,Rodentia,Muridae,Malacomys,cansdalei,-999,-999,-999,Malacomys_cansdalei
AF,extant,Rodentia,Muridae,Malacomys,lukolelae,-999,-999,-999,Malacomys_lukolelae
AF,extant,Rodentia,Muridae,Malacomys,verschureni,-999,-999,-999,Malacomys_verschureni
AF,extant,Rodentia,Muridae,Malacomys,edwardsi,1.84,69.9,60,Malacomys_edwardsi
AF,extant,Rodentia,Muridae,Malacomys,longipes,1.98,95.6,135,Malacomys_longipes
AF,extant,Rodentia,Muridae,Malacothrix,typica,1.13,13.4,60,Malacothrix_typica
AF,extant,Rodentia,Muridae,Mastomys,angolensis,-999,-999,-999,Mastomys_angolensis
AF,extant,Rodentia,Muridae,Mastomys,hildebrandtii,1.79,62.1,-999,Mastomys_hildebrandtii
AF,extant,Rodentia,Muridae,Mastomys,pernanus,-999,-999,-999,Mastomys_pernanus
AF,extant,Rodentia,Muridae,Mastomys,verheyeni,-999,-999,-999,Mastomys_verheyeni
AF,extant,Rodentia,Muridae,Mastomys,erythroleucus,1.75,56.2,60,Mastomys_erythroleucus
AF,extant,Rodentia,Muridae,Mastomys,shortridgei,1.67,46.5,60,Mastomys_shortridgei
AF,extant,Rodentia,Muridae,Mastomys,coucha,1.64,43.5,113,Mastomys_coucha
AF,extant,Rodentia,Muridae,Mastomys,natalensis,1.78,60.3,"129, 130",Mastomys_natalensis
AF,extant,Rodentia,Muridae,Megadendromus,nikolausi,1.72,52,60,Megadendromus_nikolausi
AF,extant,Rodentia,Muridae,Meriones,shawi,1.96,90.6,128,Meriones_shawi
AF,extant,Rodentia,Muridae,Meriones,crassus,1.84,69.9,"117, 128",Meriones_crassus
AF,extant,Rodentia,Muridae,Meriones,libycus,1.96,91.3,"60, 117, 128",Meriones_libycus
AF,extant,Rodentia,Muridae,Microdillus,peeli,-999,-999,-999,Microdillus_peeli
AF,extant,Rodentia,Muridae,Muriculus,imberbis,1.27,18.5,70,Muriculus_imberbis
AF,extant,Rodentia,Muridae,Mus,baoulei,-999,-999,-999,Mus_baoulei
AF,extant,Rodentia,Muridae,Mus,callewaerti,-999,-999,-999,Mus_callewaerti
AF,extant,Rodentia,Muridae,Mus,goundae,-999,-999,-999,Mus_goundae
AF,extant,Rodentia,Muridae,Mus,haussa,-999,-999,-999,Mus_haussa
AF,extant,Rodentia,Muridae,Mus,kasaicus,-999,-999,-999,Mus_kasaicus
AF,extant,Rodentia,Muridae,Mus,mattheyi,-999,-999,-999,Mus_mattheyi
AF,extant,Rodentia,Muridae,Mus,neavei,-999,-999,-999,Mus_neavei
AF,extant,Rodentia,Muridae,Mus,orangiae,-999,-999,-999,Mus_orangiae
AF,extant,Rodentia,Muridae,Mus,oubanguii,-999,-999,-999,Mus_oubanguii
AF,extant,Rodentia,Muridae,Mus,sorella,-999,-999,-999,Mus_sorella
AF,extant,Rodentia,Muridae,Mus,tenellus,-999,-999,-999,Mus_tenellus
AF,extant,Rodentia,Muridae,Mus,indutus,0.79,6.2,60,Mus_indutus
AF,extant,Rodentia,Muridae,Mus,mahomet,1,10,60,Mus_mahomet
AF,extant,Rodentia,Muridae,Mus,setulosus,0.97,9.4,60,Mus_setulosus
AF,extant,Rodentia,Muridae,Mus,setzeri,0.82,6.6,60,Mus_setzeri
AF,extant,Rodentia,Muridae,Mus,musculoides,0.78,6,68,Mus_musculoides
AF,extant,Rodentia,Muridae,Mus,spretus,1.11,12.8,68,Mus_spretus
AF,extant,Rodentia,Muridae,Mus,bufo,0.96,9.2,135,Mus_bufo
AF,extant,Rodentia,Muridae,Mus,triton,1.13,13.6,135,Mus_triton
AF,extant,Rodentia,Muridae,Mus,minutoides,0.79,6.2,"125, 129",Mus_minutoides
AF,extant,Rodentia,Muridae,Mus,musculus,1.33,21.5,"63, 70",Mus_musculus
AF,extant,Rodentia,Muridae,Mylomys,dybowskii,2.06,114.4,135,Mylomys_dybowskii
AF,extant,Rodentia,Muridae,Myomys,albipes,-999,-999,-999,Myomys_albipes
AF,extant,Rodentia,Muridae,Myomys,ruppi,1.69,49,-999,Myomys_ruppi
AF,extant,Rodentia,Muridae,Myomys,daltoni,1.6,40,75,Myomys_daltoni
AF,extant,Rodentia,Muridae,Myomys,verreauxii,1.61,41,129,Myomys_verreauxii
AF,extant,Rodentia,Muridae,Myomys,derooi,1.51,32,130,Myomys_derooi
AF,extant,Rodentia,Muridae,Myomys,fumatus,1.48,30,135,Myomys_fumatus
AF,extant,Rodentia,Muridae,Mystromys,albicaudatus,1.94,86.9,129,Mystromys_albicaudatus
AF,extant,Rodentia,Muridae,Nannospalax,ehrenbergi,2.25,176,60,Nannospalax_ehrenbergi
AF,extant,Rodentia,Muridae,Nesokia,indica,2.25,178.5,64,Nesokia_indica
AF,extant,Rodentia,Muridae,Oenomys,ornatus,1.93,85.5,70,Oenomys_ornatus
AF,extant,Rodentia,Muridae,Oenomys,hypoxanthus,1.95,90,"63, 70",Oenomys_hypoxanthus
AF,extant,Rodentia,Muridae,Otomys,anchietae,-999,-999,-999,Otomys_anchietae
AF,extant,Rodentia,Muridae,Otomys,occidentalis,-999,-999,-999,Otomys_occidentalis
AF,extant,Rodentia,Muridae,Otomys,tropicalis,-999,-999,-999,Otomys_tropicalis
AF,extant,Rodentia,Muridae,Otomys,typus,-999,-999,-999,Otomys_typus
AF,extant,Rodentia,Muridae,Otomys,angoniensis,2.28,191.5,60,Otomys_angoniensis
AF,extant,Rodentia,Muridae,Otomys,laminatus,2.18,150,60,Otomys_laminatus
AF,extant,Rodentia,Muridae,Otomys,maximus,2.28,192,60,Otomys_maximus
AF,extant,Rodentia,Muridae,Otomys,saundersiae,2.01,103,60,Otomys_saundersiae
AF,extant,Rodentia,Muridae,Otomys,unisulcatus,2.1,124.5,60,Otomys_unisulcatus
AF,extant,Rodentia,Muridae,Otomys,denti,2.08,120,135,Otomys_denti
AF,extant,Rodentia,Muridae,Otomys,irroratus,2.01,101.8,"113, 129",Otomys_irroratus
AF,extant,Rodentia,Muridae,Otomys,sloggetti,2.03,106.3,"113, 129",Otomys_sloggetti
AF,extant,Rodentia,Muridae,Pachyuromys,duprasi,1.68,47.5,70,Pachyuromys_duprasi
AF,extant,Rodentia,Muridae,Parotomys,brantsii,2.11,129.5,60,Parotomys_brantsii
AF,extant,Rodentia,Muridae,Parotomys,littledalei,2.1,127,60,Parotomys_littledalei
AF,extant,Rodentia,Muridae,Pelomys,campanae,-999,-999,-999,Pelomys_campanae
AF,extant,Rodentia,Muridae,Pelomys,hopkinsi,-999,-999,-999,Pelomys_hopkinsi
AF,extant,Rodentia,Muridae,Pelomys,fallax,2.11,130,"63, 70",Pelomys_fallax
AF,extant,Rodentia,Muridae,Pelomys,isseli,1.78,60,"63, 70",Pelomys_isseli
AF,extant,Rodentia,Muridae,Pelomys,minor,1.7,50,"63, 70",Pelomys_minor
AF,extant,Rodentia,Muridae,Petromyscus,barbouri,-999,-999,-999,Petromyscus_barbouri
AF,extant,Rodentia,Muridae,Petromyscus,shortridgei,-999,-999,-999,Petromyscus_shortridgei
AF,extant,Rodentia,Muridae,Petromyscus,collinus,1.3,20,56,Petromyscus_collinus
AF,extant,Rodentia,Muridae,Petromyscus,monticularis,1.32,20.7,"56, 129",Petromyscus_monticularis
AF,extant,Rodentia,Muridae,Praomys,hartwigi,-999,-999,-999,Praomys_hartwigi
AF,extant,Rodentia,Muridae,Praomys,minor,-999,-999,-999,Praomys_minor
AF,extant,Rodentia,Muridae,Praomys,misonnei,-999,-999,-999,Praomys_misonnei
AF,extant,Rodentia,Muridae,Praomys,mutoni,-999,-999,-999,Praomys_mutoni
AF,extant,Rodentia,Muridae,Praomys,rostratus,-999,-999,-999,Praomys_rostratus
AF,extant,Rodentia,Muridae,Praomys,tullbergi,1.53,33.7,60,Praomys_tullbergi
AF,extant,Rodentia,Muridae,Praomys,morio,1.48,30,75,Praomys_morio
AF,extant,Rodentia,Muridae,Praomys,delectorum,1.56,36,125,Praomys_delectorum
AF,extant,Rodentia,Muridae,Praomys,jacksoni,1.6,40,"63, 70, 135",Praomys_jacksoni
AF,extant,Rodentia,Muridae,Prionomys,batesi,1.1,12.5,70,Prionomys_batesi
AF,extant,Rodentia,Muridae,Psammomys,vexillaris,-999,-999,-999,Psammomys_vexillaris
AF,extant,Rodentia,Muridae,Psammomys,obesus,2.17,149.6,"75, 128",Psammomys_obesus
AF,extant,Rodentia,Muridae,Rhabdomys,pumilio,1.61,40.7,"113, 129",Rhabdomys_pumilio
AF,extant,Rodentia,Muridae,Saccostomus,mearnsi,1.66,45.5,60,Saccostomus_mearnsi
AF,extant,Rodentia,Muridae,Saccostomus,campestris,1.71,51.2,"129, 135",Saccostomus_campestris
AF,extant,Rodentia,Muridae,Sekeetamys,calurus,1.74,55.2,64,Sekeetamys_calurus
AF,extant,Rodentia,Muridae,Steatomys,caurinus,-999,-999,-999,Steatomys_caurinus
AF,extant,Rodentia,Muridae,Steatomys,cuppedius,-999,-999,-999,Steatomys_cuppedius
AF,extant,Rodentia,Muridae,Steatomys,jacksoni,-999,-999,-999,Steatomys_jacksoni
AF,extant,Rodentia,Muridae,Steatomys,pratensis,1.4,25,60,Steatomys_pratensis
AF,extant,Rodentia,Muridae,Steatomys,parvus,0.7,5,135,Steatomys_parvus
AF,extant,Rodentia,Muridae,Steatomys,krebsii,1.32,20.7,"113, 129",Steatomys_krebsii
AF,extant,Rodentia,Muridae,Stenocephalemys,albocaudata,2.16,144,60,Stenocephalemys_albocaudata
AF,extant,Rodentia,Muridae,Stenocephalemys,griseicauda,1.93,85.7,60,Stenocephalemys_griseicauda
AF,extant,Rodentia,Muridae,Stochomys,longicaudatus,1.85,71,"130, 135",Stochomys_longicaudatus
AF,extant,Rodentia,Muridae,Tachyoryctes,ankoliae,-999,-999,-999,Tachyoryctes_ankoliae
AF,extant,Rodentia,Muridae,Tachyoryctes,annectens,-999,-999,-999,Tachyoryctes_annectens
AF,extant,Rodentia,Muridae,Tachyoryctes,audax,-999,-999,-999,Tachyoryctes_audax
AF,extant,Rodentia,Muridae,Tachyoryctes,daemon,-999,-999,-999,Tachyoryctes_daemon
AF,extant,Rodentia,Muridae,Tachyoryctes,naivashae,-999,-999,-999,Tachyoryctes_naivashae
AF,extant,Rodentia,Muridae,Tachyoryctes,rex,-999,-999,-999,Tachyoryctes_rex
AF,extant,Rodentia,Muridae,Tachyoryctes,ruandae,-999,-999,-999,Tachyoryctes_ruandae
AF,extant,Rodentia,Muridae,Tachyoryctes,ruddi,-999,-999,-999,Tachyoryctes_ruddi
AF,extant,Rodentia,Muridae,Tachyoryctes,spalacinus,-999,-999,-999,Tachyoryctes_spalacinus
AF,extant,Rodentia,Muridae,Tachyoryctes,macrocephalus,2.78,597,60,Tachyoryctes_macrocephalus
AF,extant,Rodentia,Muridae,Tachyoryctes,splendens,2.33,212.3,"63, 70",Tachyoryctes_splendens
AF,extant,Rodentia,Muridae,Tatera,boehmi,-999,-999,-999,Tatera_boehmi
AF,extant,Rodentia,Muridae,Tatera,kempi,2,101,-999,Tatera_kempi
AF,extant,Rodentia,Muridae,Tatera,phillipsi,-999,-999,-999,Tatera_phillipsi
AF,extant,Rodentia,Muridae,Tatera,afra,1.99,97,60,Tatera_afra
AF,extant,Rodentia,Muridae,Tatera,brantsii,1.9,79.8,60,Tatera_brantsii
AF,extant,Rodentia,Muridae,Tatera,guineae,2.01,102.5,60,Tatera_guineae
AF,extant,Rodentia,Muridae,Tatera,inclusa,2.07,118.5,60,Tatera_inclusa
AF,extant,Rodentia,Muridae,Tatera,nigricauda,2.09,123,60,Tatera_nigricauda
AF,extant,Rodentia,Muridae,Tatera,robusta,1.98,96,60,Tatera_robusta
AF,extant,Rodentia,Muridae,Tatera,valida,2.08,121,60,Tatera_valida
AF,extant,Rodentia,Muridae,Tatera,leucogaster,1.84,69.9,129,Tatera_leucogaster
AF,extant,Rodentia,Muridae,Taterillus,congicus,-999,-999,-999,Taterillus_congicus
AF,extant,Rodentia,Muridae,Taterillus,harringtoni,-999,-999,-999,Taterillus_harringtoni
AF,extant,Rodentia,Muridae,Taterillus,lacustris,-999,-999,-999,Taterillus_lacustris
AF,extant,Rodentia,Muridae,Taterillus,petteri,-999,-999,-999,Taterillus_petteri
AF,extant,Rodentia,Muridae,Taterillus,arenarius,1.67,47,56,Taterillus_arenarius
AF,extant,Rodentia,Muridae,Taterillus,gracilis,1.69,49,60,Taterillus_gracilis
AF,extant,Rodentia,Muridae,Taterillus,pygargus,1.78,60.2,60,Taterillus_pygargus
AF,extant,Rodentia,Muridae,Taterillus,emini,1.72,52,135,Taterillus_emini
AF,extant,Rodentia,Muridae,Thallomys,loringi,-999,-999,-999,Thallomys_loringi
AF,extant,Rodentia,Muridae,Thallomys,nigricauda,2.1,124.7,-999,Thallomys_nigricauda
AF,extant,Rodentia,Muridae,Thallomys,shortridgei,-999,-999,-999,Thallomys_shortridgei
AF,extant,Rodentia,Muridae,Thallomys,paedulcus,1.91,80.5,60,Thallomys_paedulcus
AF,extant,Rodentia,Muridae,Thamnomys,kempi,1.88,75,70,Thamnomys_kempi
AF,extant,Rodentia,Muridae,Thamnomys,venustus,1.79,61.9,135,Thamnomys_venustus
AF,extant,Rodentia,Muridae,Uranomys,ruddi,1.7,49.7,135,Uranomys_ruddi
AF,extant,Rodentia,Muridae,Zelotomys,woosnami,1.73,54.1,60,Zelotomys_woosnami
AF,extant,Rodentia,Muridae,Zelotomys,hildegardeae,1.78,60,"63, 70, 135",Zelotomys_hildegardeae
AF,extant,Rodentia,Myoxidae,Eliomys,melanurus,2.09,122.5,70,Eliomys_melanurus
AF,extant,Rodentia,Myoxidae,Graphiurus,christyi,-999,-999,-999,Graphiurus_christyi
AF,extant,Rodentia,Myoxidae,Graphiurus,crassicaudatus,-999,-999,-999,Graphiurus_crassicaudatus
AF,extant,Rodentia,Myoxidae,Graphiurus,kelleni,-999,-999,-999,Graphiurus_kelleni
AF,extant,Rodentia,Myoxidae,Graphiurus,lorraineus,-999,-999,-999,Graphiurus_lorraineus
AF,extant,Rodentia,Myoxidae,Graphiurus,microtis,-999,-999,-999,Graphiurus_microtis
AF,extant,Rodentia,Myoxidae,Graphiurus,monardi,-999,-999,-999,Graphiurus_monardi
AF,extant,Rodentia,Myoxidae,Graphiurus,olga,-999,-999,-999,Graphiurus_olga
AF,extant,Rodentia,Myoxidae,Graphiurus,rupicola,-999,-999,-999,Graphiurus_rupicola
AF,extant,Rodentia,Myoxidae,Graphiurus,surdus,-999,-999,-999,Graphiurus_surdus
AF,extant,Rodentia,Myoxidae,Graphiurus,ocularis,1.84,68.8,60,Graphiurus_ocularis
AF,extant,Rodentia,Myoxidae,Graphiurus,parvus,1.02,10.5,127,Graphiurus_parvus
AF,extant,Rodentia,Myoxidae,Graphiurus,platyops,1.66,46.1,129,Graphiurus_platyops
AF,extant,Rodentia,Myoxidae,Graphiurus,hueti,1.48,30,130,Graphiurus_hueti
AF,extant,Rodentia,Myoxidae,Graphiurus,murinus,1.3,20.2,"63, 70",Graphiurus_murinus
AF,extant,Rodentia,Pedetidae,Pedetes,capensis,3.5,3155,60,Pedetes_capensis
AF,extant,Rodentia,Petromuridae,Petromus,typicus,2.35,224,60,Petromus_typicus
AF,extant,Rodentia,Sciuridae,Atlantoxerus,getulus,2.4,251,60,Atlantoxerus_getulus
AF,extant,Rodentia,Sciuridae,Epixerus,ebii,2.77,592,60,Epixerus_ebii
AF,extant,Rodentia,Sciuridae,Epixerus,wilsoni,2.59,388,68,Epixerus_wilsoni
AF,extant,Rodentia,Sciuridae,Funisciurus,anerythrus,2.34,218,60,Funisciurus_anerythrus
AF,extant,Rodentia,Sciuridae,Funisciurus,congicus,2.05,112,60,Funisciurus_congicus
AF,extant,Rodentia,Sciuridae,Funisciurus,isabella,2.04,109,60,Funisciurus_isabella
AF,extant,Rodentia,Sciuridae,Funisciurus,lemniscatus,2.15,141,60,Funisciurus_lemniscatus
AF,extant,Rodentia,Sciuridae,Funisciurus,pyrropus,2.47,297,60,Funisciurus_pyrropus
AF,extant,Rodentia,Sciuridae,Funisciurus,substriatus,2.27,186,60,Funisciurus_substriatus
AF,extant,Rodentia,Sciuridae,Funisciurus,leucogenys,2.4,250,65,Funisciurus_leucogenys
AF,extant,Rodentia,Sciuridae,Funisciurus,bayonii,2.13,135,70,Funisciurus_bayonii
AF,extant,Rodentia,Sciuridae,Funisciurus,carruthersi,2.46,286,"63, 70",Funisciurus_carruthersi
AF,extant,Rodentia,Sciuridae,Heliosciurus,punctatus,2.24,174,60,Heliosciurus_punctatus
AF,extant,Rodentia,Sciuridae,Heliosciurus,rufobrachium,2.57,371.5,60,Heliosciurus_rufobrachium
AF,extant,Rodentia,Sciuridae,Heliosciurus,mutabilis,2.59,390,106,Heliosciurus_mutabilis
AF,extant,Rodentia,Sciuridae,Heliosciurus,gambianus,2.47,295,"63, 70",Heliosciurus_gambianus
AF,extant,Rodentia,Sciuridae,Heliosciurus,ruwenzorii,2.46,291,"63, 70",Heliosciurus_ruwenzorii
AF,extant,Rodentia,Sciuridae,Heliosciurus,undulatus,2.54,347.3,"70, 125",Heliosciurus_undulatus
AF,extant,Rodentia,Sciuridae,Myosciurus,pumilio,2.22,165,60,Myosciurus_pumilio
AF,extant,Rodentia,Sciuridae,Paraxerus,vincenti,-999,-999,-999,Paraxerus_vincenti
AF,extant,Rodentia,Sciuridae,Paraxerus,poensis,2.1,124.5,60,Paraxerus_poensis
AF,extant,Rodentia,Sciuridae,Paraxerus,alexandri,1.72,52,70,Paraxerus_alexandri
AF,extant,Rodentia,Sciuridae,Paraxerus,boehmi,1.85,70,70,Paraxerus_boehmi
AF,extant,Rodentia,Sciuridae,Paraxerus,cepapi,2.26,180,70,Paraxerus_cepapi
AF,extant,Rodentia,Sciuridae,Paraxerus,cooperi,2.4,250,70,Paraxerus_cooperi
AF,extant,Rodentia,Sciuridae,Paraxerus,flavovittis,2.2,160,70,Paraxerus_flavovittis
AF,extant,Rodentia,Sciuridae,Paraxerus,lucifer,2.85,700,70,Paraxerus_lucifer
AF,extant,Rodentia,Sciuridae,Paraxerus,vexillarius,2.83,675,70,Paraxerus_vexillarius
AF,extant,Rodentia,Sciuridae,Paraxerus,ochraceus,2.02,104.3,"70, 125",Paraxerus_ochraceus
AF,extant,Rodentia,Sciuridae,Paraxerus,palliatus,2.49,309.3,"70, 129",Paraxerus_palliatus
AF,extant,Rodentia,Sciuridae,Protoxerus,stangeri,2.79,621.5,60,Protoxerus_stangeri
AF,extant,Rodentia,Sciuridae,Protoxerus,aubinnii,2.54,350,70,Protoxerus_aubinnii
AF,extant,Rodentia,Sciuridae,Xerus,inauris,2.8,624.5,60,Xerus_inauris
AF,extant,Rodentia,Sciuridae,Xerus,princeps,2.98,950,65,Xerus_princeps
AF,extant,Rodentia,Sciuridae,Xerus,erythropus,2.86,722.5,"63, 70",Xerus_erythropus
AF,extant,Rodentia,Sciuridae,Xerus,rutilus,2.5,317.5,"63, 70",Xerus_rutilus
AF,extant,Rodentia,Thryonomyidae,Thryonomys,swinderianus,3.61,4060,60,Thryonomys_swinderianus
AF,extant,Rodentia,Thryonomyidae,Thryonomys,gregorianus,3.43,2707.1,"129, 135",Thryonomys_gregorianus
AF,extant,Sirenia,Trichechidae,Trichechus,senegalensis,5.66,454000,107,Trichechus_senegalensis
AF,extant,Tubulidentata,Orycteropodidae,Orycteropus,afer,4.72,52350.4,60,Orycteropus_afer
AUS,introduction,Artiodactyla,Bovidae,Bos,javanicus,5.68,475000,59,Bos_javanicus
AUS,introduction,Artiodactyla,Bovidae,Bubalus,bubalis,5.92,825000,59,Bubalus_bubalis
AUS,introduction,Artiodactyla,Bovidae,Capra,hircus,4.53,33500,59,Capra_hircus
AUS,introduction,Artiodactyla,Camelidae,Camelus,dromedarius,5.9,800000,59,Camelus_dromedarius
AUS,introduction,Artiodactyla,Cervidae,Axis,axis,4.84,69500,59,Axis_axis
AUS,introduction,Artiodactyla,Cervidae,Axis,porcinus,4.54,35000,59,Axis_porcinus
AUS,introduction,Artiodactyla,Cervidae,Cervus,elaphus,5.08,119500,59,Cervus_elaphus
AUS,introduction,Artiodactyla,Cervidae,Cervus,timorensis,4.8,63000,59,Cervus_timorensis
AUS,introduction,Artiodactyla,Cervidae,Cervus,unicolor,5.23,169000,59,Cervus_unicolor
AUS,introduction,Artiodactyla,Cervidae,Dama,dama,4.69,48500,59,Dama_dama
AUS,introduction,Artiodactyla,Suidae,Sus,scrofa,4.94,86250,59,Sus_scrofa
AUS,extant,Carnivora,Canidae,Canis,lupus,4.23,16800,59,Canis_lupus
AUS,extant,Carnivora,Canidae,Vulpes,vulpes,3.77,5950,59,Vulpes_vulpes
AUS,introduction,Carnivora,Felidae,Felis,silvestris,3.63,4250,59,Felis_silvestris
AUS,extant,Carnivora,Otariidae,Arctocephalus,forsteri,5.01,101250,59,Arctocephalus_forsteri
AUS,extant,Carnivora,Otariidae,Arctocephalus,gazella,4.99,97500,59,Arctocephalus_gazella
AUS,extant,Carnivora,Otariidae,Arctocephalus,pusillus,5.25,178500,59,Arctocephalus_pusillus
AUS,extant,Carnivora,Otariidae,Arctocephalus,tropicalis,4.92,84000,59,Arctocephalus_tropicalis
AUS,extant,Carnivora,Otariidae,Neophoca,cinerea,5.28,190000,59,Neophoca_cinerea
AUS,extant,Carnivora,Phocidae,Hydrurga,leptonyx,5.56,360000,59,Hydrurga_leptonyx
AUS,extant,Carnivora,Phocidae,Leptonychotes,weddellii,5.6,400000,59,Leptonychotes_weddellii
AUS,extant,Carnivora,Phocidae,Lobodon,carcinophagus,5.35,225000,59,Lobodon_carcinophagus
AUS,extant,Carnivora,Phocidae,Mirounga,leonina,6.2,1600000,59,Mirounga_leonina
AUS,extant,Carnivora,Phocidae,Ommatophoca,rossii,5.4,250000,59,Ommatophoca_rossii
AUS,extant,Chiroptera,Emballonuridae,Saccolaimus,mixtus,-999,-999,-999,Saccolaimus_mixtus
AUS,extant,Chiroptera,Emballonuridae,Saccolaimus,flaviventris,1.65,45,153,Saccolaimus_flaviventris
AUS,extant,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,1.64,43.7,153,Saccolaimus_saccolaimus
AUS,extant,Chiroptera,Emballonuridae,Taphozous,australis,1.36,22.9,153,Taphozous_australis
AUS,extant,Chiroptera,Emballonuridae,Taphozous,georgianus,1.44,27.7,153,Taphozous_georgianus
AUS,extant,Chiroptera,Emballonuridae,Taphozous,hilli,1.34,22,153,Taphozous_hilli
AUS,extant,Chiroptera,Emballonuridae,Taphozous,kapalgensis,1.41,26,153,Taphozous_kapalgensis
AUS,extant,Chiroptera,Megadermatidae,Macroderma,gigas,2.1,126.4,153,Macroderma_gigas
AUS,extant,Chiroptera,Molossidae,Chaerephon,jobensis,1.33,21.3,153,Chaerephon_jobensis
AUS,extant,Chiroptera,Molossidae,Mormopterus,beccarii,1.17,14.9,153,Mormopterus_beccarii
AUS,extant,Chiroptera,Molossidae,Mormopterus,norfolkensis,0.9,8,153,Mormopterus_norfolkensis
AUS,extant,Chiroptera,Molossidae,Mormopterus,planiceps,0.94,8.8,153,Mormopterus_planiceps
AUS,extant,Chiroptera,Molossidae,Tadarida,australis,1.5,31.8,153,Tadarida_australis
AUS,extant,Chiroptera,Pteropodidae,Dobsonia,moluccensis,2.58,381.4,153,Dobsonia_moluccensis
AUS,extant,Chiroptera,Pteropodidae,Macroglossus,minimus,1.2,15.9,153,Macroglossus_minimus
AUS,extant,Chiroptera,Pteropodidae,Melonycteris,melanops,1.69,49,153,Melonycteris_melanops
AUS,extant,Chiroptera,Pteropodidae,Nyctimene,albiventer,1.48,29.9,153,Nyctimene_albiventer
AUS,extant,Chiroptera,Pteropodidae,Nyctimene,robinsoni,1.69,49.5,153,Nyctimene_robinsoni
AUS,extant,Chiroptera,Pteropodidae,Pteropus,alecto,2.83,672.1,153,Pteropus_alecto
AUS,extant,Chiroptera,Pteropodidae,Pteropus,conspicillatus,2.89,775.7,153,Pteropus_conspicillatus
AUS,extant,Chiroptera,Pteropodidae,Pteropus,poliocephalus,2.88,749.9,153,Pteropus_poliocephalus
AUS,extant,Chiroptera,Pteropodidae,Pteropus,scapulatus,2.65,443.4,153,Pteropus_scapulatus
AUS,historical,Chiroptera,Pteropodidae,Pteropus,brunneus,2.3,200,153,Pteropus_brunneus
AUS,extant,Chiroptera,Pteropodidae,Syconycteris,australis,1.23,17.1,153,Syconycteris_australis
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,ater,0.77,5.8,153,Hipposideros_ater
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,cervinus,0.97,9.3,153,Hipposideros_cervinus
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,diadema,1.64,43.8,153,Hipposideros_diadema
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,semoni,1.15,14,153,Hipposideros_semoni
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,stenotis,1.08,12,153,Hipposideros_stenotis
AUS,extant,Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus,1,10.1,153,Rhinolophus_megaphyllus
AUS,extant,Chiroptera,Rhinolophidae,Rhinolophus,philippinensis,1.03,10.7,153,Rhinolophus_philippinensis
AUS,extant,Chiroptera,Rhinolophidae,Rhinonicteris,aurantia,0.94,8.8,153,Rhinonicteris_aurantia
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,picatus,-999,-999,-999,Chalinolobus_picatus
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,dwyeri,0.96,9,153,Chalinolobus_dwyeri
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,gouldii,1.16,14.5,153,Chalinolobus_gouldii
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,morio,0.94,8.8,153,Chalinolobus_morio
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,nigrogriseus,0.94,8.8,153,Chalinolobus_nigrogriseus
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,baverstocki,-999,-999,-999,Eptesicus_baverstocki
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,douglasorum,0.7,5,153,Eptesicus_douglasorum
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,pumilus,0.71,5.1,153,Eptesicus_pumilus
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,regulus,0.71,5.1,153,Eptesicus_regulus
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,sagittula,0.81,6.5,153,Eptesicus_sagittula
AUS,extant,Chiroptera,Vespertilionidae,Kerivoula,papuensis,0.79,6.2,153,Kerivoula_papuensis
AUS,extant,Chiroptera,Vespertilionidae,Miniopterus,australis,0.86,7.3,153,Miniopterus_australis
AUS,extant,Chiroptera,Vespertilionidae,Miniopterus,schreibersi,1.06,11.5,153,Miniopterus_schreibersi
AUS,extant,Chiroptera,Vespertilionidae,Murina,florium,0.63,4.3,153,Murina_florium
AUS,extant,Chiroptera,Vespertilionidae,Myotis,australis,-999,-999,-999,Myotis_australis
AUS,extant,Chiroptera,Vespertilionidae,Myotis,adversus,1.02,10.6,153,Myotis_adversus
AUS,extant,Chiroptera,Vespertilionidae,Nycticeius,balstoni,1.07,11.7,153,Nycticeius_balstoni
