sample_id,method,element,int_cts_s,int_err,value,unit,value_err
PBP04_pellet_A,pellet,Cs,0.0,,84.0,ppm,19.4
PBP04_pellet_A,pellet,Cu,0.187,0.017,54.0,ppm,1.5
PBP04_pellet_A,pellet,Fe,13.332,0.034,0.627,%,0.002
PBP04_pellet_A,pellet,Ga,0.348,0.018,161.0,ppm,1.9
PBP04_pellet_A,pellet,I,0.0,,56.0,ppm,12.0
PBP04_pellet_A,pellet,K,53.17,0.065,4.178,%,0.065
PBP04_pellet_A,pellet,Mg,0.151,0.036,0.319,%,0.074
PBP04_pellet_A,pellet,Mn,0.142,0.015,77.0,ppm,5.5
PBP04_pellet_A,pellet,Nb,0.024,,41.0,ppm,1.7
PBP04_pellet_A,pellet,Ni,0.534,0.017,11.0,ppm,1.3
PBP04_pellet_A,pellet,O,,,48.617,%,0.065
PBP04_pellet_A,pellet,P,0.211,0.008,0.065,%,0.002
PBP04_pellet_A,pellet,Pb,0.051,0.009,392.0,ppm,4.9
PBP04_pellet_A,pellet,Rb,0.0,,486.0,ppm,2.3
PBP04_pellet_A,pellet,S,0.474,0.01,0.063,%,0.001
PBP04_pellet_A,pellet,Si,52.765,0.1,24.849,%,0.047
PBP04_pellet_A,pellet,Sn,0.023,,29.0,ppm,4.9
PBP04_pellet_A,pellet,Sr,0.0,,259.0,ppm,1.8
PBP04_pellet_A,pellet,Te,0.0,,43.0,ppm,10.5
PBP04_pellet_A,pellet,Th,0.0,,30.0,ppm,3.1
PBP04_pellet_A,pellet,Ti,0.0,,211.0,ppm,28.3
PBP04_pellet_A,pellet,Y,0.0,,18.0,ppm,2.0
PBP04_pellet_A,pellet,Zn,0.083,0.016,28.0,ppm,1.1
PBP04_pellet_A,pellet,Zr,0.024,,52.0,ppm,2.0
PBP04_pellet_B,pellet,Al,23.979,0.092,16.746,%,0.056
PBP04_pellet_B,pellet,Ba,0.0,,177.0,ppm,21.5
PBP04_pellet_B,pellet,Bi,0.0,,20.0,ppm,2.0
PBP04_pellet_B,pellet,Cu,0.125,0.017,39.0,ppm,1.3
PBP04_pellet_B,pellet,Fe,10.641,0.031,0.45,%,0.002
PBP04_pellet_B,pellet,Ga,0.255,0.018,116.0,ppm,1.5
PBP04_pellet_B,pellet,K,43.067,0.059,3.164,%,0.058
PBP04_pellet_B,pellet,Mg,0.198,0.036,0.395,%,0.069
PBP04_pellet_B,pellet,Mn,0.133,0.014,61.0,ppm,4.8
PBP04_pellet_B,pellet,Mo,0.0,,6.0,ppm,1.6
PBP04_pellet_B,pellet,Nb,0.022,,27.0,ppm,1.5
PBP04_pellet_B,pellet,Ni,0.518,0.016,9.0,ppm,1.1
PBP04_pellet_B,pellet,O,,,49.64,%,0.06
PBP04_pellet_B,pellet,P,0.198,0.007,0.058,%,0.002
PBP04_pellet_B,pellet,Pb,0.044,0.008,38.0,ppm,3.2
PBP04_pellet_B,pellet,Rb,0.0,,328.0,ppm,1.9
PBP04_pellet_B,pellet,S,0.422,0.008,0.054,%,0.001
PBP04_pellet_B,pellet,Si,71.303,0.116,29.36,%,0.047
PBP04_pellet_B,pellet,Sn,0.0,,29.0,ppm,4.1
PBP04_pellet_B,pellet,Sr,0.0,,180.0,ppm,1.5
PBP04_pellet_B,pellet,Ti,0.0,,212.0,ppm,24.8
PBP04_pellet_B,pellet,Y,0.0,,13.0,ppm,1.7
PBP04_pellet_B,pellet,Zn,0.082,0.016,22.0,ppm,1.0
PBP04_pellet_B,pellet,Zr,0.0,,45.0,ppm,1.7
PBP04_pellet_C,pellet,Al,24.062,0.093,16.597,%,0.055
PBP04_pellet_C,pellet,As,0.0,,4.0,ppm,1.1
PBP04_pellet_C,pellet,Ba,0.0,,169.0,ppm,24.0
PBP04_pellet_C,pellet,Bi,0.0,,23.0,ppm,2.1
PBP04_pellet_C,pellet,Cs,0.0,,120.0,ppm,17.6
PBP04_pellet_C,pellet,Cu,0.158,0.017,41.0,ppm,1.4
PBP04_pellet_C,pellet,Fe,10.728,0.031,0.472,%,0.002
PBP04_pellet_C,pellet,Ga,0.252,0.018,121.0,ppm,1.6
PBP04_pellet_C,pellet,K,43.325,0.059,3.242,%,0.06
PBP04_pellet_C,pellet,Mg,0.139,0.036,0.274,%,0.069
PBP04_pellet_C,pellet,Mn,0.109,0.014,73.0,ppm,5.2
PBP04_pellet_C,pellet,Nb,0.022,,25.0,ppm,1.6
PBP04_pellet_C,pellet,Ni,0.55,0.017,12.0,ppm,1.3
PBP04_pellet_C,pellet,O,,,49.636,%,0.06
PBP04_pellet_C,pellet,P,0.186,0.007,0.054,%,0.002
PBP04_pellet_C,pellet,Pb,0.0,,29.0,ppm,3.4
PBP04_pellet_C,pellet,Rb,0.0,,352.0,ppm,2.0
PBP04_pellet_C,pellet,S,0.491,0.009,0.062,%,0.001
PBP04_pellet_C,pellet,Si,72.758,0.116,29.512,%,0.047
PBP04_pellet_C,pellet,Sn,0.0,,22.0,ppm,4.5
PBP04_pellet_C,pellet,Sr,0.0,,190.0,ppm,1.6
PBP04_pellet_C,pellet,Ti,0.0,,218.0,ppm,26.2
PBP04_pellet_C,pellet,Y,0.0,,14.0,ppm,1.8
PBP04_pellet_C,pellet,Zn,0.078,0.016,26.0,ppm,1.0
PBP04_pellet_C,pellet,Zr,0.0,,53.0,ppm,1.8
PBP04_powder_1,powder,Al,29.194,0.125,21.507,%,0.076
PBP04_powder_1,powder,Bi,0.0,0.0,18.0,ppm,2.1
PBP04_powder_1,powder,Cu,0.158,0.018,46.0,ppm,1.5
PBP04_powder_1,powder,Fe,13.135,0.04,0.555,%,0.002
PBP04_powder_1,powder,Ga,0.32,0.02,137.0,ppm,1.8
PBP04_powder_1,powder,K,49.951,0.076,3.857,%,0.063
PBP04_powder_1,powder,Mg,0.118,0.045,0.249,%,0.093
PBP04_powder_1,powder,Mn,0.13,0.016,64.0,ppm,5.0
PBP04_powder_1,powder,Nb,0.0,0.0,24.0,ppm,1.4
PBP04_powder_1,powder,Ni,0.433,0.018,8.0,ppm,1.2
PBP04_powder_1,powder,O,0.0,0.0,48.789,%,0.076
PBP04_powder_1,powder,P,0.232,0.009,0.072,%,0.003
PBP04_powder_1,powder,Rb,0.0,0.0,330.0,ppm,2.0
PBP04_powder_1,powder,S,0.488,0.011,0.066,%,0.002
PBP04_powder_1,powder,Si,51.977,0.122,24.779,%,0.057
PBP04_powder_1,powder,Sn,0.0,0.0,14.0,ppm,3.6
PBP04_powder_1,powder,Sr,0.0,0.0,176.0,ppm,1.5
PBP04_powder_1,powder,Ta,0.0,0.0,12.0,ppm,3.8
PBP04_powder_1,powder,Ti,0.0,0.0,358.0,ppm,25.3
PBP04_powder_1,powder,U,0.0,0.0,16.0,ppm,3.2
PBP04_powder_1,powder,Zn,0.109,0.019,25.0,ppm,1.0
PBP04_powder_1,powder,Zr,0.0,0.0,29.0,ppm,1.6
PBP04_powder_2,powder,Al,29.289,0.122,21.571,%,0.074
PBP04_powder_2,powder,Bi,0.0,0.0,17.0,ppm,1.9
PBP04_powder_2,powder,Cu,0.156,0.018,42.0,ppm,1.4
PBP04_powder_2,powder,Fe,12.695,0.039,0.519,%,0.002
PBP04_powder_2,powder,Ga,0.292,0.02,122.0,ppm,1.7
PBP04_powder_2,powder,K,48.536,0.074,3.848,%,0.058
PBP04_powder_2,powder,Mg,0.137,0.043,0.29,%,0.089
PBP04_powder_2,powder,Mn,0.115,0.016,62.0,ppm,4.7
PBP04_powder_2,powder,Nb,0.0,0.0,17.0,ppm,1.2
PBP04_powder_2,powder,Ni,0.425,0.018,6.0,ppm,1.0
PBP04_powder_2,powder,O,0.0,0.0,48.796,%,0.073
PBP04_powder_2,powder,P,0.204,0.009,0.064,%,0.003
PBP04_powder_2,powder,Pb,0.0,0.0,31.0,ppm,3.1
PBP04_powder_2,powder,Rb,0.0,0.0,265.0,ppm,1.8
PBP04_powder_2,powder,S,0.482,0.011,0.065,%,0.002
PBP04_powder_2,powder,Si,51.86,0.118,24.747,%,0.054
PBP04_powder_2,powder,Sr,0.0,0.0,139.0,ppm,1.3
PBP04_powder_2,powder,Th,0.0,0.0,13.0,ppm,2.4
PBP04_powder_2,powder,Ti,0.0,0.0,240.0,ppm,20.9
PBP04_powder_2,powder,Zn,0.065,0.018,24.0,ppm,0.9
PBP04_powder_2,powder,Zr,0.0,0.0,22.0,ppm,1.4
PBP04_powder_3,powder,Al,26.105,0.117,21.562,%,0.08
PBP04_powder_3,powder,Bi,0.0,0.0,18.0,ppm,1.9
PBP04_powder_3,powder,Cu,0.117,0.017,39.0,ppm,1.3
PBP04_powder_3,powder,Fe,11.5,0.037,0.484,%,0.002
PBP04_powder_3,powder,Ga,0.332,0.019,118.0,ppm,1.6
PBP04_powder_3,powder,K,43.15,0.071,3.636,%,0.058
PBP04_powder_3,powder,Mg,0.129,0.043,0.305,%,0.098
PBP04_powder_3,powder,Mn,0.08,0.015,53.0,ppm,4.6
PBP04_powder_3,powder,Nb,0.0,0.0,20.0,ppm,1.2
PBP04_powder_3,powder,Ni,0.397,0.017,6.0,ppm,1.0
PBP04_powder_3,powder,O,0.0,0.0,48.893,%,0.079
PBP04_powder_3,powder,P,0.175,0.008,0.061,%,0.003
PBP04_powder_3,powder,Pb,0.0,0.0,21.0,ppm,3.0
PBP04_powder_3,powder,Pd,0.0,0.0,7.0,ppm,1.6
PBP04_powder_3,powder,Rb,0.0,0.0,283.0,ppm,1.8
PBP04_powder_3,powder,S,0.31,0.01,468.0,ppm,15.0
PBP04_powder_3,powder,Si,46.512,0.113,24.908,%,0.059
PBP04_powder_3,powder,Sn,0.0,0.0,16.0,ppm,3.2
PBP04_powder_3,powder,Sr,0.0,0.0,157.0,ppm,1.3
PBP04_powder_3,powder,Ti,0.0,0.0,242.0,ppm,21.4
PBP04_powder_3,powder,Y,0.0,0.0,6.0,ppm,1.5
PBP04_powder_3,powder,Zn,0.089,0.017,19.0,ppm,0.9
PBP04_powder_3,powder,Zr,0.0,0.0,26.0,ppm,1.4
XPAH20,pellet,Ba,,,0.336,%,0.006
XPAH20,pellet,Ca,1419.256,0.428,36.68,%,0.114
XPAH20,pellet,Cr,0.205,0.019,372.0,ppm,17.9
XPAH20,pellet,Cu,0.388,0.021,27.0,ppm,2.1
XPAH20,pellet,Fe,8.741,0.036,0.838,%,0.004
XPAH20,pellet,La,,,285.0,ppm,60.1
XPAH20,pellet,Mg,0.469,0.11,1.309,%,0.287
XPAH20,pellet,Mn,0.345,0.016,366.0,ppm,13.2
XPAH20,pellet,Ni,2.409,0.062,150.0,ppm,3.8
XPAH20,pellet,O,,,39.191,%,0.118
XPAH20,pellet,P,1.178,0.02,0.308,%,0.005
XPAH20,pellet,Pb,0.291,0.03,0.429,%,0.002
XPAH20,pellet,Rb,,,16.0,ppm,2.2
XPAH20,pellet,S,4.449,0.037,0.534,%,0.005
XPAH20,pellet,Si,44.017,0.126,18.42,%,0.068
XPAH20,pellet,Sn,,,46.0,ppm,8.1
XPAH20,pellet,Sr,,,305.0,ppm,2.7
XPAH20,pellet,Ti,,,1.353,%,0.013
XPAH20,pellet,Zn,5.403,0.03,0.44,%,0.002
XPAH20,pellet,Zr,1.407,0.05,39.0,ppm,2.8
XPAH20,powder,Al,0.29,0.105,0.373,%,0.125
XPAH20,powder,Ba,,,0.44,%,0.016
XPAH20,powder,Ca,1725.84,0.727,52.883,%,0.324
XPAH20,powder,Cr,0.141,0.023,476.0,ppm,55.1
XPAH20,powder,Fe,8.557,0.053,1.204,%,0.014
XPAH20,powder,Mg,0.471,0.179,1.63,%,0.57
XPAH20,powder,Mn,0.414,0.024,0.064,%,0.005
XPAH20,powder,Mo,0.012,0.109,35.0,ppm,8.3
XPAH20,powder,Ni,3.783,0.107,235.0,ppm,13.7
XPAH20,powder,O,,,32.775,%,0.202
XPAH20,powder,Pb,,,0.671,%,0.007
XPAH20,powder,S,8.735,0.065,1.091,%,0.011
XPAH20,powder,Si,9.526,0.105,5.086,%,0.058
XPAH20,powder,Sr,,,448.0,ppm,8.9
XPAH20,powder,Ti,,,2.919,%,0.05
XPAH20,powder,Zn,6.64,0.048,0.736,%,0.006
XPAH20,powder,Zr,1.092,0.084,85.0,ppm,9.2
XPAH26,pellet,Al,0.967,0.04,0.87,%,0.041
XPAH26,pellet,As,,,5.0,ppm,1.4
XPAH26,pellet,Ba,0.022,,309.0,ppm,29.5
XPAH26,pellet,Bi,,,116.0,ppm,4.0
XPAH26,pellet,Br,,,275.0,ppm,7.2
XPAH26,pellet,Ca,351.654,0.176,6.199,%,0.158
XPAH26,pellet,Cl,39.274,0.066,2.562,%,0.065
XPAH26,pellet,Co,0.984,0.025,307.0,ppm,11.4
XPAH26,pellet,Cr,0.393,0.015,207.0,ppm,9.9
XPAH26,pellet,Cu,0.844,0.02,408.0,ppm,10.9
XPAH26,pellet,Fe,19.433,0.043,0.855,%,0.022
XPAH26,pellet,Ga,0.138,0.018,33.0,ppm,2.4
XPAH26,pellet,Ir,,,61.0,ppm,4.5
XPAH26,pellet,Mg,0.626,0.065,1.565,%,0.162
XPAH26,pellet,Mn,0.561,0.016,294.0,ppm,10.3
XPAH26,pellet,Mo,0.312,0.061,0.076,%,0.002
XPAH26,pellet,Na,1.858,0.291,16.566,%,2.094
XPAH26,pellet,Nb,0.285,0.021,9.0,ppm,1.8
XPAH26,pellet,Ni,0.892,0.022,45.0,ppm,2.3
XPAH26,pellet,O,,,41.6,%,1.047
XPAH26,pellet,Pb,,,117.0,ppm,5.1
XPAH26,pellet,Rb,,,21.0,ppm,1.8
XPAH26,pellet,S,7.784,0.032,0.821,%,0.021
XPAH26,pellet,Sb,0.018,,32.0,ppm,6.0
XPAH26,pellet,Si,70.523,0.127,25.394,%,0.64
XPAH26,pellet,Sn,,,92.0,ppm,6.0
XPAH26,pellet,Sr,,,156.0,ppm,4.3
XPAH26,pellet,Ti,,,0.311,%,0.009
XPAH26,pellet,Y,,,13.0,ppm,1.9
XPAH26,pellet,Zn,71.003,0.076,2.925,%,0.074
XPAH26,pellet,Zr,0.305,0.016,64.0,ppm,2.6
XPAH26,powder,Al,1.169,0.048,1.448,%,0.07
XPAH26,powder,Bi,,,158.0,ppm,7.0
XPAH26,powder,Br,,,379.0,ppm,11.0
XPAH26,powder,Ca,439.868,0.283,11.161,%,0.306
XPAH26,powder,Cl,40.35,0.096,3.455,%,0.094
XPAH26,powder,Co,0.876,0.039,476.0,ppm,24.1
XPAH26,powder,Cr,0.086,0.019,91.0,ppm,13.1
XPAH26,powder,Cu,1.116,0.029,0.075,%,0.002
XPAH26,powder,Fe,29.814,0.075,2.372,%,0.065
XPAH26,powder,K,20.868,0.07,1.746,%,0.069
XPAH26,powder,Mg,0.799,0.065,2.686,%,0.223
XPAH26,powder,Mn,0.711,0.022,0.058,%,0.002
XPAH26,powder,Mo,0.222,0.1,0.069,%,0.002
XPAH26,powder,Na,0.834,0.211,10.973,%,2.411
XPAH26,powder,Ni,0.894,0.033,82.0,ppm,4.7
XPAH26,powder,O,,,39.16,%,1.065
XPAH26,powder,Pb,,,105.0,ppm,8.3
XPAH26,powder,Rb,,,28.0,ppm,3.4
XPAH26,powder,S,11.03,0.057,1.489,%,0.041
XPAH26,powder,Sb,,,52.0,ppm,8.6
XPAH26,powder,Si,39.155,0.13,19.753,%,0.54
XPAH26,powder,Sn,,,88.0,ppm,8.5
XPAH26,powder,Sr,,,216.0,ppm,6.7
XPAH26,powder,Ti,,,0.652,%,0.02
XPAH26,powder,Y,,,13.0,ppm,3.3
XPAH26,powder,Zn,76.79,0.116,4.725,%,0.129
XPAH26,powder,Zr,0.229,0.021,87.0,ppm,4.3
XPAH28,pellet,Al,2.93,0.046,2.765,%,0.042
XPAH28,pellet,Ba,,,0.153,%,0.005
XPAH28,pellet,Br,,,203.0,ppm,2.3
XPAH28,pellet,Ca,233.922,0.14,5.043,%,0.027
XPAH28,pellet,Cr,,,91.0,ppm,10.3
XPAH28,pellet,Cs,,,112.0,ppm,38.4
XPAH28,pellet,Cu,3.29,0.023,0.211,%,0.001
XPAH28,pellet,Fe,31.92,0.051,1.833,%,0.005
XPAH28,pellet,K,28.276,0.052,2.372,%,0.052
XPAH28,pellet,Mg,5.652,0.093,11.796,%,0.169
XPAH28,pellet,Mn,0.991,0.017,0.062,%,0.001
XPAH28,pellet,Nb,0.224,0.014,18.0,ppm,2.6
XPAH28,pellet,Ni,0.651,0.018,29.0,ppm,2.1
XPAH28,pellet,O,,,45.354,%,0.095
XPAH28,pellet,Pb,1.248,0.022,2.323,%,0.006
XPAH28,pellet,Rb,,,89.0,ppm,2.5
XPAH28,pellet,S,1.948,0.027,0.232,%,0.003
XPAH28,pellet,Sb,,,61.0,ppm,9.3
XPAH28,pellet,Si,68.52,0.121,27.079,%,0.065
XPAH28,pellet,Sn,0.022,,114.0,ppm,8.6
XPAH28,pellet,Sr,,,264.0,ppm,2.5
XPAH28,pellet,Ti,,,0.395,%,0.006
XPAH28,pellet,V,6.084,0.03,102.0,ppm,27.3
XPAH28,pellet,Zn,4.996,0.025,0.256,%,0.001
XPAH28,pellet,Zr,0.23,0.013,182.0,ppm,3.1
XPAH28,powder,Al,2.343,0.053,2.944,%,0.063
XPAH28,powder,Ba,,,0.178,%,0.007
XPAH28,powder,Br,,,319.0,ppm,4.6
XPAH28,powder,Ca,356.492,0.246,9.615,%,0.055
XPAH28,powder,Cr,0.12,0.02,110.0,ppm,18.3
XPAH28,powder,Cu,3.721,0.035,0.422,%,0.002
XPAH28,powder,Fe,34.774,0.077,2.829,%,0.011
XPAH28,powder,In,,,87.0,ppm,12.6
XPAH28,powder,K,22.407,0.069,2.346,%,0.068
XPAH28,powder,Mg,5.415,0.099,14.488,%,0.221
XPAH28,powder,Mn,1.069,0.023,0.108,%,0.002
XPAH28,powder,Nb,,,24.0,ppm,4.4
XPAH28,powder,Ni,0.675,0.028,47.0,ppm,3.9
XPAH28,powder,O,,,42.249,%,0.122
XPAH28,powder,Os,1.292,0.039,138.0,ppm,24.0
XPAH28,powder,Pb,0.638,0.032,2.943,%,0.01
XPAH28,powder,Pd,,,36.0,ppm,6.0
XPAH28,powder,Rb,,,116.0,ppm,4.7
XPAH28,powder,S,2.211,0.035,0.311,%,0.005
XPAH28,powder,Sb,,,82.0,ppm,14.0
XPAH28,powder,Si,38.483,0.124,20.263,%,0.077
XPAH28,powder,Sn,,,125.0,ppm,13.0
XPAH28,powder,Sr,,,364.0,ppm,4.7
XPAH28,powder,Ti,,,0.65,%,0.012
XPAH28,powder,Zn,6.951,0.039,0.484,%,0.002
XPAH28,powder,Zr,,,207.0,ppm,5.6
XPAH29,pellet,Al,5.845,0.058,5.14,%,0.047
XPAH29,pellet,As,,,10.0,ppm,1.9
XPAH29,pellet,Ba,,,0.052,%,0.004
XPAH29,pellet,Ca,106.11,0.098,2.454,%,0.02
XPAH29,pellet,Cr,,,75.0,ppm,11.1
XPAH29,pellet,Cu,0.146,0.016,62.0,ppm,2.0
XPAH29,pellet,Fe,86.666,0.082,5.458,%,0.01
XPAH29,pellet,Ga,0.056,0.016,36.0,ppm,1.6
XPAH29,pellet,K,61.744,0.075,5.253,%,0.064
XPAH29,pellet,Mg,0.334,0.045,0.832,%,0.109
XPAH29,pellet,Mn,1.567,0.018,0.111,%,0.001
XPAH29,pellet,Nb,,,23.0,ppm,2.4
XPAH29,pellet,Ni,0.536,0.016,46.0,ppm,2.5
XPAH29,pellet,O,,,47.284,%,0.071
XPAH29,pellet,P,0.221,0.011,0.068,%,0.003
XPAH29,pellet,Pb,0.062,0.01,152.0,ppm,5.6
XPAH29,pellet,Rb,,,180.0,ppm,2.4
XPAH29,pellet,S,0.584,0.012,0.079,%,0.002
XPAH29,pellet,Si,83.017,0.134,32.531,%,0.057
XPAH29,pellet,Sn,,,42.0,ppm,7.0
XPAH29,pellet,Sr,,,369.0,ppm,2.5
XPAH29,pellet,Te,,,95.0,ppm,15.0
XPAH29,pellet,Ti,,,0.557,%,0.006
XPAH29,pellet,V,6.331,0.031,149.0,ppm,28.2
XPAH29,pellet,Y,0.019,,56.0,ppm,2.6
XPAH29,pellet,Zn,0.367,0.016,236.0,ppm,2.8
XPAH29,pellet,Zr,,,279.0,ppm,3.0
XPAH29,powder,Al,7.357,0.091,9.036,%,0.104
XPAH29,powder,As,,,39.0,ppm,6.2
XPAH29,powder,Ca,150.105,0.169,4.54,%,0.066
XPAH29,powder,Cu,0.156,0.02,114.0,ppm,7.9
XPAH29,powder,Fe,121.006,0.14,10.405,%,0.043
XPAH29,powder,Ga,0.088,0.021,64.0,ppm,5.3
XPAH29,powder,K,73.099,0.119,8.07,%,0.169
XPAH29,powder,Mg,0.424,0.075,1.452,%,0.25
XPAH29,powder,Mn,2.252,0.027,0.22,%,0.005
XPAH29,powder,Nb,0.22,0.019,42.0,ppm,6.9
XPAH29,powder,Ni,0.455,0.022,67.0,ppm,9.3
XPAH29,powder,O,,,42.958,%,0.15
XPAH29,powder,P,0.236,0.02,0.086,%,0.007
XPAH29,powder,Pb,,,170.0,ppm,19.5
XPAH29,powder,Rb,,,291.0,ppm,8.1
XPAH29,powder,S,1.36,0.022,0.218,%,0.004
XPAH29,powder,Si,37.133,0.134,21.609,%,0.095
XPAH29,powder,Sr,,,0.054,%,0.001
XPAH29,powder,Ti,,,1.192,%,0.023
XPAH29,powder,Y,,,88.0,ppm,8.1
XPAH29,powder,Zn,0.534,0.021,466.0,ppm,11.2
XPAH29,powder,Zr,0.268,0.023,256.0,ppm,9.2
XPAH55,pellet,Al,5.107,0.056,4.516,%,0.047
XPAH55,pellet,As,,,6.0,ppm,1.7
XPAH55,pellet,Ba,,,0.063,%,0.004
XPAH55,pellet,Bi,,,15.0,ppm,3.0
XPAH55,pellet,Ca,142.212,0.112,3.235,%,0.022
XPAH55,pellet,Cr,,,88.0,ppm,11.4
XPAH55,pellet,Cu,0.175,0.015,41.0,ppm,1.9
XPAH55,pellet,Fe,80.608,0.08,5.531,%,0.011
XPAH55,pellet,Ga,0.06,0.015,29.0,ppm,1.6
XPAH55,pellet,K,58.021,0.073,4.772,%,0.062
XPAH55,pellet,Mg,0.333,0.048,0.832,%,0.115
XPAH55,pellet,Mn,1.359,0.017,0.097,%,0.001
XPAH55,pellet,Nb,0.13,0.012,17.0,ppm,2.3
XPAH55,pellet,Ni,0.588,0.016,33.0,ppm,2.2
XPAH55,pellet,O,,,47.258,%,0.072
XPAH55,pellet,P,0.293,0.013,0.09,%,0.004
XPAH55,pellet,Pb,,,108.0,ppm,5.1
XPAH55,pellet,Rb,,,136.0,ppm,2.3
XPAH55,pellet,S,0.396,0.011,0.053,%,0.001
XPAH55,pellet,Si,84.359,0.136,32.769,%,0.059
XPAH55,pellet,Sn,,,38.0,ppm,6.9
XPAH55,pellet,Sr,,,484.0,ppm,2.7
XPAH55,pellet,Ti,,,0.592,%,0.007
XPAH55,pellet,V,5.955,0.031,195.0,ppm,28.4
XPAH55,pellet,Y,,,42.0,ppm,2.5
XPAH55,pellet,Zn,0.253,0.016,153.0,ppm,2.3
XPAH55,pellet,Zr,0.107,0.017,0.053,%,0.0
XPAH55,powder,Al,4.895,0.064,6.455,%,0.079
XPAH55,powder,Ba,,,0.067,%,0.005
XPAH55,powder,Ca,183.888,0.182,6.031,%,0.042
XPAH55,powder,Cu,0.148,0.019,56.0,ppm,3.5
XPAH55,powder,Fe,95.318,0.123,9.492,%,0.025
XPAH55,powder,Ga,0.102,0.02,46.0,ppm,2.9
XPAH55,powder,K,66.281,0.111,7.174,%,0.091
XPAH55,powder,Mg,0.385,0.046,1.416,%,0.163
XPAH55,powder,Mn,1.475,0.024,0.158,%,0.003
XPAH55,powder,Nb,0.212,0.016,40.0,ppm,3.7
XPAH55,powder,Ni,0.455,0.021,46.0,ppm,4.3
XPAH55,powder,O,,,43.395,%,0.098
XPAH55,powder,P,0.386,0.021,0.153,%,0.008
XPAH55,powder,Pb,,,173.0,ppm,9.1
XPAH55,powder,Rb,,,186.0,ppm,4.0
XPAH55,powder,S,0.599,0.016,0.104,%,0.003
XPAH55,powder,Si,40.32,0.125,24.039,%,0.076
XPAH55,powder,Sr,,,0.063,%,0.0
XPAH55,powder,Ti,,,1.277,%,0.014
XPAH55,powder,V,5.157,0.041,273.0,ppm,55.7
XPAH55,powder,Y,,,88.0,ppm,4.3
XPAH55,powder,Zn,0.269,0.02,225.0,ppm,4.6
XPAH55,powder,Zr,0.282,0.026,0.062,%,0.001
XPAH58,pellet,Al,0.354,0.058,0.372,%,0.059
XPAH58,pellet,Ba,,,0.153,%,0.005
XPAH58,pellet,Ca,1218.476,0.376,34.166,%,0.049
XPAH58,pellet,Cr,,,142.0,ppm,15.9
XPAH58,pellet,Cs,,,188.0,ppm,35.3
XPAH58,pellet,Cu,0.358,0.021,235.0,ppm,3.9
XPAH58,pellet,Fe,11.274,0.038,1.155,%,0.004
XPAH58,pellet,Ga,0.065,0.016,12.0,ppm,1.7
XPAH58,pellet,K,13.827,0.051,1.006,%,0.033
XPAH58,pellet,Mn,0.332,0.016,455.0,ppm,13.8
XPAH58,pellet,Nb,0.708,0.029,11.0,ppm,2.9
XPAH58,pellet,Ni,1.779,0.054,73.0,ppm,3.2
XPAH58,pellet,O,,,40.438,%,0.042
XPAH58,pellet,P,2.832,0.042,0.806,%,0.012
XPAH58,pellet,Pb,,,64.0,ppm,6.0
XPAH58,pellet,Rb,,,35.0,ppm,2.6
XPAH58,pellet,S,3.679,0.03,0.482,%,0.004
XPAH58,pellet,Si,47.849,0.125,20.738,%,0.046
XPAH58,pellet,Sr,,,315.0,ppm,2.9
XPAH58,pellet,Te,0.017,,68.0,ppm,19.0
XPAH58,pellet,Ti,,,0.418,%,0.009
XPAH58,pellet,Y,0.018,,27.0,ppm,3.0
XPAH58,pellet,Zn,1.248,0.02,0.093,%,0.001
XPAH58,pellet,Zr,0.789,0.052,107.0,ppm,3.4
XPAH58,powder,Al,0.533,0.069,0.797,%,0.098
XPAH58,powder,Ba,,,0.215,%,0.009
XPAH58,powder,Ca,1422.75,0.607,53.223,%,0.079
XPAH58,powder,Cu,0.345,0.03,423.0,ppm,8.7
XPAH58,powder,Fe,13.336,0.06,2.263,%,0.01
XPAH58,powder,K,13.492,0.078,1.103,%,0.039
XPAH58,powder,Mn,0.386,0.022,0.086,%,0.003
XPAH58,powder,Nb,0.728,0.049,24.0,ppm,5.4
XPAH58,powder,Ni,2.7,0.09,142.0,ppm,7.6
XPAH58,powder,O,,,33.312,%,0.052
XPAH58,powder,P,4.7,0.071,1.487,%,0.021
XPAH58,powder,Pb,,,105.0,ppm,11.9
XPAH58,powder,Rb,,,52.0,ppm,5.1
XPAH58,powder,S,5.327,0.051,0.812,%,0.007
XPAH58,powder,Sb,0.025,,69.0,ppm,17.5
XPAH58,powder,Si,8.837,0.081,5.539,%,0.047
XPAH58,powder,Sr,0.025,,0.057,%,0.001
XPAH58,powder,Ti,,,0.836,%,0.019
XPAH58,powder,Y,0.021,,48.0,ppm,6.1
XPAH58,powder,Zn,1.393,0.028,0.172,%,0.001
XPAH58,powder,Zr,0.98,0.095,112.0,ppm,6.5
