sample_id,method,element,int_cts_s,int_err,value,unit,value_err
JPL61,pellet,K,63.332,0.078,5.607,%,0.068
JPL61,pellet,Mg,0.363,0.053,0.974,%,0.136
JPL61,pellet,Mn,2.005,0.02,0.167,%,0.002
JPL61,pellet,Nb,0.127,0.014,30.0,ppm,2.8
JPL61,pellet,Ni,0.629,0.017,49.0,ppm,2.9
JPL61,pellet,O,,,46.163,%,0.08
JPL61,pellet,P,0.414,0.015,0.132,%,0.005
JPL61,pellet,Pb,0.014,,272.0,ppm,7.6
JPL61,pellet,Rb,,,207.0,ppm,2.9
JPL61,pellet,S,1.231,0.016,0.172,%,0.002
JPL61,pellet,Si,73.56,0.129,30.696,%,0.063
JPL61,pellet,Sr,,,0.062,%,0.0
JPL61,pellet,Te,,,116.0,ppm,17.9
JPL61,pellet,Ti,,,0.684,%,0.008
JPL61,pellet,V,5.918,0.031,109.0,ppm,32.9
JPL61,pellet,Y,,,80.0,ppm,3.1
JPL61,pellet,Zn,0.703,0.017,493.0,ppm,4.3
JPL61,pellet,Zr,0.159,0.02,274.0,ppm,3.6
JPL61,powder,Al,6.323,0.093,7.052,%,0.097
JPL61,powder,Ca,361.54,0.265,9.739,%,0.093
JPL61,powder,Cu,0.246,0.022,167.0,ppm,9.3
JPL61,powder,Fe,100.288,0.131,9.313,%,0.041
JPL61,powder,Ga,0.092,0.022,65.0,ppm,6.0
JPL61,powder,K,85.586,0.134,8.065,%,0.17
JPL61,powder,Mg,0.665,0.091,2.037,%,0.265
JPL61,powder,Mn,2.92,0.029,0.299,%,0.006
JPL61,powder,Nb,0.377,0.025,45.0,ppm,7.4
JPL61,powder,Ni,0.782,0.029,59.0,ppm,9.3
JPL61,powder,O,,,41.592,%,0.152
JPL61,powder,P,0.803,0.033,0.252,%,0.01
JPL61,powder,Pb,,,440.0,ppm,20.8
JPL61,powder,Rb,,,281.0,ppm,8.3
JPL61,powder,Rh,0.117,0.035,44.0,ppm,9.5
JPL61,powder,S,2.252,0.029,0.313,%,0.004
JPL61,powder,Si,39.022,0.141,19.874,%,0.091
JPL61,powder,Sr,,,0.084,%,0.001
JPL61,powder,Th,,,84.0,ppm,13.4
JPL61,powder,Ti,,,1.133,%,0.024
JPL61,powder,Y,,,93.0,ppm,8.6
JPL61,powder,Zn,0.989,0.024,0.083,%,0.001
JPL61,powder,Zr,0.547,0.04,365.0,ppm,10.4
JPL63,pellet,Al,4.256,0.057,4.154,%,0.052
JPL63,pellet,As,,,11.0,ppm,2.7
JPL63,pellet,Ba,,,0.083,%,0.005
JPL63,pellet,Ca,296.051,0.168,7.555,%,0.036
JPL63,pellet,Cu,0.237,0.017,138.0,ppm,3.1
JPL63,pellet,Fe,69.273,0.077,5.708,%,0.013
JPL63,pellet,Ga,0.106,0.016,39.0,ppm,2.1
JPL63,pellet,K,74.514,0.087,6.625,%,0.071
JPL63,pellet,Mg,0.466,0.059,1.266,%,0.152
JPL63,pellet,Mn,2.362,0.02,0.216,%,0.002
JPL63,pellet,Nb,0.231,0.016,24.0,ppm,3.0
JPL63,pellet,Ni,0.671,0.02,46.0,ppm,3.0
JPL63,pellet,O,,,44.76,%,0.086
JPL63,pellet,P,0.55,0.02,0.171,%,0.006
JPL63,pellet,Pb,0.106,0.015,321.0,ppm,7.6
JPL63,pellet,Rb,,,211.0,ppm,3.1
JPL63,pellet,S,1.807,0.019,0.247,%,0.003
JPL63,pellet,Si,66.291,0.126,28.206,%,0.064
JPL63,pellet,Sn,,,39.0,ppm,9.1
JPL63,pellet,Sr,,,0.096,%,0.0
JPL63,pellet,Ti,,,0.7,%,0.008
JPL63,pellet,V,5.673,0.031,201.0,ppm,36.0
JPL63,pellet,Y,,,63.0,ppm,3.3
JPL63,pellet,Zn,0.907,0.018,0.072,%,0.001
JPL63,pellet,Zr,0.46,0.024,322.0,ppm,4.1
JPL63,powder,Al,5.08,0.094,5.834,%,0.101
JPL63,powder,As,,,40.0,ppm,8.0
JPL63,powder,Ca,500.336,0.317,14.424,%,0.111
JPL63,powder,Cu,0.291,0.023,235.0,ppm,10.3
JPL63,powder,Fe,80.708,0.12,8.192,%,0.04
JPL63,powder,Ga,0.08,0.021,60.0,ppm,6.2
JPL63,powder,K,103.041,0.15,9.393,%,0.166
JPL63,powder,Mg,0.803,0.103,2.496,%,0.302
JPL63,powder,Mn,3.44,0.032,0.402,%,0.008
JPL63,powder,Nb,0.493,0.029,29.0,ppm,7.6
JPL63,powder,Ni,0.855,0.034,51.0,ppm,8.6
JPL63,powder,O,,,39.785,%,0.158
JPL63,powder,P,1.294,0.037,0.394,%,0.011
JPL63,powder,Pb,,,439.0,ppm,22.8
JPL63,powder,Rb,,,276.0,ppm,8.5
JPL63,powder,S,3.114,0.034,0.425,%,0.005
JPL63,powder,Si,33.45,0.133,17.18,%,0.087
JPL63,powder,Sr,,,0.122,%,0.001
JPL63,powder,Ti,,,1.068,%,0.025
JPL63,powder,Y,,,79.0,ppm,8.7
JPL63,powder,Zn,1.328,0.026,0.133,%,0.002
JPL63,powder,Zr,0.616,0.049,326.0,ppm,10.8
JPL68,pellet,Al,3.378,0.053,3.425,%,0.051
JPL68,pellet,As,,,10.0,ppm,2.6
JPL68,pellet,Ba,,,0.068,%,0.005
JPL68,pellet,Ca,279.133,0.162,7.646,%,0.036
JPL68,pellet,Cu,0.232,0.017,138.0,ppm,3.1
JPL68,pellet,Fe,66.247,0.075,5.387,%,0.013
JPL68,pellet,Ga,0.099,0.016,35.0,ppm,2.1
JPL68,pellet,K,70.134,0.084,6.298,%,0.07
JPL68,pellet,Mg,0.364,0.058,1.034,%,0.159
JPL68,pellet,Mn,1.576,0.019,0.147,%,0.002
JPL68,pellet,Nb,0.277,0.016,30.0,ppm,3.0
JPL68,pellet,Ni,0.64,0.019,38.0,ppm,2.9
JPL68,pellet,O,,,45.119,%,0.088
JPL68,pellet,P,0.593,0.02,0.193,%,0.006
JPL68,pellet,Pb,,,298.0,ppm,7.4
JPL68,pellet,Rb,,,178.0,ppm,3.0
JPL68,pellet,S,2.063,0.019,0.296,%,0.003
JPL68,pellet,Si,67.177,0.126,29.269,%,0.067
JPL68,pellet,Sn,,,45.0,ppm,8.8
JPL68,pellet,Sr,0.019,,0.086,%,0.0
JPL68,pellet,Th,,,48.0,ppm,4.9
JPL68,pellet,Ti,,,0.769,%,0.009
JPL68,pellet,V,5.896,0.031,205.0,ppm,36.9
JPL68,pellet,Y,,,50.0,ppm,3.3
JPL68,pellet,Zn,1.546,0.019,0.121,%,0.001
JPL68,pellet,Zr,0.511,0.025,342.0,ppm,4.0
JPL73,pellet,Al,2.7,0.056,2.669,%,0.052
JPL73,pellet,Ba,,,0.312,%,0.006
JPL73,pellet,Ca,564.948,0.238,14.253,%,0.048
JPL73,pellet,Cr,,,246.0,ppm,16.6
JPL73,pellet,Cu,0.488,0.019,464.0,ppm,5.1
JPL73,pellet,Fe,43.202,0.064,3.912,%,0.011
JPL73,pellet,Ga,0.097,0.016,28.0,ppm,3.0
JPL73,pellet,K,41.465,0.07,3.687,%,0.056
JPL73,pellet,Mg,0.399,0.071,1.098,%,0.186
JPL73,pellet,Mn,1.236,0.018,0.129,%,0.002
JPL73,pellet,Nb,0.433,0.026,25.0,ppm,3.1
JPL73,pellet,Ni,0.988,0.027,119.0,ppm,3.7
JPL73,pellet,O,,,43.742,%,0.094
JPL73,pellet,P,0.442,0.022,0.128,%,0.006
JPL73,pellet,Pb,0.225,0.028,0.354,%,0.002
JPL73,pellet,Rb,,,113.0,ppm,2.9
JPL73,pellet,S,9.568,0.04,1.23,%,0.006
JPL73,pellet,Sb,,,65.0,ppm,10.6
JPL73,pellet,Si,59.477,0.127,24.879,%,0.065
JPL73,pellet,Sn,,,70.0,ppm,9.6
JPL73,pellet,Sr,,,0.099,%,0.0
JPL73,pellet,Ti,,,2.662,%,0.016
JPL73,pellet,V,6.895,0.035,286.0,ppm,60.3
JPL73,pellet,Y,,,43.0,ppm,3.6
JPL73,pellet,Zn,7.789,0.031,0.675,%,0.002
JPL73,pellet,Zr,0.435,0.023,246.0,ppm,4.1
JPL76,pellet,Al,3.156,0.056,3.047,%,0.051
JPL76,pellet,As,,,15.0,ppm,4.2
JPL76,pellet,Ba,,,0.139,%,0.005
JPL76,pellet,Ca,396.573,0.196,10.372,%,0.04
JPL76,pellet,Cd,0.305,0.037,79.0,ppm,8.0
JPL76,pellet,Cr,,,121.0,ppm,14.3
JPL76,pellet,Cu,0.435,0.018,382.0,ppm,4.5
JPL76,pellet,Fe,45.43,0.064,3.732,%,0.01
JPL76,pellet,Ga,0.075,0.016,31.0,ppm,2.4
JPL76,pellet,K,75.496,0.089,6.485,%,0.066
JPL76,pellet,Mg,0.284,0.063,0.769,%,0.163
JPL76,pellet,Mn,1.442,0.018,0.136,%,0.002
JPL76,pellet,Mo,,,22.0,ppm,3.2
JPL76,pellet,Nb,0.156,0.021,22.0,ppm,2.8
JPL76,pellet,Ni,0.8,0.022,87.0,ppm,3.2
JPL76,pellet,O,,,44.229,%,0.087
JPL76,pellet,P,0.642,0.02,0.192,%,0.006
JPL76,pellet,Pb,0.156,0.022,0.133,%,0.001
JPL76,pellet,Rb,,,151.0,ppm,2.8
JPL76,pellet,S,5.019,0.027,0.664,%,0.004
JPL76,pellet,Sb,,,54.0,ppm,9.6
JPL76,pellet,Si,65.886,0.13,27.175,%,0.064
JPL76,pellet,Sn,,,69.0,ppm,8.7
JPL76,pellet,Sr,0.023,,0.068,%,0.0
JPL76,pellet,Ti,,,2.14,%,0.013
JPL76,pellet,V,6.635,0.034,189.0,ppm,52.0
JPL76,pellet,Y,,,41.0,ppm,3.1
JPL76,pellet,Zn,6.928,0.029,0.564,%,0.002
JPL76,pellet,Zr,0.122,0.024,280.0,ppm,3.7
JPL77,pellet,Al,3.825,0.056,3.215,%,0.051
JPL77,pellet,Ba,,,0.151,%,0.005
JPL77,pellet,Ca,416.393,0.201,10.964,%,0.042
JPL77,pellet,Cr,,,129.0,ppm,13.9
JPL77,pellet,Cu,0.571,0.019,0.054,%,0.001
JPL77,pellet,Fe,45.645,0.065,3.641,%,0.01
JPL77,pellet,Ga,,,29.0,ppm,2.3
JPL77,pellet,K,69.19,0.086,5.954,%,0.064
JPL77,pellet,Mg,0.37,0.065,1.0,%,0.168
JPL77,pellet,Mn,1.357,0.018,0.123,%,0.002
JPL77,pellet,Nb,0.206,0.022,19.0,ppm,2.8
JPL77,pellet,Ni,0.762,0.022,42.0,ppm,2.8
JPL77,pellet,O,,,44.438,%,0.09
JPL77,pellet,P,0.665,0.02,0.2,%,0.006
JPL77,pellet,Pb,0.067,0.022,0.111,%,0.001
JPL77,pellet,Rb,,,155.0,ppm,2.7
JPL77,pellet,S,5.44,0.03,0.725,%,0.004
JPL77,pellet,Si,65.837,0.13,27.315,%,0.066
JPL77,pellet,Sn,,,59.0,ppm,8.5
JPL77,pellet,Sr,,,0.073,%,0.0
JPL77,pellet,Ti,,,1.554,%,0.012
JPL77,pellet,V,6.417,0.034,192.0,ppm,45.8
JPL77,pellet,Y,,,46.0,ppm,3.0
JPL77,pellet,Zn,4.975,0.026,0.387,%,0.001
JPL77,pellet,Zr,0.303,0.025,281.0,ppm,3.6
JPL77,powder,Ag,,,56.0,ppm,9.5
JPL77,powder,Al,4.628,0.09,5.119,%,0.093
JPL77,powder,Ba,,,0.203,%,0.011
JPL77,powder,Ca,582.728,0.344,16.841,%,0.115
JPL77,powder,Cl,5.978,0.043,0.506,%,0.004
JPL77,powder,Cu,0.672,0.027,0.071,%,0.002
JPL77,powder,Fe,57.936,0.104,5.626,%,0.03
JPL77,powder,Ga,0.1,0.022,43.0,ppm,6.1
JPL77,powder,K,94.774,0.146,8.298,%,0.152
JPL77,powder,Mg,0.54,0.108,1.638,%,0.313
JPL77,powder,Mn,1.764,0.027,0.197,%,0.006
JPL77,powder,Mo,0.012,0.093,38.0,ppm,7.3
JPL77,powder,Nb,0.542,0.042,28.0,ppm,6.7
JPL77,powder,Ni,1.097,0.038,67.0,ppm,8.4
JPL77,powder,O,,,39.866,%,0.158
JPL77,powder,P,0.892,0.039,0.261,%,0.011
JPL77,powder,Pb,,,0.117,%,0.002
JPL77,powder,Rb,,,194.0,ppm,7.2
JPL77,powder,S,8.442,0.049,1.11,%,0.008
JPL77,powder,Si,34.716,0.138,17.035,%,0.086
JPL77,powder,Sr,,,0.091,%,0.001
JPL77,powder,Ti,,,2.409,%,0.036
JPL77,powder,V,5.486,0.044,80.0,ppm,0.014
JPL77,powder,Y,,,52.0,ppm,7.6
JPL77,powder,Zn,4.807,0.036,0.444,%,0.004
JPL77,powder,Zr,0.78,0.048,384.0,ppm,9.8
JPL79,pellet,Al,3.003,0.057,2.862,%,0.051
JPL79,pellet,Ba,,,0.254,%,0.005
JPL79,pellet,Ca,524.85,0.228,13.362,%,0.045
JPL79,pellet,Cl,4.56,0.027,0.368,%,0.002
JPL79,pellet,Cr,,,160.0,ppm,15.3
JPL79,pellet,Cu,0.562,0.019,0.052,%,0.001
JPL79,pellet,Fe,39.864,0.061,3.187,%,0.009
JPL79,pellet,Ga,0.084,0.016,24.0,ppm,2.3
JPL79,pellet,K,57.192,0.08,4.514,%,0.056
JPL79,pellet,Mg,0.4,0.07,1.062,%,0.177
JPL79,pellet,Mn,1.186,0.018,0.111,%,0.002
JPL79,pellet,Nb,0.463,0.022,17.0,ppm,2.6
JPL79,pellet,Ni,1.015,0.026,192.0,ppm,3.9
JPL79,pellet,O,,,43.869,%,0.091
JPL79,pellet,P,0.177,0.019,0.051,%,0.005
JPL79,pellet,Pb,0.071,0.024,0.176,%,0.001
JPL79,pellet,Rb,,,112.0,ppm,2.5
JPL79,pellet,S,5.971,0.032,0.762,%,0.004
JPL79,pellet,Sb,,,44.0,ppm,9.1
JPL79,pellet,Si,64.489,0.131,26.156,%,0.065
JPL79,pellet,Sn,,,82.0,ppm,8.2
JPL79,pellet,Sr,0.023,,0.068,%,0.0
JPL79,pellet,Ti,,,2.504,%,0.015
JPL79,pellet,V,6.858,0.035,355.0,ppm,55.5
JPL79,pellet,Y,,,29.0,ppm,2.9
JPL79,pellet,Zn,6.739,0.029,0.517,%,0.002
JPL79,pellet,Zr,0.408,0.02,223.0,ppm,3.4
JPL79,powder,Ag,0.306,0.071,38.0,ppm,9.6
JPL79,powder,Al,3.873,0.091,4.548,%,0.1
JPL79,powder,Ba,,,0.253,%,0.012
JPL79,powder,Ca,688.78,0.377,20.15,%,0.125
JPL79,powder,Cl,6.638,0.046,0.574,%,0.005
JPL79,powder,Cr,0.079,0.02,271.0,ppm,40.5
JPL79,powder,Cu,0.488,0.025,492.0,ppm,13.7
JPL79,powder,Fe,47.149,0.095,4.961,%,0.028
JPL79,powder,Ga,,,37.0,ppm,7.4
JPL79,powder,K,68.74,0.128,5.86,%,0.132
JPL79,powder,Mg,0.5,0.113,1.615,%,0.346
JPL79,powder,Mn,1.302,0.024,0.165,%,0.005
JPL79,powder,Mo,0.013,0.101,39.0,ppm,7.5
JPL79,powder,Ni,1.306,0.043,134.0,ppm,10.2
JPL79,powder,O,,,39.355,%,0.165
JPL79,powder,P,0.847,0.038,0.251,%,0.011
JPL79,powder,Pb,,,0.254,%,0.004
JPL79,powder,Rb,,,169.0,ppm,7.3
JPL79,powder,S,9.769,0.054,1.301,%,0.009
JPL79,powder,Si,29.008,0.13,14.914,%,0.083
JPL79,powder,Sr,,,0.092,%,0.001
JPL79,powder,Ti,,,4.818,%,0.05
JPL79,powder,Y,,,51.0,ppm,8.1
JPL79,powder,Zn,7.59,0.043,0.737,%,0.005
JPL79,powder,Zr,,,266.0,ppm,9.6
JPL86,pellet,Al,4.16,0.056,3.914,%,0.049
JPL86,pellet,As,,,15.0,ppm,2.7
JPL86,pellet,Ba,,,0.135,%,0.005
JPL86,pellet,Bi,,,41.0,ppm,4.1
JPL86,pellet,Ca,276.046,0.156,7.193,%,0.033
JPL86,pellet,Cl,2.341,0.019,0.201,%,0.002
JPL86,pellet,Cr,0.086,0.014,132.0,ppm,12.5
JPL86,pellet,Cu,0.285,0.017,215.0,ppm,3.3
JPL86,pellet,Fe,48.736,0.065,3.667,%,0.009
JPL86,pellet,Ga,0.069,0.016,32.0,ppm,1.9
JPL86,pellet,K,58.572,0.077,5.184,%,0.065
JPL86,pellet,Mg,0.245,0.055,0.652,%,0.141
JPL86,pellet,Mn,1.511,0.018,0.127,%,0.002
JPL86,pellet,Mo,0.003,0.04,10.0,ppm,2.9
JPL86,pellet,Nb,0.166,0.016,28.0,ppm,2.6
JPL86,pellet,Ni,0.718,0.02,101.0,ppm,3.2
JPL86,pellet,O,,,46.044,%,0.082
JPL86,pellet,P,0.254,0.015,0.08,%,0.005
JPL86,pellet,Pb,0.045,0.016,479.0,ppm,7.5
JPL86,pellet,Rb,,,179.0,ppm,2.7
JPL86,pellet,S,3.292,0.021,0.454,%,0.003
JPL86,pellet,Si,74.193,0.132,30.384,%,0.063
JPL86,pellet,Sn,,,52.0,ppm,8.1
JPL86,pellet,Sr,0.023,,0.058,%,0.0
JPL86,pellet,Te,,,99.0,ppm,16.8
JPL86,pellet,Ti,,,1.562,%,0.011
JPL86,pellet,Y,0.02,,53.0,ppm,2.9
JPL86,pellet,Zn,2.429,0.021,0.176,%,0.001
JPL86,pellet,Zr,0.22,0.018,262.0,ppm,3.4
JPL89,pellet,Al,4.709,0.057,4.389,%,0.05
JPL89,pellet,As,,,13.0,ppm,2.4
JPL89,pellet,Ba,,,0.077,%,0.004
JPL89,pellet,Ca,228.739,0.146,5.703,%,0.03
JPL89,pellet,Cu,0.23,0.016,106.0,ppm,2.6
JPL89,pellet,Fe,69.199,0.076,5.052,%,0.011
JPL89,pellet,Ga,0.067,0.016,36.0,ppm,1.9
JPL89,pellet,K,62.066,0.078,5.422,%,0.066
JPL89,pellet,Mg,0.368,0.054,0.964,%,0.136
JPL89,pellet,Mn,1.964,0.02,0.161,%,0.002
JPL89,pellet,Nb,0.168,0.015,18.0,ppm,2.7
JPL89,pellet,Ni,0.656,0.018,34.0,ppm,2.6
JPL89,pellet,O,,,46.189,%,0.08
JPL89,pellet,P,0.408,0.015,0.128,%,0.005
JPL89,pellet,Pb,,,284.0,ppm,6.8
JPL89,pellet,Rb,,,167.0,ppm,2.7
JPL89,pellet,S,1.857,0.018,0.254,%,0.002
JPL89,pellet,Si,74.802,0.132,30.574,%,0.063
JPL89,pellet,Sn,,,35.0,ppm,8.0
JPL89,pellet,Sr,0.019,,0.07,%,0.0
JPL89,pellet,Te,,,57.0,ppm,17.0
JPL89,pellet,Ti,,,0.805,%,0.008
JPL89,pellet,V,6.041,0.031,198.0,ppm,34.8
JPL89,pellet,Y,,,57.0,ppm,2.9
JPL89,pellet,Zn,1.018,0.018,0.072,%,0.001
JPL89,pellet,Zr,0.211,0.019,400.0,ppm,3.7
JPL89,powder,Al,6.341,0.093,6.928,%,0.096
JPL89,powder,Ba,,,0.127,%,0.012
JPL89,powder,Ca,401.096,0.279,10.859,%,0.095
JPL89,powder,Cu,0.257,0.022,180.0,ppm,9.0
JPL89,powder,Fe,88.31,0.124,8.139,%,0.037
JPL89,powder,Ga,,,65.0,ppm,5.4
JPL89,powder,K,86.61,0.134,8.026,%,0.159
JPL89,powder,Mg,0.742,0.094,2.212,%,0.269
JPL89,powder,Mn,2.676,0.028,0.261,%,0.006
JPL89,powder,Nb,0.363,0.027,24.0,ppm,7.3
JPL89,powder,Ni,0.783,0.029,45.0,ppm,8.7
JPL89,powder,O,,,41.492,%,0.15
JPL89,powder,P,0.921,0.034,0.282,%,0.01
JPL89,powder,Pb,,,340.0,ppm,19.2
JPL89,powder,Rb,,,259.0,ppm,8.0
JPL89,powder,S,3.161,0.034,0.43,%,0.005
JPL89,powder,Si,39.213,0.141,19.548,%,0.089
JPL89,powder,Sr,,,0.098,%,0.001
JPL89,powder,Ti,,,1.295,%,0.026
JPL89,powder,Y,,,82.0,ppm,8.3
JPL89,powder,Zn,1.925,0.027,0.167,%,0.002
JPL89,powder,Zr,0.538,0.041,355.0,ppm,10.2
JPL94,pellet,Al,3.23,0.05,3.563,%,0.052
JPL94,pellet,As,,,15.0,ppm,2.9
JPL94,pellet,Ba,,,0.061,%,0.005
JPL94,pellet,Ca,232.575,0.144,6.557,%,0.035
JPL94,pellet,Cu,0.266,0.017,198.0,ppm,3.9
JPL94,pellet,Fe,70.616,0.075,6.374,%,0.015
JPL94,pellet,Ga,,,41.0,ppm,2.4
JPL94,pellet,K,53.16,0.071,5.538,%,0.073
JPL94,pellet,Mg,0.324,0.051,1.003,%,0.152
JPL94,pellet,Mn,1.877,0.019,0.19,%,0.002
JPL94,pellet,Mo,0.01,0.027,36.0,ppm,3.9
JPL94,pellet,Nb,0.107,0.015,27.0,ppm,3.5
JPL94,pellet,Ni,0.691,0.019,55.0,ppm,3.5
JPL94,pellet,O,,,45.492,%,0.087
JPL94,pellet,P,0.431,0.016,0.154,%,0.006
JPL94,pellet,Pb,,,288.0,ppm,8.4
JPL94,pellet,Rb,,,189.0,ppm,3.5
JPL94,pellet,Re,,,59.0,ppm,8.1
JPL94,pellet,S,1.525,0.015,0.239,%,0.002
JPL94,pellet,Si,62.907,0.119,29.818,%,0.067
JPL94,pellet,Sn,,,57.0,ppm,10.2
JPL94,pellet,Sr,,,0.083,%,0.0
JPL94,pellet,Ti,,,0.649,%,0.008
JPL94,pellet,V,6.095,0.031,168.0,ppm,36.6
JPL94,pellet,Y,,,82.0,ppm,3.9
JPL94,pellet,Zn,1.405,0.019,0.12,%,0.001
JPL94,pellet,Zr,0.303,0.021,369.0,ppm,4.6
JPL94,powder,Al,5.27,0.085,6.632,%,0.102
JPL94,powder,As,,,34.0,ppm,8.2
JPL94,powder,Ca,353.839,0.26,10.612,%,0.101
JPL94,powder,Cu,0.26,0.023,315.0,ppm,12.4
JPL94,powder,Fe,96.894,0.127,10.211,%,0.048
JPL94,powder,Ga,0.077,0.022,65.0,ppm,7.1
JPL94,powder,I,,,388.0,ppm,51.2
JPL94,powder,In,,,74.0,ppm,23.4
JPL94,powder,K,77.683,0.126,8.099,%,0.172
JPL94,powder,Mg,0.562,0.092,1.946,%,0.304
JPL94,powder,Mn,2.397,0.028,0.295,%,0.007
JPL94,powder,Ni,0.726,0.029,83.0,ppm,10.2
JPL94,powder,O,,,41.028,%,0.163
JPL94,powder,P,0.778,0.03,0.269,%,0.01
JPL94,powder,Pb,,,319.0,ppm,24.0
JPL94,powder,Rb,,,265.0,ppm,9.5
JPL94,powder,S,2.434,0.03,0.373,%,0.005
JPL94,powder,Si,33.476,0.128,19.043,%,0.095
JPL94,powder,Sr,,,0.097,%,0.001
JPL94,powder,Ti,,,1.039,%,0.024
JPL94,powder,Y,,,94.0,ppm,10.0
JPL94,powder,Zn,1.494,0.026,0.155,%,0.002
JPL94,powder,Zr,0.491,0.039,426.0,ppm,12.1
JPL95,pellet,Ag,0.687,0.044,28.0,ppm,5.2
JPL95,pellet,Al,3.723,0.054,3.874,%,0.053
JPL95,pellet,As,,,13.0,ppm,2.8
JPL95,pellet,Ba,,,0.066,%,0.006
JPL95,pellet,Ca,276.338,0.157,7.3,%,0.036
JPL95,pellet,Cu,0.29,0.017,234.0,ppm,4.0
JPL95,pellet,Fe,77.013,0.08,6.704,%,0.016
JPL95,pellet,Ga,,,39.0,ppm,2.3
JPL95,pellet,In,,,55.0,ppm,10.6
JPL95,pellet,K,63.276,0.079,5.939,%,0.072
JPL95,pellet,Mg,0.441,0.057,1.279,%,0.159
JPL95,pellet,Mn,2.414,0.02,0.235,%,0.002
JPL95,pellet,Nb,0.251,0.015,21.0,ppm,3.4
JPL95,pellet,Ni,0.671,0.019,59.0,ppm,3.5
JPL95,pellet,O,,,44.829,%,0.089
JPL95,pellet,P,0.605,0.019,0.199,%,0.006
JPL95,pellet,Pb,,,275.0,ppm,8.1
JPL95,pellet,Pd,0.02,,19.0,ppm,5.0
JPL95,pellet,Rb,,,198.0,ppm,3.4
JPL95,pellet,S,1.646,0.018,0.238,%,0.003
JPL95,pellet,Si,62.863,0.121,28.268,%,0.066
JPL95,pellet,Sn,,,59.0,ppm,10.2
JPL95,pellet,Sr,,,0.112,%,0.0
JPL95,pellet,Te,,,120.0,ppm,21.6
JPL95,pellet,Ti,,,0.701,%,0.009
JPL95,pellet,V,5.925,0.031,319.0,ppm,36.8
JPL95,pellet,Y,0.026,,55.0,ppm,3.8
JPL95,pellet,Zn,0.761,0.018,0.068,%,0.001
JPL95,pellet,Zr,0.428,0.024,395.0,ppm,4.6
JPL95,powder,Al,5.743,0.091,6.566,%,0.098
JPL95,powder,As,,,35.0,ppm,7.0
JPL95,powder,Ca,382.042,0.272,10.535,%,0.094
JPL95,powder,Cu,0.671,0.025,0.096,%,0.002
JPL95,powder,Fe,102.128,0.132,9.921,%,0.044
JPL95,powder,Ga,0.122,0.021,59.0,ppm,5.9
JPL95,powder,K,86.481,0.134,8.046,%,0.157
JPL95,powder,Mg,0.664,0.095,2.083,%,0.285
JPL95,powder,Mn,2.746,0.03,0.321,%,0.007
JPL95,powder,Ni,0.728,0.03,115.0,ppm,9.9
JPL95,powder,O,,,41.143,%,0.153
JPL95,powder,P,1.046,0.032,0.329,%,0.01
JPL95,powder,Pb,,,242.0,ppm,21.5
JPL95,powder,Rb,,,217.0,ppm,8.2
JPL95,powder,S,2.331,0.03,0.325,%,0.004
JPL95,powder,Si,37.234,0.136,19.226,%,0.09
JPL95,powder,Sr,,,0.112,%,0.001
JPL95,powder,Ti,,,1.07,%,0.023
JPL95,powder,Y,,,54.0,ppm,8.5
JPL95,powder,Zn,1.23,0.025,0.131,%,0.002
JPL95,powder,Zr,,,237.0,ppm,10.2
PBP01_pellet_A,pellet,Al,28.65,0.101,21.076,%,0.063
PBP01_pellet_A,pellet,Bi,0.0,,26.0,ppm,2.7
PBP01_pellet_A,pellet,Cu,0.187,0.017,54.0,ppm,1.5
PBP01_pellet_A,pellet,Fe,13.332,0.034,0.627,%,0.002
PBP01_pellet_A,pellet,Ga,0.348,0.018,161.0,ppm,1.9
PBP01_pellet_A,pellet,K,53.17,0.065,4.178,%,0.065
PBP01_pellet_A,pellet,Mg,0.151,0.036,0.319,%,0.074
PBP01_pellet_A,pellet,Mn,0.142,0.015,77.0,ppm,5.5
PBP01_pellet_A,pellet,Nb,0.024,,41.0,ppm,1.7
PBP01_pellet_A,pellet,Ni,0.534,0.017,11.0,ppm,1.3
PBP01_pellet_A,pellet,O,0.0,0.0,48.617,%,0.065
PBP01_pellet_A,pellet,P,0.211,0.008,0.065,%,0.002
PBP01_pellet_A,pellet,Pb,0.051,0.009,392.0,ppm,4.9
PBP01_pellet_A,pellet,Rb,0.0,0.0,486.0,ppm,2.3
PBP01_pellet_A,pellet,S,0.474,0.01,0.063,%,0.001
PBP01_pellet_A,pellet,Si,52.765,0.1,24.849,%,0.047
PBP01_pellet_A,pellet,Sn,0.023,,29.0,ppm,4.9
PBP01_pellet_A,pellet,Sr,0.0,0.0,259.0,ppm,1.8
PBP01_pellet_A,pellet,Ti,0.0,0.0,211.0,ppm,28.3
PBP01_pellet_A,pellet,Y,0.0,0.0,18.0,ppm,2.0
PBP01_pellet_A,pellet,Zn,0.083,0.016,28.0,ppm,1.1
PBP01_pellet_A,pellet,Zr,0.024,0.0,52.0,ppm,2.0
PBP01_pellet_B,pellet,Al,27.53,0.098,21.025,%,0.061
PBP01_pellet_B,pellet,Bi,0.0,,28.0,ppm,2.8
PBP01_pellet_B,pellet,Ce,0.0,,128.0,ppm,19.3
PBP01_pellet_B,pellet,Cu,0.16,0.017,58.0,ppm,1.6
PBP01_pellet_B,pellet,Fe,13.24,0.034,0.648,%,0.002
