sample_id,method,line_symbol,energy_keV,cts_per_s,error
XPAH26,powder,Pb_Lb1,12.613,27.712,2.039
XPAH26,powder,Pb_Lb2,12.621,13.043,0.96
XPAH26,powder,Pb_Lb3,12.793,3.563,0.262
XPAH26,powder,Pb_Lb4,12.306,2.691,0.198
XPAH26,powder,Pb_Lg1,14.764,7.039,0.518
XPAH26,powder,Pb_Ll,9.184,2.078,0.153
,,,,,
XPAH20,pellet,Pb_La1,10.55,1434.603,5.323
XPAH20,pellet,Pb_La2,10.449,157.904,0.586
XPAH20,pellet,Pb_Lb1,12.613,1053.508,3.909
XPAH20,pellet,Pb_Lb2,12.621,496.047,1.841
XPAH20,pellet,Pb_Lb3,12.793,135.531,0.503
XPAH20,pellet,Pb_Lb4,12.306,102.185,0.379
XPAH20,pellet,Pb_Lg1,14.764,266.621,0.989
XPAH20,pellet,Pb_Ll,9.184,60.704,0.225
,,,,,
XPAH20,powder,Pb_La1,10.55,1592.735,13.643
XPAH20,powder,Pb_La2,10.449,175.349,1.502
XPAH20,powder,Pb_Lb1,12.613,1165.231,9.981
XPAH20,powder,Pb_Lb2,12.621,548.707,4.7
XPAH20,powder,Pb_Lb3,12.793,149.866,1.284
XPAH20,powder,Pb_Lb4,12.306,113.072,0.969
XPAH20,powder,Pb_Lg1,14.764,293.061,2.51
XPAH20,powder,Pb_Ll,9.184,68.117,0.583
,,,,,
JPL95,pellet,Pb_La1,10.55,82.307,2.42
JPL95,pellet,Pb_La2,10.449,9.061,0.268
JPL95,pellet,Pb_Lb1,12.613,60.34,1.774
JPL95,pellet,Pb_Lb2,12.621,28.402,0.835
JPL95,pellet,Pb_Lb3,12.793,7.762,0.228
JPL95,pellet,Pb_Lb4,12.306,5.854,0.172
JPL95,pellet,Pb_Lg1,14.764,15.436,0.454
JPL95,pellet,Pb_Ll,9.184,3.447,0.101
XPAH55,powder,Pb_La1,10.55,51.549,2.722
XPAH55,powder,Pb_La2,10.449,5.675,0.3
XPAH55,powder,Pb_Lb1,12.613,37.786,1.995
XPAH55,powder,Pb_Lb2,12.621,17.786,0.939
XPAH55,powder,Pb_Lb3,12.793,4.861,0.257
XPAH55,powder,Pb_Lb4,12.306,3.666,0.194
XPAH55,powder,Pb_Lg1,14.764,9.673,0.511
XPAH55,powder,Pb_Ll,9.184,2.154,0.114
,,,,,
XPAH28,pellet,Pb_La1,10.55,11113.75,13.912
XPAH28,pellet,Pb_La2,10.449,1225.682,1.534
XPAH28,pellet,Pb_Lb1,12.613,7811.862,9.779
XPAH28,pellet,Pb_Lb2,12.621,3689.243,4.618
XPAH28,pellet,Pb_Lb3,12.793,1001.433,1.254
XPAH28,pellet,Pb_Lb4,12.306,762.269,0.954
XPAH28,pellet,Pb_Lg1,14.764,1708.348,2.139
XPAH28,pellet,Pb_Ll,9.184,484.378,0.606
,,,,,
XPAH28,powder,Pb_La1,10.55,3312.368,18.564
XPAH28,powder,Pb_La2,10.449,1027.265,2.048
XPAH28,powder,Pb_Lb1,12.613,6516.097,12.99
XPAH28,powder,Pb_Lb2,12.621,3077.236,6.134
XPAH28,powder,Pb_Lb3,12.793,835.164,1.665
XPAH28,powder,Pb_Lb4,12.306,636.321,1.269
XPAH28,powder,Pb_Lg1,14.764,1422.838,2.836
XPAH28,powder,Pb_Ll,9.184,411.721,0.821
,,,,,
XPAH29,pellet,Pb_La1,10.55,64.945,2.383
XPAH29,pellet,Pb_La2,10.449,7.149,0.262
XPAH29,pellet,Pb_Lb1,12.613,47.704,1.75
XPAH29,pellet,Pb_Lb2,12.621,22.454,0.824
XPAH29,pellet,Pb_Lb3,12.793,6.137,0.225
XPAH29,pellet,Pb_Lb4,12.306,4.627,0.17
XPAH29,pellet,Pb_Lg1,14.764,12.22,0.448
XPAH29,pellet,Pb_Ll,9.184,2.709,0.099
,,,,,
XPAH29,powder,Pb_La1,10.55,48.12,5.508
XPAH29,powder,Pb_La2,10.449,5.297,0.606
XPAH29,powder,Pb_Lb1,12.613,35.27,4.037
XPAH29,powder,Pb_Lb2,12.621,16.601,1.9
XPAH29,powder,Pb_Lb3,12.793,4.537,0.519
XPAH29,powder,Pb_Lb4,12.306,3.422,0.392
XPAH29,powder,Pb_Lg1,14.764,9.031,1.034
XPAH29,powder,Pb_Ll,9.184,2.013,0.23
1639,pellet,Pb_La1,10.55,107.232,2.542
1639,pellet,Pb_La2,10.449,11.802,0.28
1639,pellet,Pb_Lb1,12.613,78.887,1.87
1639,pellet,Pb_Lb2,12.621,37.132,0.88
1639,pellet,Pb_Lb3,12.793,10.15,0.241
1639,pellet,Pb_Lb4,12.306,7.65,0.181
1639,pellet,Pb_Lg1,14.764,20.212,0.479
1639,pellet,Pb_Ll,9.184,4.476,0.106
,,,,,
1606,pellet,Pb_La1,10.55,39.905,2.163
1606,pellet,Pb_La2,10.449,4.392,0.238
1606,pellet,Pb_Lb1,12.613,29.318,1.589
1606,pellet,Pb_Lb2,12.621,13.8,0.748
1606,pellet,Pb_Lb3,12.793,3.772,0.204
1606,pellet,Pb_Lb4,12.306,2.844,0.154
1606,pellet,Pb_Lg1,14.764,7.478,0.405
1606,pellet,Pb_Ll,9.184,1.803,0.098
,,,,,
XPAH58,pellet,Pb_La1,10.55,19.87,1.87
XPAH58,pellet,Pb_La2,10.449,2.187,0.206
XPAH58,pellet,Pb_Lb1,12.613,14.664,1.38
XPAH58,pellet,Pb_Lb2,12.621,6.902,0.649
XPAH58,pellet,Pb_Lb3,12.793,1.887,0.178
XPAH58,pellet,Pb_Lb4,12.306,1.421,0.134
XPAH58,pellet,Pb_Lg1,14.764,3.773,0.355
XPAH58,pellet,Pb_Ll,9.184,0.828,0.078
,,,,,
XPAH58,powder,Pb_La1,10.55,20.856,2.356
XPAH58,powder,Pb_La2,10.449,2.295,0.259
XPAH58,powder,Pb_Lb1,12.613,15.371,1.736
XPAH58,powder,Pb_Lb2,12.621,7.235,0.817
XPAH58,powder,Pb_Lb3,12.793,1.978,0.223
XPAH58,powder,Pb_Lb4,12.306,1.49,0.168
XPAH58,powder,Pb_Lg1,14.764,3.952,0.446
XPAH58,powder,Pb_Ll,9.184,0.871,0.098
,,,,,
XPAH55,pellet,Pb_La1,10.55,46.628,2.205
XPAH55,pellet,Pb_La2,10.449,5.132,0.243
XPAH55,pellet,Pb_Lb1,12.613,34.248,1.62
XPAH55,pellet,Pb_Lb2,12.621,16.12,0.762
XPAH55,pellet,Pb_Lb3,12.793,4.406,0.208
XPAH55,pellet,Pb_Lb4,12.306,3.322,0.157
XPAH55,pellet,Pb_Lg1,14.764,8.774,0.415
XPAH55,pellet,Pb_Ll,9.184,1.944,0.092
Sample,Type,Element_Line,Energy_keV,Intensity_cnts,Err_int
PBP04_C,pellet,Pb_La1,10.55,20.193,2.359
PBP04_C,pellet,Pb_La2,10.449,2.221,0.259
PBP04_C,pellet,Pb_Lb1,12.613,15.011,1.753
PBP04_C,pellet,Pb_Lb2,12.621,7.066,0.825
PBP04_C,pellet,Pb_Lb3,12.793,1.933,0.226
PBP04_C,pellet,Pb_Lb4,12.306,1.454,0.17
PBP04_C,pellet,Pb_Lg1,14.764,3.869,0.452
PBP04_C,pellet,Pb_Ll,9.184,0.831,0.097
PBP04_B,pellet,Pb_La1,10.55,27.493,2.327
PBP04_B,pellet,Pb_La2,10.449,3.023,0.256
PBP04_B,pellet,Pb_Lb1,12.613,20.535,1.738
PBP04_B,pellet,Pb_Lb2,12.621,9.666,0.818
PBP04_B,pellet,Pb_Lb3,12.793,2.645,0.224
PBP04_B,pellet,Pb_Lb4,12.306,1.988,0.168
PBP04_B,pellet,Pb_Lg1,14.764,5.309,0.449
PBP04_B,pellet,Pb_Ll,9.184,1.125,0.095
PBP04_A,pellet,Pb_La1,10.55,22.361,2.425
PBP04_A,pellet,Pb_La2,10.449,2.46,0.267
PBP04_A,pellet,Pb_Lb1,12.613,16.587,1.799
PBP04_A,pellet,Pb_Lb2,12.621,7.808,0.847
PBP04_A,pellet,Pb_Lb3,11.348,0.436,0.047
PBP04_A,pellet,Pb_Lb4,12.306,1.607,0.174
PBP04_A,pellet,Pb_Lg1,14.764,4.27,0.463
PBP04_A,pellet,Pb_Ll,9.184,0.923,0.1
PBP03_C,pellet,Pb_La1,10.55,2058.211,6.715
PBP03_C,pellet,Pb_La2,10.449,226.471,0.739
PBP03_C,pellet,Pb_Lb1,12.613,1514.287,4.94
PBP03_C,pellet,Pb_Lb2,12.621,713.272,2.327
PBP03_C,pellet,Pb_Lb3,12.793,194.802,0.636
PBP03_C,pellet,Pb_Lb4,12.306,146.875,0.479
PBP03_C,pellet,Pb_Lg1,14.764,377.524,1.232
PBP03_C,pellet,Pb_Ll,9.184,85.265,0.278
PBP03_B,pellet,Pb_La1,10.55,2001.846,6.627
PBP03_B,pellet,Pb_La2,10.449,220.237,0.729
PBP03_B,pellet,Pb_Lb1,12.613,1477.232,4.89
PBP03_B,pellet,Pb_Lb2,12.621,695.723,2.303
PBP03_B,pellet,Pb_Lb3,12.793,190.075,0.629
PBP03_B,pellet,Pb_Lb4,12.306,143.228,0.474
PBP03_B,pellet,Pb_Lg1,14.764,370.962,1.228
PBP03_B,pellet,Pb_Ll,9.184,82.734,0.274
Sample,Type,Element_Line,Energy_keV,Intensity_cnts,Err_int
PBP03_A,pellet,Pb_La1,10.55,2007.083,6.55
PBP03_A,pellet,Pb_La2,10.449,220.909,0.721
PBP03_A,pellet,Pb_Lb1,12.613,1469.182,4.794
PBP03_A,pellet,Pb_Lb2,12.621,692.189,2.259
PBP03_A,pellet,Pb_Lb3,12.793,188.921,0.617
PBP03_A,pellet,Pb_Lb4,12.306,142.603,0.465
PBP03_A,pellet,Pb_Lg1,14.764,361.553,1.18
PBP03_A,pellet,Pb_Ll,9.184,83.566,0.273
,,,,,
PBP02_C,pellet,Pb_La1,10.55,1133.865,5.205
PBP02_C,pellet,Pb_La2,10.449,124.755,0.573
PBP02_C,pellet,Pb_Lb1,12.613,835.992,3.838
PBP02_C,pellet,Pb_Lb2,12.621,393.687,1.807
PBP02_C,pellet,Pb_Lb3,12.793,107.562,0.494
PBP02_C,pellet,Pb_Lb4,12.306,81.063,0.372
PBP02_C,pellet,Pb_Lg1,14.764,210.496,0.966
PBP02_C,pellet,Pb_Ll,9.184,46.96,0.216
,,,,,
PBP02_B,pellet,Pb_La1,10.55,1080.461,5.19
PBP02_B,pellet,Pb_La2,10.449,118.856,0.571
PBP02_B,pellet,Pb_Lb1,12.613,799.373,3.84
PBP02_B,pellet,Pb_Lb2,12.621,376.399,1.808
PBP02_B,pellet,Pb_Lb3,12.793,102.877,0.494
PBP02_B,pellet,Pb_Lb4,12.306,77.477,0.372
PBP02_B,pellet,Pb_Lg1,14.764,202.675,0.974
PBP02_B,pellet,Pb_Ll,9.184,44.604,0.214
,,,,,
PBP02_A,pellet,Pb_La1,10.55,1062.05,5.181
PBP02_A,pellet,Pb_La2,10.449,116.835,0.57
PBP02_A,pellet,Pb_Lb1,12.613,785.212,3.83
PBP02_A,pellet,Pb_Lb2,12.621,369.737,1.804
PBP02_A,pellet,Pb_Lb3,12.793,101.05,0.493
PBP02_A,pellet,Pb_Lb4,12.306,76.111,0.371
PBP02_A,pellet,Pb_Lg1,14.764,198.863,0.97
PBP02_A,pellet,Pb_Ll,9.184,43.874,0.214
,,,,,
PBP01_C,pellet,Pb_La1,10.55,248.048,3.226
PBP01_C,pellet,Pb_La2,10.449,27.282,0.355
PBP01_C,pellet,Pb_Lb1,12.613,184.19,2.396
PBP01_C,pellet,Pb_Lb2,12.621,86.705,1.128
PBP01_C,pellet,Pb_Lb3,12.793,23.711,0.308
PBP01_C,pellet,Pb_Lb4,12.306,17.844,0.232
PBP01_C,pellet,Pb_Lg1,14.764,47.307,0.615
PBP01_C,pellet,Pb_Ll,9.184,10.22,0.133
Sample,Type,Element_Line,Energy_keV,Intensity_cnts,Err_int
PBP01_B,pellet,Pb_La1,10.55,239.671,3.212
PBP01_B,pellet,Pb_La2,10.449,26.363,0.353
PBP01_B,pellet,Pb_Lb1,12.613,177.77,2.383
PBP01_B,pellet,Pb_Lb2,12.621,83.684,1.122
PBP01_B,pellet,Pb_Lb3,12.793,22.883,0.307
PBP01_B,pellet,Pb_Lb4,12.306,17.224,0.231
PBP01_B,pellet,Pb_Lg1,14.764,45.612,0.611
PBP01_B,pellet,Pb_Ll,9.184,9.888,0.133
,,,,,
PBP01_A,pellet,Pb_La1,10.55,256.261,3.183
PBP01_A,pellet,Pb_La2,10.449,28.19,0.35
PBP01_A,pellet,Pb_Lb1,12.613,189.861,2.358
PBP01_A,pellet,Pb_Lb2,12.621,89.377,1.11
PBP01_A,pellet,Pb_Lb3,12.793,24.438,0.303
PBP01_A,pellet,Pb_Lb4,12.306,18.398,0.228
PBP01_A,pellet,Pb_Lg1,14.764,48.629,0.604
PBP01_A,pellet,Pb_Ll,9.184,10.587,0.131
,,,,,
PBP04_3,powder,Pb_La1,10.55,16.849,2.389
PBP04_3,powder,Pb_La2,10.449,1.853,0.263
PBP04_3,powder,Pb_Lb1,12.613,12.544,1.778
PBP04_3,powder,Pb_Lb2,12.621,5.905,0.837
PBP04_3,powder,Pb_Lb3,12.793,1.615,0.229
PBP04_3,powder,Pb_Lb4,12.306,1.215,0.172
PBP04_3,powder,Pb_Lg1,14.764,3.238,0.459
PBP04_3,powder,Pb_Ll,9.184,0.692,0.098
,,,,,
PBP04_2,powder,Pb_La1,10.55,23.371,2.342
PBP04_2,powder,Pb_La2,10.449,2.57,0.258
PBP04_2,powder,Pb_Lb1,12.613,17.395,1.743
PBP04_2,powder,Pb_Lb2,12.621,8.188,0.82
PBP04_2,powder,Pb_Lb3,12.793,2.24,0.224
PBP04_2,powder,Pb_Lb4,12.306,1.685,0.169
PBP04_2,powder,Pb_Lg1,14.764,4.489,0.45
PBP04_2,powder,Pb_Ll,9.184,0.961,0.096
,,,,,
PBP04_1,powder,Pb_La1,,,
PBP04_1,powder,Pb_La2,,,
PBP04_1,powder,Pb_Lb1,,,
PBP04_1,powder,Pb_Lb2,,,
PBP04_1,powder,Pb_Lb3,,,
PBP04_1,powder,Pb_Lb4,,,
PBP04_1,powder,Pb_Lg1,,,
PBP04_1,powder,Pb_Ll,,,
Sample,Type,Element_Line,Energy_keV,Intensity_cnts,Err_int
PBP03_3,powder,Pb_La1,10.55,654.224,4.992
PBP03_3,powder,Pb_La2,10.449,71.963,0.549
PBP03_3,powder,Pb_Lb1,12.613,484.751,3.699
PBP03_3,powder,Pb_Lb2,12.621,228.228,1.741
PBP03_3,powder,Pb_Lb3,12.793,62.394,0.476
PBP03_3,powder,Pb_Lb4,12.306,46.973,0.358
PBP03_3,powder,Pb_Lg1,14.764,123.606,0.943
PBP03_3,powder,Pb_Ll,9.184,26.984,0.206
,,,,,
PBP03_2,powder,Pb_La1,10.55,678.617,4.984
PBP03_2,powder,Pb_La2,10.449,74.65,0.548
PBP03_2,powder,Pb_Lb1,12.613,502.398,3.69
PBP03_2,powder,Pb_Lb2,12.621,236.542,1.737
PBP03_2,powder,Pb_Lb3,12.793,64.662,0.475
PBP03_2,powder,Pb_Lb4,12.306,48.688,0.358
PBP03_2,powder,Pb_Lg1,14.764,127.9,0.939
PBP03_2,powder,Pb_Ll,9.184,28.013,0.206
,,,,,
PBP03_1,powder,Pb_La1,10.55,665.617,5.052
PBP03_1,powder,Pb_La2,10.449,72.99,0.556
PBP03_1,powder,Pb_Lb1,12.613,492.38,3.749
PBP03_1,powder,Pb_Lb2,12.621,231.822,1.765
PBP03_1,powder,Pb_Lb3,12.793,63.383,0.483
PBP03_1,powder,Pb_Lb4,12.306,47.704,0.363
PBP03_1,powder,Pb_Lg1,14.764,125.669,0.957
PBP03_1,powder,Pb_Ll,9.184,27.337,0.208
,,,,,
PBP02_3,powder,Pb_La1,10.55,553.264,4.848
PBP02_3,powder,Pb_La2,10.449,60.857,0.533
PBP02_3,powder,Pb_Lb1,12.613,409.305,3.592
PBP02_3,powder,Pb_Lb2,12.621,192.983,1.691
PBP02_3,powder,Pb_Lb3,12.793,52.762,0.462
PBP02_3,powder,Pb_Lb4,12.306,39.718,0.348
PBP02_3,powder,Pb_Lg1,14.764,104.696,0.917
PBP02_3,powder,Pb_Ll,9.184,22.819,0.2
,,,,,
PBP02_2,powder,Pb_La1,10.55,519.175,4.709
PBP02_2,powder,Pb_La2,10.449,57.106,0.518
PBP02_2,powder,Pb_Lb1,12.613,384.871,3.491
PBP02_2,powder,Pb_Lb2,12.621,181.193,1.644
PBP02_2,powder,Pb_Lb3,12.793,49.542,0.449
PBP02_2,powder,Pb_Lb4,12.306,37.29,0.338
PBP02_2,powder,Pb_Lg1,14.764,98.396,0.893
PBP02_2,powder,Pb_Ll,9.184,21.4,0.194
sample_id,method,line,energy_keV,int_cts_s,err_int
PBP02_1,powder,Pb Lα1,10.55,534.873,4.813
PBP02_1,powder,Pb Lα2,10.449,58.83,0.529
PBP02_1,powder,Pb Lβ1,12.613,396.97,3.572
PBP02_1,powder,Pb Lβ2,12.621,186.892,1.682
PBP02_1,powder,Pb Lβ3,12.793,51.102,0.46
PBP02_1,powder,Pb Lβ4,12.306,38.458,0.346
PBP02_1,powder,Pb Lγ1,14.764,101.539,0.914
PBP02_1,powder,Pb Ll,9.184,22.031,0.198
PBP01_3,powder,Pb Lα1,10.55,97.488,3.059
PBP01_3,powder,Pb Lα2,10.449,10.722,0.336
PBP01_3,powder,Pb Lβ1,12.613,72.482,2.275
PBP01_3,powder,Pb Lβ2,12.621,34.119,1.071
PBP01_3,powder,Pb Lβ3,12.793,9.332,0.293
PBP01_3,powder,Pb Lβ4,12.306,7.021,0.22
PBP01_3,powder,Pb Lγ1,14.764,18.678,0.586
PBP01_3,powder,Pb Ll,9.184,4.012,0.126
PBP01_2,powder,Pb Lα1,10.55,134.755,3.108
PBP01_2,powder,Pb Lα2,10.449,14.82,0.342
PBP01_2,powder,Pb Lβ1,12.613,100.245,2.312
PBP01_2,powder,Pb Lβ2,12.621,47.187,1.088
PBP01_2,powder,Pb Lβ3,12.793,12.907,0.298
PBP01_2,powder,Pb Lβ4,12.306,9.709,0.224
PBP01_2,powder,Pb Lγ1,14.764,25.831,0.596
PBP01_2,powder,Pb Ll,9.184,5.542,0.128
PBP01_1,powder,Pb Lα1,10.55,117.592,3.094
PBP01_1,powder,Pb Lα2,10.449,12.932,0.34
PBP01_1,powder,Pb Lβ1,12.613,87.53,2.303
PBP01_1,powder,Pb Lβ2,12.621,41.202,1.084
PBP01_1,powder,Pb Lβ3,12.793,11.27,0.297
PBP01_1,powder,Pb Lβ4,12.306,8.477,0.223
PBP01_1,powder,Pb Lγ1,14.764,22.566,0.594
PBP01_1,powder,Pb Ll,9.184,4.832,0.127
1642,pellet,Pb Lα1,10.55,685.954,3.965
1642,pellet,Pb Lα2,10.449,75.508,0.436
1642,pellet,Pb Lβ1,12.613,503.136,2.908
1642,pellet,Pb Lβ2,12.621,236.868,1.369
1642,pellet,Pb Lβ3,12.793,64.722,0.374
1642,pellet,Pb Lβ4,12.306,48.809,0.282
1642,pellet,Pb Lγ1,14.764,127.848,0.739
1642,pellet,Pb Ll,9.184,29.137,0.168
sample_id,method,line_symbol,energy_keV,cts_per_s,error
JPL15,powder,Pb_La1,10.55,50.699,2.871
JPL15,powder,Pb_La2,10.449,5.582,0.316
JPL15,powder,Pb_Lb1,12.613,37.144,2.103
JPL15,powder,Pb_Lb2,12.621,17.483,0.99
JPL15,powder,Pb_Lb3,12.793,4.778,0.271
JPL15,powder,Pb_Lb4,12.306,3.604,0.204
JPL15,powder,Pb_Lg1,14.764,9.509,0.538
JPL15,powder,Pb_Ll,9.184,2.123,0.12
sample_id,method,line_symbol,energy_keV,cts_per_s,error
JPL18,powder,Pb_La1,10.55,78.879,3.203
JPL18,powder,Pb_La2,10.449,8.685,0.353
JPL18,powder,Pb_Lb1,12.613,57.714,2.344
JPL18,powder,Pb_Lb2,12.621,27.165,1.103
JPL18,powder,Pb_Lb3,12.793,7.423,0.301
JPL18,powder,Pb_Lb4,12.306,5.6,0.227
JPL18,powder,Pb_Lg1,14.764,14.76,0.599
JPL18,powder,Pb_Ll,9.184,3.317,0.135
,,,,,
JPL59,powder,Pb_La1,10.55,124.172,3.491
JPL59,powder,Pb_La2,10.449,13.67,0.384
JPL59,powder,Pb_Lb1,12.613,91.008,2.559
JPL59,powder,Pb_Lb2,12.621,42.837,1.204
JPL59,powder,Pb_Lb3,12.793,11.707,0.329
JPL59,powder,Pb_Lb4,12.306,8.829,0.248
JPL59,powder,Pb_Lg1,14.764,23.278,0.654
JPL59,powder,Pb_Ll,9.184,5.21,0.146
,,,,,
JPL25,powder,Pb_La1,10.55,50.699,2.871
JPL25,powder,Pb_La2,10.449,5.582,0.316
JPL25,powder,Pb_Lb1,12.613,37.144,2.103
JPL25,powder,Pb_Lb2,12.621,17.483,0.99
JPL25,powder,Pb_Lb3,12.793,4.778,0.271
JPL25,powder,Pb_Lb4,12.306,3.604,0.204
JPL25,powder,Pb_Lg1,14.764,9.509,0.538
JPL25,powder,Pb_Ll,9.184,2.123,0.12
sample_id,method,line_symbol,energy_keV,cts_per_s,error
JPL68,powder,Pb_La1,10.55,92.176,3.393
JPL68,powder,Pb_La2,10.449,10.148,0.374
JPL68,powder,Pb_Lb1,12.613,67.476,2.484
JPL68,powder,Pb_Lb2,12.621,31.761,1.169
JPL68,powder,Pb_Lb3,12.793,8.679,0.319
JPL68,powder,Pb_Lb4,12.306,6.547,0.241
JPL68,powder,Pb_Lg1,14.764,17.255,0.635
JPL68,powder,Pb_Ll,9.184,3.887,0.143
,,,,,
1606,powder,Pb_La1,10.55,32.486,2.508
1606,powder,Pb_La2,10.449,3.573,0.276
1606,powder,Pb_Lb1,12.613,24.127,1.863
1606,powder,Pb_Lb2,12.621,11.357,0.877
1606,powder,Pb_Lb3,12.793,3.106,0.24
1606,powder,Pb_Lb4,12.306,2.337,0.18
1606,powder,Pb_Lg1,14.764,6.224,0.481
1606,powder,Pb_Ll,9.184,1.356,0.105
,,,,,
1639,powder,Pb_La1,10.55,121.678,3.551
1639,powder,Pb_La2,10.449,13.394,0.391
1639,powder,Pb_Lb1,12.613,89.28,2.606
1639,powder,Pb_Lb2,12.621,42.024,1.227
1639,powder,Pb_Lb3,12.793,11.485,0.335
1639,powder,Pb_Lb4,12.306,8.66,0.253
1639,powder,Pb_Lg1,14.764,22.844,0.667
1639,powder,Pb_Ll,9.184,5.097,0.149
,,,,,
1601,powder,Pb_La1,10.55,45.032,2.888
1601,powder,Pb_La2,10.449,4.957,0.318
1601,powder,Pb_Lb1,12.613,33.079,2.122
1601,powder,Pb_Lb2,12.621,15.57,0.999
1601,powder,Pb_Lb3,12.793,4.256,0.273
1601,powder,Pb_Lb4,12.306,3.208,0.206
1601,powder,Pb_Lg1,14.764,8.483,0.544
1601,powder,Pb_Ll,9.184,1.883,0.121
,,,,,
JPL73,powder,Pb_La1,10.55,1339.956,7.498
JPL73,powder,Pb_La2,10.449,147.546,0.826
JPL73,powder,Pb_Lb1,12.613,978.166,5.473
JPL73,powder,Pb_Lb2,12.621,460.576,2.577
JPL73,powder,Pb_Lb3,12.793,125.788,0.704
JPL73,powder,Pb_Lb4,12.306,94.945,0.531
JPL73,powder,Pb_Lg1,14.764,246.359,1.378
JPL73,powder,Pb_Ll,9.184,57.847,0.324
JPL76,powder,Pb-La1,10.55,451.6,4.794
JPL76,powder,Pb-La2,10.449,49.717,0.528
JPL76,powder,Pb-Lb1,12.613,330.799,3.512
JPL76,powder,Pb-Lb2,12.621,155.721,1.653
JPL76,powder,Pb-Lb3,12.793,42.551,0.452
JPL76,powder,Pb-Lb4,12.306,32.094,0.341
JPL76,powder,Pb-Leta,11.348,8.75,0.093
JPL76,powder,Pb-Lg1,14.764,84.302,0.895
JPL76,powder,Pb-Ll,9.184,19.403,0.206
JPL07,powder,Pb_La1,10.55,106.062,3.321
JPL07,powder,Pb_La2,10.449,11.676,0.366
JPL07,powder,Pb_Lb1,12.613,77.758,2.434
JPL07,powder,Pb_Lb2,12.621,36.601,1.146
JPL07,powder,Pb_Lb3,12.793,10.003,0.313
JPL07,powder,Pb_Lb4,12.306,7.543,0.236
JPL07,powder,Pb_Lg1,14.764,19.904,0.623
JPL07,powder,Pb_Ll,9.184,4.457,0.14
JPL06,powder,Pb_La1,10.55,54.738,2.951
JPL06,powder,Pb_La2,10.449,6.026,0.325
JPL06,powder,Pb_Lb1,12.613,40.183,2.166
JPL06,powder,Pb_Lb2,12.621,18.91,1.02
JPL06,powder,Pb_Lb3,12.793,5.17,0.279
JPL06,powder,Pb_Lb4,12.306,3.897,0.21
JPL06,powder,Pb_Lg1,14.764,10.3,0.555
JPL06,powder,Pb_Ll,9.184,2.287,0.123
