Method,FP_Slope,FP_Intercept,FP_R2,Int_Slope,Int_Intercept,Int_R2,LOD_ppm,LOQ_ppm,Blank_SD
pellet,3.0352696871628915,100.24595469255632,0.9947438561512465,1.9918075728155342,52.22778640776687,0.9979484723506221,7.774665946317067,25.91555315439022,5.161879502661795
powder,1.1763440860215053,89.96236559139788,0.9199770171010686,0.6617029569892473,69.9709005376344,0.9128788279843463,14.787383039303254,49.29127679767751,3.2616183610798686
