Prep,Slope,Intercept,R_squared,P_value,Slope_SE,LOD_ppm,LOQ_ppm
pellet,1.9979118279569892,47.42068548387101,0.9987182074030668,0.0006411018042282721,0.05061144254511561,7.750911872732933,25.836372909109777
powder,0.661679301075269,69.9895295698924,0.9145219104447365,0.04369361058040788,0.14304177720382713,20.909300409145132,69.69766803048377
