Prep,Matrix,N_samples,Pb_range_ppm,Slope,Intercept,R_squared,LOD_ppm,LOQ_ppm,CV_RMSE_ppm,CV_MAE_ppm,Mean_Recovery_pct
pellet,ash,32,14-804,1.1276871171471838,6.024900536240466,0.8860050182169469,197.00474075507677,656.6824691835893,101.35367026172143,45.88669787665577,105.60262323224649
powder,ash,24,14-557,0.9414512084039525,23.54886415141239,0.7140624667748775,241.99488892798954,806.6496297599653,177.23530186397997,71.08668945669228,97.14129686457932
