site,longitude,latitude,elev_dem,distance_m
COLUMNA_5_LOS_AMIGOS,-70.102788,-12.557217,289.0,-1316.9
COLUMNA_5_LOS_AMIGOS,-70.102557,-12.557217,289.0,-1291.9
COLUMNA_5_LOS_AMIGOS,-70.102327,-12.557217,290.0,-1266.9
COLUMNA_5_LOS_AMIGOS,-70.102096,-12.557217,290.0,-1241.9
COLUMNA_5_LOS_AMIGOS,-70.101865,-12.557217,291.0,-1216.9
COLUMNA_5_LOS_AMIGOS,-70.101634,-12.557217,293.0,-1191.9
COLUMNA_5_LOS_AMIGOS,-70.101404,-12.557217,296.0,-1166.9
COLUMNA_5_LOS_AMIGOS,-70.101173,-12.557217,297.0,-1141.9
COLUMNA_5_LOS_AMIGOS,-70.100942,-12.557217,294.0,-1116.9
COLUMNA_5_LOS_AMIGOS,-70.100711,-12.557217,294.0,-1091.9
COLUMNA_5_LOS_AMIGOS,-70.100481,-12.557217,289.0,-1066.9
COLUMNA_5_LOS_AMIGOS,-70.10025,-12.557217,284.0,-1041.9
COLUMNA_5_LOS_AMIGOS,-70.100019,-12.557217,281.0,-1016.9
COLUMNA_5_LOS_AMIGOS,-70.099788,-12.557217,282.0,-991.9
COLUMNA_5_LOS_AMIGOS,-70.099558,-12.557217,286.0,-966.9
COLUMNA_5_LOS_AMIGOS,-70.099327,-12.557217,286.0,-941.9
COLUMNA_5_LOS_AMIGOS,-70.099096,-12.557217,290.0,-916.9
COLUMNA_5_LOS_AMIGOS,-70.098865,-12.557217,291.0,-891.9
COLUMNA_5_LOS_AMIGOS,-70.098635,-12.557217,291.0,-866.9
COLUMNA_5_LOS_AMIGOS,-70.098404,-12.557217,291.0,-841.9
COLUMNA_5_LOS_AMIGOS,-70.098173,-12.557217,291.0,-816.9
COLUMNA_5_LOS_AMIGOS,-70.097942,-12.557217,291.0,-791.9
COLUMNA_5_LOS_AMIGOS,-70.097712,-12.557217,289.0,-766.9
COLUMNA_5_LOS_AMIGOS,-70.097481,-12.557217,287.0,-741.9
COLUMNA_5_LOS_AMIGOS,-70.09725,-12.557217,284.0,-716.9
COLUMNA_5_LOS_AMIGOS,-70.097019,-12.557217,278.0,-691.9
COLUMNA_5_LOS_AMIGOS,-70.096789,-12.557217,274.0,-666.9
COLUMNA_5_LOS_AMIGOS,-70.096558,-12.557217,274.0,-641.9
COLUMNA_5_LOS_AMIGOS,-70.096327,-12.557217,265.0,-616.9
COLUMNA_5_LOS_AMIGOS,-70.096096,-12.557217,254.0,-591.9
COLUMNA_5_LOS_AMIGOS,-70.095866,-12.557217,247.0,-566.9
COLUMNA_5_LOS_AMIGOS,-70.095635,-12.557217,245.0,-541.9
COLUMNA_5_LOS_AMIGOS,-70.095404,-12.557217,246.0,-516.9
COLUMNA_5_LOS_AMIGOS,-70.095173,-12.557217,246.0,-491.9
COLUMNA_5_LOS_AMIGOS,-70.094943,-12.557217,246.0,-466.9
COLUMNA_5_LOS_AMIGOS,-70.094712,-12.557217,244.0,-441.9
COLUMNA_5_LOS_AMIGOS,-70.094481,-12.557217,242.0,-416.9
COLUMNA_5_LOS_AMIGOS,-70.09425,-12.557217,241.0,-391.9
COLUMNA_5_LOS_AMIGOS,-70.09402,-12.557217,238.0,-366.9
COLUMNA_5_LOS_AMIGOS,-70.093789,-12.557217,238.0,-341.9
COLUMNA_5_LOS_AMIGOS,-70.093558,-12.557217,231.0,-316.9
COLUMNA_5_LOS_AMIGOS,-70.093327,-12.557217,230.0,-291.9
COLUMNA_5_LOS_AMIGOS,-70.093097,-12.557217,230.0,-266.9
COLUMNA_5_LOS_AMIGOS,-70.092866,-12.557217,232.0,-241.9
COLUMNA_5_LOS_AMIGOS,-70.092635,-12.557217,231.0,-216.9
COLUMNA_5_LOS_AMIGOS,-70.092404,-12.557217,231.0,-191.9
COLUMNA_5_LOS_AMIGOS,-70.092174,-12.557217,229.0,-166.9
COLUMNA_5_LOS_AMIGOS,-70.091943,-12.557217,229.0,-141.9
COLUMNA_5_LOS_AMIGOS,-70.091712,-12.557217,230.0,-116.9
COLUMNA_5_LOS_AMIGOS,-70.091482,-12.557217,236.0,-91.9
COLUMNA_5_LOS_AMIGOS,-70.091251,-12.557217,236.0,-66.9
COLUMNA_5_LOS_AMIGOS,-70.09102,-12.557217,242.0,-41.9
COLUMNA_5_LOS_AMIGOS,-70.090789,-12.557217,245.0,-16.9
COLUMNA_5_LOS_AMIGOS,-70.090559,-12.557217,245.0,8.1
COLUMNA_5_LOS_AMIGOS,-70.090328,-12.557217,244.0,33.1
COLUMNA_5_LOS_AMIGOS,-70.090097,-12.557217,243.0,58.1
COLUMNA_5_LOS_AMIGOS,-70.089866,-12.557217,243.0,83.1
COLUMNA_5_LOS_AMIGOS,-70.089636,-12.557217,242.0,108.1
COLUMNA_5_LOS_AMIGOS,-70.089405,-12.557217,242.0,133.1
COLUMNA_5_LOS_AMIGOS,-70.089174,-12.557217,243.0,158.1
COLUMNA_5_LOS_AMIGOS,-70.088943,-12.557217,246.0,183.1
COLUMNA_5_LOS_AMIGOS,-70.088713,-12.557217,244.0,208.1
COLUMNA_5_LOS_AMIGOS,-70.088482,-12.557217,244.0,233.1
COLUMNA_5_LOS_AMIGOS,-70.088251,-12.557217,241.0,258.1
COLUMNA_5_LOS_AMIGOS,-70.08802,-12.557217,239.0,283.1
COLUMNA_5_LOS_AMIGOS,-70.08779,-12.557217,237.0,308.1
COLUMNA_5_LOS_AMIGOS,-70.087559,-12.557217,236.0,333.1
COLUMNA_5_LOS_AMIGOS,-70.087328,-12.557217,235.0,358.1
COLUMNA_5_LOS_AMIGOS,-70.087097,-12.557217,235.0,383.1
COLUMNA_5_LOS_AMIGOS,-70.086867,-12.557217,235.0,408.1
COLUMNA_5_LOS_AMIGOS,-70.086636,-12.557217,236.0,433.1
COLUMNA_5_LOS_AMIGOS,-70.086405,-12.557217,238.0,458.1
COLUMNA_5_LOS_AMIGOS,-70.086174,-12.557217,240.0,483.1
COLUMNA_5_LOS_AMIGOS,-70.085944,-12.557217,240.0,508.1
COLUMNA_5_LOS_AMIGOS,-70.085713,-12.557217,240.0,533.1
COLUMNA_5_LOS_AMIGOS,-70.085482,-12.557217,239.0,558.1
COLUMNA_5_LOS_AMIGOS,-70.085251,-12.557217,237.0,583.1
COLUMNA_5_LOS_AMIGOS,-70.085021,-12.557217,238.0,608.1
COLUMNA_5_LOS_AMIGOS,-70.08479,-12.557217,239.0,633.1
COLUMNA_5_LOS_AMIGOS,-70.084559,-12.557217,240.0,658.1
COLUMNA_5_LOS_AMIGOS,-70.084328,-12.557217,240.0,683.1
COLUMNA_5_LOS_AMIGOS,-70.084098,-12.557217,240.0,708.1
COLUMNA_5_LOS_AMIGOS,-70.083867,-12.557217,243.0,733.1
COLUMNA_5_LOS_AMIGOS,-70.083636,-12.557217,244.0,758.1
COLUMNA_5_LOS_AMIGOS,-70.083405,-12.557217,246.0,783.1
COLUMNA_5_LOS_AMIGOS,-70.083175,-12.557217,247.0,808.1
COLUMNA_5_LOS_AMIGOS,-70.082944,-12.557217,247.0,833.1
COLUMNA_5_LOS_AMIGOS,-70.082713,-12.557217,246.0,858.1
COLUMNA_5_LOS_AMIGOS,-70.082482,-12.557217,245.0,883.1
COLUMNA_5_LOS_AMIGOS,-70.082252,-12.557217,246.0,908.1
COLUMNA_5_LOS_AMIGOS,-70.082021,-12.557217,247.0,933.1
COLUMNA_5_LOS_AMIGOS,-70.08179,-12.557217,247.0,958.1
COLUMNA_5_LOS_AMIGOS,-70.081559,-12.557217,247.0,983.1
COLUMNA_5_LOS_AMIGOS,-70.081329,-12.557217,245.0,1008.1
COLUMNA_5_LOS_AMIGOS,-70.081098,-12.557217,238.0,1033.1
COLUMNA_5_LOS_AMIGOS,-70.080867,-12.557217,232.0,1058.1
COLUMNA_5_LOS_AMIGOS,-70.080637,-12.557217,231.0,1083.1
COLUMNA_5_LOS_AMIGOS,-70.080406,-12.557217,234.0,1108.1
COLUMNA_5_LOS_AMIGOS,-70.080175,-12.557217,234.0,1133.1
COLUMNA_5_LOS_AMIGOS,-70.079944,-12.557217,236.0,1158.1
COLUMNA_5_LOS_AMIGOS,-70.079714,-12.557217,237.0,1183.1
COLUMNA_5_LOS_AMIGOS,-70.079483,-12.557217,236.0,1208.1
COLUMNA_5_LOS_AMIGOS,-70.079252,-12.557217,237.0,1233.1
COLUMNA_5_LOS_AMIGOS,-70.079021,-12.557217,237.0,1258.1
COLUMNA_5_LOS_AMIGOS,-70.078791,-12.557217,237.0,1283.1
COLUMNA_5_LOS_AMIGOS,-70.07856,-12.557217,234.0,1308.1
COLUMNA_5_LOS_AMIGOS,-70.078329,-12.557217,235.0,1333.1
COLUMNA_5_LOS_AMIGOS,-70.078098,-12.557217,238.0,1358.1
COLUMNA_5_LOS_AMIGOS,-70.077868,-12.557217,241.0,1383.1
COLUMNA_5_LOS_AMIGOS,-70.077637,-12.557217,241.0,1408.1
COLUMNA_5_LOS_AMIGOS,-70.077406,-12.557217,241.0,1433.1
COLUMNA_5_LOS_AMIGOS,-70.077175,-12.557217,241.0,1458.1
COLUMNA_5_LOS_AMIGOS,-70.076945,-12.557217,245.0,1483.1
COLUMNA_5_LOS_AMIGOS,-70.076714,-12.557217,246.0,1508.1
COLUMNA_5_LOS_AMIGOS,-70.076483,-12.557217,243.0,1533.1
COLUMNA_5_LOS_AMIGOS,-70.076252,-12.557217,243.0,1558.1
COLUMNA_5_LOS_AMIGOS,-70.076022,-12.557217,242.0,1583.1
COLUMNA_5_LOS_AMIGOS,-70.075791,-12.557217,240.0,1608.1
COLUMNA_5_LOS_AMIGOS,-70.07556,-12.557217,238.0,1633.1
COLUMNA_5_LOS_AMIGOS,-70.075329,-12.557217,234.0,1658.1
COLUMNA_5_LOS_AMIGOS,-70.075099,-12.557217,234.0,1683.1
COLUMNA_5_LOS_AMIGOS,-70.074868,-12.557217,234.0,1708.1
COLUMNA_5_LOS_AMIGOS,-70.074637,-12.557217,237.0,1733.1
COLUMNA_5_LOS_AMIGOS,-70.074406,-12.557217,240.0,1758.1
COLUMNA_5_LOS_AMIGOS,-70.074176,-12.557217,241.0,1783.1
COLUMNA_5_LOS_AMIGOS,-70.073945,-12.557217,240.0,1808.1
COLUMNA_5_LOS_AMIGOS,-70.073714,-12.557217,237.0,1833.1
COLUMNA_5_LOS_AMIGOS,-70.073483,-12.557217,237.0,1858.1
COLUMNA_5_LOS_AMIGOS,-70.073253,-12.557217,235.0,1883.1
COLUMNA_5_LOS_AMIGOS,-70.073022,-12.557217,233.0,1908.1
COLUMNA_5_LOS_AMIGOS,-70.072791,-12.557217,231.0,1933.1
COLUMNA_5_LOS_AMIGOS,-70.07256,-12.557217,232.0,1958.1
COLUMNA_5_LOS_AMIGOS,-70.07233,-12.557217,236.0,1983.1
COLUMNA_5_LOS_AMIGOS,-70.072099,-12.557217,236.0,2008.1
COLUMNA_5_LOS_AMIGOS,-70.071868,-12.557217,237.0,2033.1
COLUMNA_5_LOS_AMIGOS,-70.071637,-12.557217,237.0,2058.1
COLUMNA_5_LOS_AMIGOS,-70.071407,-12.557217,240.0,2083.1
COLUMNA_5_LOS_AMIGOS,-70.071176,-12.557217,241.0,2108.1
COLUMNA_5_LOS_AMIGOS,-70.070945,-12.557217,240.0,2133.1
COLUMNA_5_LOS_AMIGOS,-70.070714,-12.557217,240.0,2158.1
