sample,filepath,comment,O_pct,O_ppm,O_err,Mg_pct,Mg_ppm,Mg_err,Al_pct,Al_ppm,Al_err,Si_pct,Si_ppm,Si_err,P_pct,P_ppm,P_err,S_pct,S_ppm,S_err,K_pct,K_ppm,K_err,Ca_pct,Ca_ppm,Ca_err,Ti_pct,Ti_ppm,Ti_err,Mn_pct,Mn_ppm,Mn_err,Fe_pct,Fe_ppm,Fe_err,Ni_pct,Ni_ppm,Ni_err,Cu_pct,Cu_ppm,Cu_err,Zn_pct,Zn_ppm,Zn_err,Ga_pct,Ga_ppm,Ga_err,Rb_pct,Rb_ppm,Rb_err,Sr_pct,Sr_ppm,Sr_err,Y_pct,Y_ppm,Y_err,Zr_pct,Zr_ppm,Zr_err,Nb_pct,Nb_ppm,Nb_err,Ba_pct,Ba_ppm,Ba_err,Pb_pct,Pb_ppm,Pb_err,As_pct,As_ppm,As_err,Rh_pct,Rh_ppm,Rh_err,Sn_pct,Sn_ppm,Sn_err,Te_pct,Te_ppm,Te_err,Cl_pct,Cl_ppm,Cl_err,Mo_pct,Mo_ppm,Mo_err,Ag_pct,Ag_ppm,Ag_err,I_pct,I_ppm,I_err,La_pct,La_ppm,La_err,Ce_pct,Ce_ppm,Ce_err,Er_pct,Er_ppm,Er_err,Yb_pct,Yb_ppm,Yb_err,Ta_pct,Ta_ppm,Ta_err,Th_pct,Th_ppm,Th_err,U_pct,U_ppm,U_err,Ge_pct,Ge_ppm,Ge_err,Se_pct,Se_ppm,Se_err,W_pct,W_ppm,W_err,Gd_pct,Gd_ppm,Gd_err,Hf_pct,Hf_ppm,Hf_err,Sb_pct,Sb_ppm,Sb_err,Cd_pct,Cd_ppm,Cd_err,Re_pct,Re_ppm,Re_err,Br_pct,Br_ppm,Br_err,V_pct,V_ppm,V_err,Cr_pct,Cr_ppm,Cr_err,Cs_pct,Cs_ppm,Cs_err,In_pct,In_ppm,In_err,Co_pct,Co_ppm,Co_err,Bi_pct,Bi_ppm,Bi_err,Na_pct,Na_ppm,Na_err,Ir_pct,Ir_ppm,Ir_err,Pd_pct,Pd_ppm,Pd_err,Au_pct,Au_ppm,Au_err,Ru_pct,Ru_ppm,Ru_err,Os_pct,Os_ppm,Os_err,Tm_pct,Tm_ppm,Tm_err
1590_bkB.L,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1590_bkB.L.prf,1590_bkB.L,40.808,408080.0,0.112,2.56,25600.0,0.237,6.696,66960.0,0.077,18.592,185920.0,0.067,0.229,2290.0,0.008,0.357,3570.0,0.003,6.015,60150.0,0.067,11.122,111220.0,0.049,1.143,11430.0,0.011,0.225,2250.0,0.003,10.186,101860.0,0.03,0.0172,172.0,0.0005,0.298,2980.0,0.002,0.23,2300.0,0.001,0.0045,45.0,0.0003,0.0219,219.0,0.0004,0.087,869.9999999999999,0.001,0.0022,22.0,0.0004,0.01,100.0,0.0005,0.0018,18.0,0.0004,0.061,610.0,0.005,0.0182,182.0,0.001,0.0018,18.0,0.0003,,,,,,,,,,1.193,11930.0,0.005,0.0022,22.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048,48.0,0.0011,0.0052,52.0,0.0009,,,,0.055,550.0,0.0,0.0427,427.0,0.0045,0.0115,115.0,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPL43,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/JPL43.prf,JPL43_bkB.s,42.128,421280.0,0.149,2.268,22679.999999999996,0.263,4.867,48670.0,0.086,22.377,223770.0,0.096,0.323,3230.0,0.01,0.298,2980.0,0.004,8.356,83560.0,0.162,9.495,94949.99999999999,0.089,0.89,8900.0,0.021,0.228,2280.0,0.006,8.459,84590.0,0.037,0.0069,69.0,0.0008,0.059,590.0,0.001,0.058,580.0,0.001,0.0044,44.0,0.0005,0.0159,159.0,0.0007,0.081,810.0,0.001,0.0049,49.0,0.0007,0.0246,246.0,0.0009,0.0039,39.0,0.0006,,,,0.0232,232.0,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,290.0,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPL94,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/JPL94.prf,JPL94_bkB.S,41.023,410230.00000000006,0.163,1.946,19460.0,0.304,6.632,66320.0,0.102,19.043,190430.0,0.095,0.269,2690.0,0.01,0.373,3730.0,0.005,8.099,80990.0,0.172,10.612,106120.0,0.101,1.039,10390.0,0.024,0.295,2950.0,0.007,10.211,102110.0,0.048,0.0083,83.0,0.001,0.0315,315.0,0.0012,0.155,1550.0,0.002,0.0065,65.0,0.0007,0.0265,265.0,0.001,0.097,970.0,0.001,0.0094,94.0,0.001,0.0426,426.0,0.0012,,,,,,,0.0319,319.0,0.0024,0.0034,34.0,0.0008,,,,,,,,,,,,,,,,,,,0.0388,388.0,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074,74.0,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590_B.S_3,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1590_B.S_3.prf,1590_B.S_3,44.152,441520.0,0.118,1.936,19360.0,0.212,8.177,81770.0,0.09,24.34,243400.0,0.084,0.167,1670.0,0.008,0.138,1380.0000000000002,0.003,6.49,64900.0,0.085,5.617,56170.0,0.04,0.806,8060.000000000001,0.011,0.151,1510.0,0.002,7.347,73470.0,0.022,0.0057,57.0,0.0004,0.084,840.0,0.001,0.073,730.0,0.001,0.0049,49.0,0.0002,0.0208,208.0,0.0003,0.073,730.0,0.0,0.0031,31.0,0.0003,0.0219,219.0,0.0004,0.0017,17.0,0.0003,0.061,610.0,0.005,0.0153,153.0,0.0008,0.0023,23.0,0.0003,,,,,,,,,,0.285,2849.9999999999995,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0256,256.0,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630_bkB.L,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1630_bkB.L.prf,1630_bkB.L,43.777,437770.0,0.089,1.86,18600.0,0.163,7.707,77070.0,0.065,23.808,238080.0,0.062,0.128,1280.0,0.005,0.259,2590.0,0.003,7.574,75740.0,0.07,5.21,52100.0,0.03,1.092,10920.0,0.01,0.179,1790.0,0.002,8.088,80879.99999999999,0.019,0.0055,55.0,0.0003,0.0104,104.0,0.0003,0.053,530.0,0.0,0.0047,47.0,0.0002,0.0226,226.0,0.0003,0.054,540.0,0.0,0.006,60.0,0.0003,0.0425,425.0,0.0004,0.0047,47.0,0.0003,0.063,630.0,0.004,0.0192,192.0,0.0007,0.002,20.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,184.0,0.0037,0.0108,108.0,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590_B.S_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1590_B.S_1.prf,1590_B.S_1,43.653,436530.0,0.122,1.794,17940.0,0.227,8.038,80380.0,0.092,23.263,232630.00000000003,0.084,0.169,1690.0,0.008,0.172,1719.9999999999998,0.003,5.845,58450.0,0.083,7.041,70410.0,0.044,0.968,9680.0,0.012,0.161,1610.0,0.003,8.095,80950.0,0.025,0.0061,61.0,0.0004,0.113,1130.0,0.001,0.084,840.0,0.001,0.0043,43.0,0.0003,0.0202,202.0,0.0004,0.076,760.0,0.0,0.0039,39.0,0.0004,0.0214,214.0,0.0005,0.0011,11.0,0.0003,0.064,640.0,0.005,0.0185,185.0,0.0009,0.0018,18.0,0.0003,,,,,,,,,,0.328,3280.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0205,205.0,0.0003,0.0392,392.0,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1685.prf,1685_bkB,44.656,446560.0,0.127,1.415,14150.0,0.228,7.258,72580.0,0.094,26.229,262290.0,0.094,0.073,730.0,0.006,0.0493,493.0,0.0024,7.046,70460.0,0.093,3.6,36000.0,0.034,0.886,8860.0,0.011,0.131,1310.0,0.002,8.337,83370.0,0.026,0.0059,59.0,0.0004,0.0064,64.0,0.0003,0.0175,175.0,0.0004,0.004,40.0,0.0003,0.0188,188.0,0.0004,0.058,580.0,0.0,0.0069,69.0,0.0004,0.056,560.0,0.001,0.0025,25.0,0.0003,0.083,830.0,0.006,0.0048,48.0,0.0008,0.0021,21.0,0.0002,,,,,,,0.0121,121.0,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0329,329.0,0.0048,0.0093,93.0,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPL40,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/JPL40.prf,JPL40_bkB.S,37.672,376719.99999999994,0.165,2.882,28820.0,0.349,4.333,43330.0,0.102,14.009,140090.0,0.081,0.557,5570.000000000001,0.013,0.393,3930.0,0.005,9.826,98260.0,0.159,19.972,199720.0,0.135,1.003,10029.999999999998,0.025,0.399,3990.0,0.008,8.592,85920.0,0.045,0.0102,102.0,0.001,0.0436,436.0,0.0013,0.092,920.0,0.002,0.0057,57.0,0.0006,0.0189,189.0,0.0009,0.145,1450.0,0.001,0.0046,46.0,0.0009,0.0062,62.0,0.0011,,,,,,,0.0317,317.0,0.0023,0.0028,28.0,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPL79_bkB.S,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/JPL79_bkB.S.prf,JPL79_bkB.S,39.355,393549.99999999994,0.165,1.615,16150.0,0.346,4.548,45480.0,0.1,14.914,149140.0,0.083,0.251,2510.0,0.011,1.301,13010.0,0.009,5.86,58600.0,0.132,20.15,201500.0,0.125,4.818,48179.99999999999,0.05,0.165,1650.0,0.005,4.961,49610.0,0.028,0.0134,134.0,0.001,0.0492,492.0,0.0014,0.737,7370.0,0.005,0.0037,37.0,0.0007,0.0169,169.0,0.0007,0.092,920.0,0.001,0.0051,51.0,0.0008,0.0266,266.0,0.001,,,,0.253,2530.0,0.012,0.254,2540.0,0.004,,,,,,,,,,,,,0.574,5740.0,0.005,0.0039,39.0,0.0008,0.0038,38.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0271,271.0,0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPL33,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/JPL33.prf,JPL33_bkB.S,40.681,406810.0,0.153,2.265,22650.0,0.29,6.479,64790.0,0.102,17.66,176600.0,0.087,0.328,3280.0,0.011,0.445,4450.0,0.005,7.113,71130.0,0.153,11.326,113260.0,0.097,1.618,16180.000000000002,0.028,0.308,3080.0,0.007,11.371,113710.0,0.05,0.0115,115.0,0.001,0.0284,284.0,0.0011,0.151,1510.0,0.002,0.0073,73.0,0.0006,0.0255,255.0,0.0009,0.106,1060.0,0.001,0.0078,78.0,0.001,0.0355,355.0,0.0011,0.0037,37.0,0.0008,,,,0.0264,264.0,0.0023,0.0029,29.0,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1620.prf,1620_bkB.S,43.402,434020.0,0.146,1.64,16400.0,0.241,8.178,81780.00000000001,0.097,22.757,227570.0,0.094,0.165,1650.0,0.009,0.275,2750.0,0.004,7.464,74640.0,0.162,6.161,61609.99999999999,0.075,0.993,9930.0,0.021,0.213,2130.0,0.005,8.554,85540.0,0.036,0.006,60.0,0.0008,0.0165,165.0,0.0008,0.053,530.0,0.001,0.0054,54.0,0.0005,0.0201,201.0,0.0007,0.0442,442.0,0.0007,0.0051,51.0,0.0007,0.0264,264.0,0.0008,0.0021,21.0,0.0006,,,,0.0151,151.0,0.0019,0.0037,37.0,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPL52_bkB.S,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/JPL52_bkB.S.prf,JPL52_bkB.S,38.192,381920.0,0.17,2.43,24300.0,0.355,4.723,47230.0,0.106,14.666,146660.0,0.086,0.468,4680.0,0.012,0.355,3550.0,0.005,8.609,86090.0,0.164,19.165,191650.0,0.135,1.094,10940.0,0.027,0.475,4750.0,0.009,9.393,93930.0,0.05,0.007,70.0,0.0009,0.0222,222.0,0.0011,0.102,1019.9999999999999,0.002,0.0059,59.0,0.0007,0.0222,222.0,0.001,0.198,1980.0,0.002,0.005,50.0,0.001,0.0433,433.0,0.0014,,,,,,,0.0274,274.0,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630_bkA,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1630_bkA.prf,1630_bkA,42.74,427400.0,0.096,1.847,18470.0,0.182,7.78,77800.0,0.071,21.802,218020.0,0.063,0.181,1810.0,0.007,0.339,3390.0000000000005,0.003,8.053,80530.00000000001,0.073,7.07,70700.0,0.036,0.966,9660.0,0.01,0.226,2260.0,0.002,8.54,85399.99999999999,0.021,0.007,70.0,0.0004,0.0185,185.0,0.0004,0.086,859.9999999999999,0.001,0.006,60.0,0.0002,0.0263,263.0,0.0003,0.069,690.0000000000001,0.0,0.0094,94.0,0.0004,0.057,570.0,0.0,0.0036,36.0,0.0003,0.094,940.0,0.005,0.0384,384.0,0.0009,0.0023,23.0,0.0003,,,,,,,0.0076,76.0,0.0019,,,,,,,0.0021,21.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,0.0007,7.0,0.0002,,,,,,,,,,,,,,,,0.0055,55.0,0.0008,,,,,,,0.0235,235.0,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620_bkA,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1620_bkA.prf,1620_bkA,45.112,451120.0,1.472,,,,,,,32.912,329120.0,2.188,,,,,,,8.258,82579.99999999999,0.278,4.975,49750.0,0.164,0.841,8410.0,0.029,0.16,1600.0,0.006,7.475,74750.0,0.244,0.005,50.0,0.0003,0.0102,102.0,0.0004,0.0492,492.0,0.0017,0.0049,49.0,0.0003,0.0194,194.0,0.0007,0.0443,443.0,0.0015,0.0046,46.0,0.0003,0.0261,261.0,0.0009,0.0021,21.0,0.0002,0.0371,371.0,0.0034,0.0166,166.0,0.0009,0.0025,25.0,0.0002,,,,,,,0.0063,63.0,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,189.0,0.0034,0.0195,195.0,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPAH20_bkB,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/XPAH20_bkB.prf,XPAH20_bkB.S,32.775,327750.0,0.202,1.63,16299.999999999998,0.57,0.373,3730.0,0.125,5.086,50860.0,0.058,,,,1.091,10910.0,0.011,,,,52.883,528830.0,0.324,2.919,29190.0,0.05,0.064,640.0,0.005,1.204,12040.0,0.014,0.0235,235.0,0.0014,,,,0.736,7360.0,0.006,,,,,,,0.0448,448.0,0.0009,,,,0.0085,85.0,0.0009,,,,0.44,4400.0,0.016,0.671,6710.0,0.007,,,,,,,,,,,,,,,,0.0035,35.0,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0476,476.0,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPS03,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/GPS03.prf,GPS03_bkB.S,40.13,401300.0,0.157,2.404,24040.0,0.313,6.139,61390.0,0.099,17.123,171230.0,0.087,0.36,3600.0,0.012,0.309,3090.0,0.004,6.616,66160.0,0.14,15.653,156530.0,0.111,0.926,9260.0,0.023,0.411,4110.0,0.008,9.492,94920.00000000001,0.045,0.008,80.0,0.001,0.0272,272.0,0.0011,0.088,880.0,0.002,0.0061,61.0,0.0006,0.0248,248.0,0.0008,0.154,1540.0,0.001,0.0071,71.0,0.0009,0.033,330.0,0.0011,0.0032,32.0,0.0008,,,,0.0401,401.0,0.0021,,,,,,,,,,,,,,,,0.0056,56.0,0.0008,,,,,,,,,,,,,,,,,,,,,,0.0087,87.0,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,330.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPAH29_bkB,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/XPAH29_bkB.prf,XPAH29_bkB.S,42.958,429580.0,0.15,0.424,4240.0,0.075,7.357,73570.0,0.091,37.133,371330.0,0.134,0.236,2360.0,0.02,1.36,13600.000000000002,0.022,73.099,730990.0,0.119,150.105,1501050.0,0.169,1.192,11920.0,0.023,2.252,22519.999999999996,0.027,121.006,1210060.0,0.14,0.455,4550.0,0.022,0.156,1560.0,0.02,0.534,5340.0,0.021,0.088,880.0,0.021,0.0291,291.0,0.0008,0.054,540.0,0.001,0.0088,88.0,0.0008,0.268,2680.0,0.023,0.22,2200.0,0.019,,,,0.017,170.0,0.0019,0.0039,39.0,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620_bkB.S,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/1620_bkB.S.prf,1620_bkB.s,43.888,438880.0,0.089,1.505,15049.999999999998,0.162,8.087,80870.0,0.067,23.835,238350.0,0.062,0.149,1490.0,0.006,0.277,2770.0000000000005,0.003,7.308,73080.0,0.067,5.637,56369.99999999999,0.03,0.964,9640.0,0.009,0.191,1910.0,0.002,7.84,78400.0,0.018,0.0053,53.0,0.0003,0.0119,119.0,0.0003,0.0486,486.0,0.0004,0.005,50.0,0.0002,0.0245,245.0,0.0003,0.062,620.0,0.0,0.0121,121.0,0.0003,0.0278,278.0,0.0004,0.0029,29.0,0.0003,0.07,700.0000000000001,0.004,0.0238,238.0,0.0007,0.0022,22.0,0.0002,,,,0.0033,33.0,0.0008,,,,,,,,,,0.0023,23.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0164,164.0,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPAH29_bkB.S,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/XPAH29_bkB.S.prf,XPAH29_bkB.S,42.958,429580.0,0.15,1.452,14520.0,0.25,9.036,90360.0,0.104,21.609,216090.00000000003,0.095,0.086,859.9999999999999,0.007,0.218,2180.0,0.004,8.07,80700.0,0.169,4.54,45400.0,0.066,1.192,11920.0,0.023,0.22,2200.0,0.005,10.405,104050.0,0.043,0.0067,67.0,0.0009,0.0114,114.0,0.0008,0.0466,466.0,0.0011,0.0064,64.0,0.0005,0.0291,291.0,0.0008,0.054,540.0,0.001,0.0088,88.0,0.0008,0.0256,256.0,0.0009,0.0042,42.0,0.0007,,,,0.017,170.0,0.0019,0.0039,39.0,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPAH58,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/XPAH58.prf,XPAH58_bkB.S,33.312,333120.0,0.052,,,,0.797,7970.0,0.098,5.539,55390.0,0.047,1.487,14870.000000000002,0.021,0.812,8120.000000000001,0.007,1.103,11030.0,0.039,53.223,532230.0,0.079,0.836,8360.0,0.019,0.086,859.9999999999999,0.003,2.263,22630.0,0.01,0.0142,142.0,0.0008,0.0423,423.0,0.0009,0.172,1719.9999999999998,0.001,,,,0.0052,52.0,0.0005,0.057,570.0,0.001,0.0048,48.0,0.0006,0.0112,112.0,0.0007,0.0024,24.0,0.0005,0.215,2150.0,0.009,0.0105,105.0,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069,69.0,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPL09,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/JPL09.prf,JPL09_bkB.S,41.243,412430.0,0.16,1.866,18660.0,0.294,6.713,67130.0,0.1,19.571,195710.00000000003,0.094,0.315,3150.0,0.01,0.318,3180.0,0.004,8.549,85490.0,0.172,10.082,100820.00000000001,0.096,1.027,10270.0,0.024,0.286,2859.9999999999995,0.007,9.68,96800.0,0.045,0.0052,52.0,0.0009,0.0186,186.0,0.001,0.083,830.0,0.002,0.0062,62.0,0.0006,0.0294,294.0,0.0009,0.1,1000.0,0.001,0.0089,89.0,0.0009,0.0481,481.0,0.0012,0.0032,32.0,0.0008,,,,0.0431,431.0,0.0023,0.0032,32.0,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPS15_A.S_2,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/GPS15_A.S_2.prf,GPS15_A.S_2,39.031,390310.0,0.191,1.938,19380.0,0.455,2.237,22370.0,0.103,9.593,95930.0,0.071,,,,6.716,67160.0,0.036,2.043,20430.0,0.059,22.36,223600.0,0.121,2.218,22180.0,0.023,0.114,1140.0,0.003,3.051,30510.0,0.017,0.0286,286.0,0.0008,0.403,4030.0000000000005,0.003,8.449,84490.0,0.042,,,,0.0095,95.0,0.0005,0.12,1200.0,0.001,,,,0.0191,191.0,0.0007,0.0026,26.0,0.0005,0.536,5360.0,0.011,0.523,5230.0,0.004,,,,,,,0.0157,157.0,0.0016,0.0209,209.0,0.0033,,,,,,,0.0033,33.0,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0162,162.0,0.0018,,,,,,,,,,,,,0.551,5510.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPAH20_A.S_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash-powders/XPAH20_A.S_1.prf,XPAH20_A.S_1,32.303,323030.0,0.036,,,,,,,4.895,48949.99999999999,0.05,,,,1.146,11459.999999999998,0.015,,,,54.754,547540.0,0.054,3.296,32960.0,0.03,0.062,620.0,0.003,1.238,12380.0,0.007,0.0406,406.0,0.001,0.0038,38.0,0.0004,0.845,8450.0,0.003,,,,0.0028,28.0,0.0004,0.051,509.99999999999994,0.001,,,,0.0037,37.0,0.0006,,,,0.552,5520.000000000001,0.011,0.743,7430.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,540.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096,96.0,0.0025
