Sample,Method,Element,Line,Energy_keV,Intensity_Cnts,Error_int,Relative_Int
JPL63,powder,Pb,Lb4,12.306,8.306,0.431,0.071
JPL63,powder,Pb,Lg1,14.764,21.89,1.136,0.187
JPL63,powder,Pb,Ll,9.184,4.913,0.255,0.042
JPL68,pellet,Pb,La1,10.55,99.529,2.465,1.0
JPL68,pellet,Pb,La2,10.449,10.955,0.271,0.11
JPL68,pellet,Pb,Lb1,12.613,73.113,1.811,0.735
JPL68,pellet,Pb,Lb2,12.621,34.414,0.852,0.346
JPL68,pellet,Pb,Lb3,12.793,9.406,0.233,0.095
JPL68,pellet,Pb,Lb4,12.306,7.091,0.176,0.071
JPL68,pellet,Pb,Lg1,14.764,18.723,0.464,0.188
JPL68,pellet,Pb,Ll,9.184,4.172,0.103,0.042
JPL68,powder,Pb,La1,10.55,92.176,3.393,1.0
JPL68,powder,Pb,La2,10.449,10.148,0.374,0.11
JPL68,powder,Pb,Lb1,12.613,67.476,2.484,0.732
JPL68,powder,Pb,Lb2,12.621,31.761,1.169,0.345
JPL68,powder,Pb,Lb3,12.793,8.679,0.319,0.094
JPL68,powder,Pb,Lb4,12.306,6.547,0.241,0.071
JPL68,powder,Pb,Lg1,14.764,17.255,0.635,0.187
JPL68,powder,Pb,Ll,9.184,3.887,0.143,0.042
JPL73,pellet,Pb,La1,10.55,1126.774,4.915,1.0
JPL73,pellet,Pb,La2,10.449,124.055,0.541,0.11
JPL73,pellet,Pb,Lb1,12.613,823.754,3.594,0.731
JPL73,pellet,Pb,Lb2,12.621,387.861,1.692,0.344
JPL73,pellet,Pb,Lb3,12.793,105.94,0.462,0.094
JPL73,pellet,Pb,Lb4,12.306,79.945,0.349,0.071
JPL73,pellet,Pb,Lg1,14.764,207.805,0.907,0.184
JPL73,pellet,Pb,Ll,9.184,48.605,0.212,0.043
JPL73,powder,Pb,La1,10.55,1339.956,7.498,1.0
JPL73,powder,Pb,La2,10.449,147.546,0.826,0.11
JPL73,powder,Pb,Lb1,12.613,978.166,5.473,0.73
JPL73,powder,Pb,Lb2,12.621,460.576,2.577,0.344
JPL73,powder,Pb,Lb3,12.793,125.788,0.704,0.094
JPL73,powder,Pb,Lb4,12.306,94.945,0.531,0.071
JPL73,powder,Pb,Lg1,14.764,246.359,1.378,0.184
JPL73,powder,Pb,Ll,9.184,57.847,0.324,0.043
JPL76,pellet,Pb,La1,10.55,463.044,3.627,1.0
JPL76,pellet,Pb,La2,10.449,50.972,0.399,0.11
JPL76,pellet,Pb,Lb1,12.613,339.626,2.661,0.733
JPL76,pellet,Pb,Lb2,12.621,159.88,1.252,0.345
JPL76,pellet,Pb,Lb3,12.793,43.689,0.342,0.094
JPL76,pellet,Pb,Lb4,12.306,32.946,0.258,0.071
JPL76,pellet,Pb,Lg1,14.764,86.536,0.678,0.187
JPL76,pellet,Pb,Ll,9.184,19.88,0.156,0.043
JPL76,powder,Pb,La1,10.55,451.6,4.794,1.0
JPL76,powder,Pb,La2,10.449,49.717,0.528,0.11
JPL76,powder,Pb,Lb1,12.613,330.799,3.512,0.733
JPL76,powder,Pb,Lb2,12.621,155.721,1.653,0.345
JPL76,powder,Pb,Lb3,12.793,42.551,0.452,0.094
JPL76,powder,Pb,Lb4,12.306,32.094,0.341,0.071
JPL76,powder,Pb,Leta,11.348,8.75,0.093,0.019
JPL76,powder,Pb,Lg1,14.764,84.302,0.895,0.187
JPL76,powder,Pb,Ll,9.184,19.403,0.206,0.043
JPL77,pellet,Pb,La1,10.55,398.881,3.36,1.0
JPL77,pellet,Pb,La2,10.449,43.906,0.37,0.11
JPL77,pellet,Pb,Lb1,12.613,292.862,2.467,0.734
JPL77,pellet,Pb,Lb2,12.621,137.863,1.161,0.346
JPL77,pellet,Pb,Lb3,12.793,37.676,0.317,0.094
JPL77,pellet,Pb,Lb4,12.306,20.406,0.239,0.051
JPL77,pellet,Pb,Lg1,14.764,74.712,0.629,0.187
JPL77,pellet,Pb,Ll,9.184,16.963,0.143,0.043
JPL77,powder,Pb,La1,10.55,358.018,7.511,1.0
JPL77,powder,Pb,La2,10.449,39.412,0.827,0.11
JPL77,powder,Pb,Lb1,12.613,262.54,5.508,0.733
JPL77,powder,Pb,Lb2,12.621,123.585,2.593,0.345
JPL77,powder,Pb,Lb3,12.793,33.773,0.708,0.094
JPL77,powder,Pb,Lb4,12.306,25.468,0.534,0.071
JPL77,powder,Pb,Lg1,14.764,67.025,1.406,0.187
JPL77,powder,Pb,Ll,9.184,15.204,0.319,0.042
JPL79,pellet,Pb,La1,10.55,650.564,3.928,1.0
JPL79,pellet,Pb,La2,10.449,71.612,0.432,0.11
JPL79,pellet,Pb,Lb1,12.613,477.32,2.882,0.734
JPL79,pellet,Pb,Lb2,12.621,224.709,1.357,0.345
JPL79,pellet,Pb,Lb3,12.793,61.403,0.371,0.094
JPL79,pellet,Pb,Lb4,12.306,46.302,0.28,0.071
JPL79,pellet,Pb,Lg1,14.764,121.448,0.733,0.187
JPL79,pellet,Pb,Ll,9.184,27.821,0.168,0.043
JPL79,powder,Pb,La1,10.55,727.538,9.874,1.0
JPL79,powder,Pb,La2,10.449,80.097,1.087,0.11
JPL79,powder,Pb,Lb1,12.613,532.693,7.28,0.732
JPL79,powder,Pb,Lb2,12.621,250.778,3.403,0.345
JPL79,powder,Pb,Lb3,12.793,68.518,0.93,0.094
JPL79,powder,Pb,Lb4,12.306,51.685,0.701,0.071
JPL79,powder,Pb,Lg1,14.764,135.35,1.837,0.186
JPL79,powder,Pb,Ll,9.184,31.238,0.424,0.043
JPL86,pellet,Pb,La1,10.55,183.501,2.863,1.0
JPL86,pellet,Pb,La2,10.449,20.198,0.315,0.11
JPL86,pellet,Pb,Lb1,12.613,134.844,2.104,0.735
JPL86,pellet,Pb,Lb2,12.621,63.473,0.99,0.346
JPL86,pellet,Pb,Lb3,12.793,17.349,0.271,0.095
JPL86,pellet,Pb,Lb4,12.306,13.078,0.204,0.071
JPL86,pellet,Pb,Lg1,14.764,34.493,0.538,0.188
JPL86,pellet,Pb,Ll,9.184,7.722,0.12,0.042
JPL89,pellet,Pb,La1,10.55,106.989,2.551,1.0
JPL89,pellet,Pb,La2,10.449,11.777,0.281,0.11
JPL89,pellet,Pb,Lb1,12.613,78.562,1.873,0.734
JPL89,pellet,Pb,Lb2,12.621,36.979,0.882,0.346
JPL89,pellet,Pb,Lb3,12.793,10.107,0.241,0.094
JPL89,pellet,Pb,Lb4,12.306,7.62,0.182,0.071
JPL89,pellet,Pb,Lg1,14.764,20.111,0.48,0.188
JPL89,pellet,Pb,Ll,9.184,4.478,0.107,0.042
JPL89,powder,Pb,La1,10.55,99.286,5.585,1.0
JPL89,powder,Pb,La2,10.449,10.932,0.615,0.11
JPL89,powder,Pb,Lb1,12.613,72.599,4.084,0.731
JPL89,powder,Pb,Lb2,12.621,34.172,1.922,0.344
JPL89,powder,Pb,Lb3,12.793,9.338,0.525,0.094
JPL89,powder,Pb,Lb4,12.306,7.045,0.396,0.071
JPL89,powder,Pb,Lg1,14.764,18.546,1.043,0.187
JPL89,powder,Pb,Ll,9.184,4.193,0.236,0.042
JPL94,pellet,Pb,La1,10.55,84.494,2.457,1.0
JPL94,pellet,Pb,La2,10.449,9.304,0.271,0.11
JPL94,pellet,Pb,Lb1,12.613,61.938,1.801,0.733
JPL94,pellet,Pb,Lb2,12.621,29.154,0.848,0.345
JPL94,pellet,Pb,Lb3,12.793,7.968,0.232,0.094
JPL94,pellet,Pb,Lb4,12.306,6.009,0.175,0.071
JPL94,pellet,Pb,Lg1,14.764,15.844,0.461,0.188
JPL94,pellet,Pb,Ll,9.184,3.551,0.103,0.042
JPL94,powder,Pb,La1,10.55,76.208,5.729,1.0
JPL94,powder,Pb,La2,10.449,8.391,0.631,0.11
JPL94,powder,Pb,Lb1,12.613,55.733,4.19,0.731
JPL94,powder,Pb,Lb2,12.621,26.233,1.972,0.344
JPL94,powder,Pb,Lb3,12.793,7.168,0.539,0.094
JPL94,powder,Pb,Lb4,12.306,5.408,0.407,0.071
JPL94,powder,Pb,Lg1,14.764,14.245,1.071,0.187
JPL94,powder,Pb,Ll,9.184,3.21,0.241,0.042
JPL95,pellet,Pb,La1,10.55,82.307,2.42,1.0
JPL95,pellet,Pb,La2,10.449,9.061,0.268,0.11
JPL95,pellet,Pb,Lb1,12.613,60.34,1.774,0.733
JPL95,pellet,Pb,Lb2,12.621,28.402,0.835,0.345
JPL95,pellet,Pb,Lb3,12.793,7.762,0.228,0.094
JPL95,pellet,Pb,Lb4,12.306,5.854,0.172,0.071
JPL95,pellet,Pb,Lg1,14.764,15.436,0.454,0.188
JPL95,pellet,Pb,Ll,9.184,3.447,0.101,0.042
JPL95,powder,Pb,La1,10.55,63.232,5.618,1.0
JPL95,powder,Pb,La2,10.449,6.963,0.619,0.11
JPL95,powder,Pb,Lb1,12.613,46.181,4.103,0.73
JPL95,powder,Pb,Lb2,12.621,21.737,1.931,0.344
JPL95,powder,Pb,Lb3,12.793,5.939,0.528,0.094
JPL95,powder,Pb,Lb4,12.306,4.482,0.398,0.071
JPL95,powder,Pb,Lg1,14.764,11.797,1.048,0.187
JPL95,powder,Pb,Ll,9.184,2.667,0.237,0.042
PBP01_1,powder,Pb,La1,10.55,117.592,3.094,1.0
PBP01_1,powder,Pb,La2,10.449,12.932,0.34,0.11
PBP01_1,powder,Pb,Lb1,12.613,87.53,2.303,0.744
PBP01_1,powder,Pb,Lb2,12.621,41.202,1.084,0.35
PBP01_1,powder,Pb,Lb3,12.793,11.27,0.297,0.096
PBP01_1,powder,Pb,Lb4,12.306,8.477,0.223,0.072
PBP01_1,powder,Pb,Lg1,14.764,22.566,0.594,0.192
PBP01_1,powder,Pb,Ll,9.184,4.832,0.127,0.041
PBP01_2,powder,Pb,La1,10.55,134.755,3.108,1.0
PBP01_2,powder,Pb,La2,10.449,14.82,0.342,0.11
PBP01_2,powder,Pb,Lb1,12.613,100.245,2.312,0.744
PBP01_2,powder,Pb,Lb2,12.621,47.187,1.088,0.35
PBP01_2,powder,Pb,Lb3,12.793,12.907,0.298,0.096
PBP01_2,powder,Pb,Lb4,12.306,9.709,0.224,0.072
PBP01_2,powder,Pb,Lg1,14.764,25.831,0.596,0.192
PBP01_2,powder,Pb,Ll,9.184,5.542,0.128,0.041
PBP01_3,powder,Pb,La1,10.55,97.488,3.059,1.0
PBP01_3,powder,Pb,La2,10.449,10.722,0.336,0.11
PBP01_3,powder,Pb,Lb1,12.613,72.482,2.275,0.743
PBP01_3,powder,Pb,Lb2,12.621,34.119,1.071,0.35
PBP01_3,powder,Pb,Lb3,12.793,9.332,0.293,0.096
PBP01_3,powder,Pb,Lb4,12.306,7.021,0.22,0.072
PBP01_3,powder,Pb,Lg1,14.764,18.678,0.586,0.192
PBP01_3,powder,Pb,Ll,9.184,4.012,0.126,0.041
PBP01_A,pellet,Pb,La1,10.55,256.261,3.183,1.0
PBP01_A,pellet,Pb,La2,10.449,28.19,0.35,0.11
PBP01_A,pellet,Pb,Lb1,12.613,189.861,2.358,0.741
PBP01_A,pellet,Pb,Lb2,12.621,89.377,1.11,0.349
PBP01_A,pellet,Pb,Lb3,12.793,24.438,0.303,0.095
PBP01_A,pellet,Pb,Lb4,12.306,18.398,0.228,0.072
PBP01_A,pellet,Pb,Lg1,14.764,48.629,0.604,0.19
PBP01_A,pellet,Pb,Ll,9.184,10.587,0.131,0.041
PBP01_B,pellet,Pb,La1,10.55,239.671,3.212,1.0
PBP01_B,pellet,Pb,La2,10.449,26.363,0.353,0.11
PBP01_B,pellet,Pb,Lb1,12.613,177.77,2.383,0.742
PBP01_B,pellet,Pb,Lb2,12.621,83.684,1.122,0.349
PBP01_B,pellet,Pb,Lb3,12.793,22.883,0.307,0.095
PBP01_B,pellet,Pb,Lb4,12.306,17.224,0.231,0.072
PBP01_B,pellet,Pb,Lg1,14.764,45.612,0.611,0.19
PBP01_B,pellet,Pb,Ll,9.184,9.888,0.133,0.041
PBP01_C,pellet,Pb,La1,10.55,248.048,3.226,1.0
PBP01_C,pellet,Pb,La2,10.449,27.282,0.355,0.11
PBP01_C,pellet,Pb,Lb1,12.613,184.19,2.396,0.743
PBP01_C,pellet,Pb,Lb2,12.621,86.705,1.128,0.35
PBP01_C,pellet,Pb,Lb3,12.793,23.711,0.308,0.096
PBP01_C,pellet,Pb,Lb4,12.306,17.844,0.232,0.072
PBP01_C,pellet,Pb,Lg1,14.764,47.307,0.615,0.191
PBP01_C,pellet,Pb,Ll,9.184,10.22,0.133,0.041
PBP02_1,powder,Pb,La1,10.55,534.873,4.813,1.0
PBP02_1,powder,Pb,La2,10.449,58.83,0.529,0.11
PBP02_1,powder,Pb,Lb1,12.613,396.97,3.572,0.742
PBP02_1,powder,Pb,Lb2,12.621,186.892,1.682,0.349
PBP02_1,powder,Pb,Lb3,12.793,51.102,0.46,0.096
PBP02_1,powder,Pb,Lb4,12.306,38.458,0.346,0.072
PBP02_1,powder,Pb,Lg1,14.764,101.539,0.914,0.19
PBP02_1,powder,Pb,Ll,9.184,22.031,0.198,0.041
PBP02_2,powder,Pb,La1,10.55,519.175,4.709,1.0
PBP02_2,powder,Pb,La2,10.449,57.106,0.518,0.11
PBP02_2,powder,Pb,Lb1,12.613,384.871,3.491,0.741
PBP02_2,powder,Pb,Lb2,12.621,181.193,1.644,0.349
PBP02_2,powder,Pb,Lb3,12.793,49.542,0.449,0.095
PBP02_2,powder,Pb,Lb4,12.306,37.29,0.338,0.072
PBP02_2,powder,Pb,Lg1,14.764,98.396,0.893,0.19
PBP02_2,powder,Pb,Ll,9.184,21.4,0.194,0.041
PBP02_3,powder,Pb,La1,10.55,553.264,4.848,1.0
PBP02_3,powder,Pb,La2,10.449,60.857,0.533,0.11
PBP02_3,powder,Pb,Lb1,12.613,409.305,3.592,0.74
PBP02_3,powder,Pb,Lb2,12.621,192.983,1.691,0.349
PBP02_3,powder,Pb,Lb3,12.793,52.762,0.462,0.095
PBP02_3,powder,Pb,Lb4,12.306,39.718,0.348,0.072
PBP02_3,powder,Pb,Lg1,14.764,104.696,0.917,0.189
PBP02_3,powder,Pb,Ll,9.184,22.819,0.2,0.041
PBP02_A,pellet,Pb,La1,10.55,1062.05,5.181,1.0
PBP02_A,pellet,Pb,La2,10.449,116.835,0.57,0.11
PBP02_A,pellet,Pb,Lb1,12.613,785.212,3.83,0.739
PBP02_A,pellet,Pb,Lb2,12.621,369.737,1.804,0.348
PBP02_A,pellet,Pb,Lb3,12.793,101.05,0.493,0.095
PBP02_A,pellet,Pb,Lb4,12.306,76.111,0.371,0.072
PBP02_A,pellet,Pb,Lg1,14.764,198.863,0.97,0.187
PBP02_A,pellet,Pb,Ll,9.184,43.874,0.214,0.041
PBP02_B,pellet,Pb,La1,10.55,1080.461,5.19,1.0
PBP02_B,pellet,Pb,La2,10.449,118.856,0.571,0.11
PBP02_B,pellet,Pb,Lb1,12.613,799.373,3.84,0.74
PBP02_B,pellet,Pb,Lb2,12.621,376.399,1.808,0.348
PBP02_B,pellet,Pb,Lb3,12.793,102.877,0.494,0.095
PBP02_B,pellet,Pb,Lb4,12.306,77.477,0.372,0.072
PBP02_B,pellet,Pb,Lg1,14.764,202.675,0.974,0.188
PBP02_B,pellet,Pb,Ll,9.184,44.604,0.214,0.041
PBP02_C,pellet,Pb,La1,10.55,1133.865,5.205,1.0
PBP02_C,pellet,Pb,La2,10.449,124.755,0.573,0.11
PBP02_C,pellet,Pb,Lb1,12.613,835.992,3.838,0.737
PBP02_C,pellet,Pb,Lb2,12.621,393.687,1.807,0.347
PBP02_C,pellet,Pb,Lb3,12.793,107.562,0.494,0.095
PBP02_C,pellet,Pb,Lb4,12.306,81.063,0.372,0.071
PBP02_C,pellet,Pb,Lg1,14.764,210.496,0.966,0.186
PBP02_C,pellet,Pb,Ll,9.184,46.96,0.216,0.041
PBP03_1,powder,Pb,La1,10.55,665.617,5.052,1.0
PBP03_1,powder,Pb,La2,10.449,72.99,0.556,0.11
PBP03_1,powder,Pb,Lb1,12.613,492.38,3.749,0.74
PBP03_1,powder,Pb,Lb2,12.621,231.822,1.765,0.348
PBP03_1,powder,Pb,Lb3,12.793,63.383,0.483,0.095
PBP03_1,powder,Pb,Lb4,12.306,47.704,0.363,0.072
PBP03_1,powder,Pb,Lg1,14.764,125.669,0.957,0.189
PBP03_1,powder,Pb,Ll,9.184,27.337,0.208,0.041
PBP03_2,powder,Pb,La1,10.55,678.617,4.984,1.0
PBP03_2,powder,Pb,La2,10.449,74.65,0.548,0.11
PBP03_2,powder,Pb,Lb1,12.613,502.398,3.69,0.74
PBP03_2,powder,Pb,Lb2,12.621,236.542,1.737,0.349
PBP03_2,powder,Pb,Lb3,12.793,64.662,0.475,0.095
PBP03_2,powder,Pb,Lb4,12.306,48.688,0.358,0.072
PBP03_2,powder,Pb,Lg1,14.764,127.9,0.939,0.188
PBP03_2,powder,Pb,Ll,9.184,28.013,0.206,0.041
PBP03_3,powder,Pb,La1,10.55,654.224,4.992,1.0
PBP03_3,powder,Pb,La2,10.449,71.963,0.549,0.11
PBP03_3,powder,Pb,Lb1,12.613,484.751,3.699,0.741
PBP03_3,powder,Pb,Lb2,12.621,228.228,1.741,0.349
PBP03_3,powder,Pb,Lb3,12.793,62.394,0.476,0.095
PBP03_3,powder,Pb,Lb4,12.306,46.973,0.358,0.072
PBP03_3,powder,Pb,Lg1,14.764,123.606,0.943,0.189
PBP03_3,powder,Pb,Ll,9.184,26.984,0.206,0.041
PBP03_A,pellet,Pb,La1,10.55,2007.083,6.55,1.0
PBP03_A,pellet,Pb,La2,10.449,220.909,0.721,0.11
PBP03_A,pellet,Pb,Lb1,12.613,1469.182,4.794,0.732
PBP03_A,pellet,Pb,Lb2,12.621,692.189,2.259,0.345
PBP03_A,pellet,Pb,Lb3,12.793,188.921,0.617,0.094
PBP03_A,pellet,Pb,Lb4,12.306,142.603,0.465,0.071
PBP03_A,pellet,Pb,Lg1,14.764,361.553,1.18,0.18
PBP03_A,pellet,Pb,Ll,9.184,83.566,0.273,0.042
PBP03_B,pellet,Pb,La1,10.55,2001.846,6.627,1.0
PBP03_B,pellet,Pb,La2,10.449,220.237,0.729,0.11
PBP03_B,pellet,Pb,Lb1,12.613,1477.232,4.89,0.738
PBP03_B,pellet,Pb,Lb2,12.621,695.723,2.303,0.348
PBP03_B,pellet,Pb,Lb3,12.793,190.075,0.629,0.095
PBP03_B,pellet,Pb,Lb4,12.306,143.228,0.474,0.072
PBP03_B,pellet,Pb,Lg1,14.764,370.962,1.228,0.185
PBP03_B,pellet,Pb,Ll,9.184,82.734,0.274,0.041
PBP03_C,pellet,Pb,La1,10.55,2058.211,6.715,1.0
PBP03_C,pellet,Pb,La2,10.449,226.471,0.739,0.11
PBP03_C,pellet,Pb,Lb1,12.613,1514.287,4.94,0.736
PBP03_C,pellet,Pb,Lb2,12.621,713.272,2.327,0.347
PBP03_C,pellet,Pb,Lb3,12.793,194.802,0.636,0.095
PBP03_C,pellet,Pb,Lb4,12.306,146.875,0.479,0.071
PBP03_C,pellet,Pb,Lg1,14.764,377.524,1.232,0.183
PBP03_C,pellet,Pb,Ll,9.184,85.265,0.278,0.041
PBP04_2,powder,Pb,La1,10.55,23.371,2.342,1.0
PBP04_2,powder,Pb,La2,10.449,2.57,0.258,0.11
PBP04_2,powder,Pb,Lb1,12.613,17.395,1.743,0.744
PBP04_2,powder,Pb,Lb2,12.621,8.188,0.82,0.35
PBP04_2,powder,Pb,Lb3,12.793,2.24,0.224,0.096
PBP04_2,powder,Pb,Lb4,12.306,1.685,0.169,0.072
PBP04_2,powder,Pb,Lg1,14.764,4.489,0.45,0.192
PBP04_2,powder,Pb,Ll,9.184,0.961,0.096,0.041
PBP04_3,powder,Pb,La1,10.55,16.849,2.389,1.0
PBP04_3,powder,Pb,La2,10.449,1.853,0.263,0.11
PBP04_3,powder,Pb,Lb1,12.613,12.544,1.778,0.744
PBP04_3,powder,Pb,Lb2,12.621,5.905,0.837,0.35
PBP04_3,powder,Pb,Lb3,12.793,1.615,0.229,0.096
PBP04_3,powder,Pb,Lb4,12.306,1.215,0.172,0.072
PBP04_3,powder,Pb,Lg1,14.764,3.238,0.459,0.192
PBP04_3,powder,Pb,Ll,9.184,0.692,0.098,0.041
PBP04_A,pellet,Pb,La1,10.55,22.361,2.425,1.0
PBP04_A,pellet,Pb,La2,10.449,2.46,0.267,0.11
PBP04_A,pellet,Pb,Lb1,12.613,16.587,1.799,0.742
PBP04_A,pellet,Pb,Lb2,12.621,7.808,0.847,0.349
PBP04_A,pellet,Pb,Lb3,11.348,0.436,0.047,0.019
PBP04_A,pellet,Pb,Lb4,12.306,1.607,0.174,0.072
PBP04_A,pellet,Pb,Lg1,14.764,4.27,0.463,0.191
PBP04_A,pellet,Pb,Ll,9.184,0.923,0.1,0.041
PBP04_B,pellet,Pb,La1,10.55,27.493,2.327,1.0
PBP04_B,pellet,Pb,La2,10.449,3.023,0.256,0.11
PBP04_B,pellet,Pb,Lb1,12.613,20.535,1.738,0.747
PBP04_B,pellet,Pb,Lb2,12.621,9.666,0.818,0.352
PBP04_B,pellet,Pb,Lb3,12.793,2.645,0.224,0.096
PBP04_B,pellet,Pb,Lb4,12.306,1.988,0.168,0.072
PBP04_B,pellet,Pb,Lg1,14.764,5.309,0.449,0.193
PBP04_B,pellet,Pb,Ll,9.184,1.125,0.095,0.041
PBP04_C,pellet,Pb,La1,10.55,20.193,2.359,1.0
PBP04_C,pellet,Pb,La2,10.449,2.221,0.259,0.11
PBP04_C,pellet,Pb,Lb1,12.613,15.011,1.753,0.743
PBP04_C,pellet,Pb,Lb2,12.621,7.066,0.825,0.35
PBP04_C,pellet,Pb,Lb3,12.793,1.933,0.226,0.096
PBP04_C,pellet,Pb,Lb4,12.306,1.454,0.17,0.072
PBP04_C,pellet,Pb,Lg1,14.764,3.869,0.452,0.192
PBP04_C,pellet,Pb,Ll,9.184,0.831,0.097,0.041
XPAH20,pellet,Pb,La1,10.55,1434.603,5.323,1.0
XPAH20,pellet,Pb,La2,10.449,157.904,0.586,0.11
XPAH20,pellet,Pb,Lb1,12.613,1053.508,3.909,0.734
XPAH20,pellet,Pb,Lb2,12.621,496.047,1.841,0.346
XPAH20,pellet,Pb,Lb3,12.793,135.531,0.503,0.094
XPAH20,pellet,Pb,Lb4,12.306,102.185,0.379,0.071
XPAH20,pellet,Pb,Lg1,14.764,266.621,0.989,0.186
XPAH20,pellet,Pb,Ll,9.184,60.704,0.225,0.042
XPAH20,powder,Pb,La1,10.55,1592.735,13.643,1.0
XPAH20,powder,Pb,La2,10.449,175.349,1.502,0.11
XPAH20,powder,Pb,Lb1,12.613,1165.231,9.981,0.732
XPAH20,powder,Pb,Lb2,12.621,548.707,4.7,0.345
XPAH20,powder,Pb,Lb3,12.793,149.866,1.284,0.094
XPAH20,powder,Pb,Lb4,12.306,113.072,0.969,0.071
XPAH20,powder,Pb,Lg1,14.764,293.061,2.51,0.184
XPAH20,powder,Pb,Ll,9.184,68.117,0.583,0.043
XPAH26,pellet,Pb,La1,10.55,65.208,2.308,1.0
XPAH26,pellet,Pb,La2,10.449,7.182,0.254,0.11
XPAH26,pellet,Pb,Lb1,12.613,47.407,1.678,0.727
XPAH26,pellet,Pb,Lb2,12.621,22.313,0.79,0.342
XPAH26,pellet,Pb,Lb3,12.793,6.095,0.216,0.093
XPAH26,pellet,Pb,Lb4,12.306,4.603,0.163,0.071
XPAH26,pellet,Pb,Lg1,14.764,12.032,0.426,0.185
XPAH26,pellet,Pb,Ll,9.184,3.539,0.125,0.054
XPAH26,powder,Pb,La1,10.55,38.164,2.808,1.0
XPAH26,powder,Pb,La2,10.449,4.204,0.308,0.11
XPAH26,powder,Pb,Lb1,12.613,27.712,2.039,0.726
XPAH26,powder,Pb,Lb2,12.621,13.043,0.96,0.342
XPAH26,powder,Pb,Lb3,12.793,3.563,0.262,0.093
XPAH26,powder,Pb,Lb4,12.306,2.691,0.198,0.071
XPAH26,powder,Pb,Lg1,14.764,7.039,0.518,0.184
XPAH26,powder,Pb,Ll,9.184,2.078,0.153,0.054
XPAH28,pellet,Pb,La1,10.55,11113.75,13.912,1.0
XPAH28,pellet,Pb,La2,10.449,1225.682,1.534,0.11
XPAH28,pellet,Pb,Lb1,12.613,7811.862,9.779,0.703
XPAH28,pellet,Pb,Lb2,12.621,3689.243,4.618,0.332
XPAH28,pellet,Pb,Lb3,12.793,1001.433,1.254,0.09
XPAH28,pellet,Pb,Lb4,12.306,762.269,0.954,0.069
XPAH28,pellet,Pb,Lg1,14.764,1708.348,2.139,0.154
XPAH28,pellet,Pb,Ll,9.184,484.378,0.606,0.044
XPAH28,powder,Pb,La1,10.55,3312.368,18.564,1.0
XPAH28,powder,Pb,La2,10.449,1027.265,2.048,0.31
XPAH28,powder,Pb,Lb1,12.613,6516.097,12.99,1.967
XPAH28,powder,Pb,Lb2,12.621,3077.236,6.134,0.929
XPAH28,powder,Pb,Lb3,12.793,835.164,1.665,0.252
XPAH28,powder,Pb,Lb4,12.306,636.321,1.269,0.192
XPAH28,powder,Pb,Lg1,14.764,1422.838,2.836,0.43
XPAH28,powder,Pb,Ll,9.184,411.721,0.821,0.124
XPAH29,pellet,Pb,La1,10.55,64.945,2.383,1.0
XPAH29,pellet,Pb,La2,10.449,7.149,0.262,0.11
XPAH29,pellet,Pb,Lb1,12.613,47.704,1.75,0.735
XPAH29,pellet,Pb,Lb2,12.621,22.454,0.824,0.346
XPAH29,pellet,Pb,Lb3,12.793,6.137,0.225,0.094
XPAH29,pellet,Pb,Lb4,12.306,4.627,0.17,0.071
XPAH29,pellet,Pb,Lg1,14.764,12.22,0.448,0.188
XPAH29,pellet,Pb,Ll,9.184,2.709,0.099,0.042
XPAH29,powder,Pb,La1,10.55,48.12,5.508,1.0
XPAH29,powder,Pb,La2,10.449,5.297,0.606,0.11
XPAH29,powder,Pb,Lb1,12.613,35.27,4.037,0.733
XPAH29,powder,Pb,Lb2,12.621,16.601,1.9,0.345
XPAH29,powder,Pb,Lb3,12.793,4.537,0.519,0.094
XPAH29,powder,Pb,Lb4,12.306,3.422,0.392,0.071
XPAH29,powder,Pb,Lg1,14.764,9.031,1.034,0.188
XPAH29,powder,Pb,Ll,9.184,2.013,0.23,0.042
XPAH55,pellet,Pb,La1,10.55,46.628,2.205,1.0
XPAH55,pellet,Pb,La2,10.449,5.132,0.243,0.11
XPAH55,pellet,Pb,Lb1,12.613,34.248,1.62,0.734
XPAH55,pellet,Pb,Lb2,12.621,16.12,0.762,0.346
XPAH55,pellet,Pb,Lb3,12.793,4.406,0.208,0.094
XPAH55,pellet,Pb,Lb4,12.306,3.322,0.157,0.071
XPAH55,pellet,Pb,Lg1,14.764,8.774,0.415,0.188
XPAH55,pellet,Pb,Ll,9.184,1.944,0.092,0.042
XPAH55,powder,Pb,La1,10.55,51.549,2.722,1.0
XPAH55,powder,Pb,La2,10.449,5.675,0.3,0.11
XPAH55,powder,Pb,Lb1,12.613,37.786,1.995,0.733
XPAH55,powder,Pb,Lb2,12.621,17.786,0.939,0.345
XPAH55,powder,Pb,Lb3,12.793,4.861,0.257,0.094
XPAH55,powder,Pb,Lb4,12.306,3.666,0.194,0.071
XPAH55,powder,Pb,Lg1,14.764,9.673,0.511,0.188
XPAH55,powder,Pb,Ll,9.184,2.154,0.114,0.042
XPAH58,pellet,Pb,La1,10.55,19.87,1.87,1.0
XPAH58,pellet,Pb,La2,10.449,2.187,0.206,0.11
XPAH58,pellet,Pb,Lb1,12.613,14.664,1.38,0.738
XPAH58,pellet,Pb,Lb2,12.621,6.902,0.649,0.347
XPAH58,pellet,Pb,Lb3,12.793,1.887,0.178,0.095
