Model,N,R_squared,Adj_R_squared,RMSE_ppm,Intercept,Slope,p_value,Mean_bias_ppm,SD_bias_ppm
H0: XRF wt% (Lα),37,0.980346577649629,0.9797850512967612,419.9755517881481,-179.99206784863227,5730.266477256213,1.8452185122429134e-31,813.1589298105404,2280.724710740905
