iteration,n_train,n_oob,r2_oob,rmse_oob,intercept,slope
89,35,14,-0.592689670400764,168.85819153885936,-239.59548532424535,1.6024616872595818
90,35,16,0.8375490727453909,1798.5185043039794,-27.516705077389805,0.9879791136441656
91,35,15,-1.4178721046802547,349.35121361977235,-96.39609092810055,1.6164909438759452
92,35,13,0.9426506640612726,1171.1260957869006,-48.03531294016399,1.255971383787086
93,35,12,-61.629199833134585,146.892016092025,-207.27633512928256,1.6045809023421493
94,35,12,0.8500632413939417,1977.1867596102434,-18.107596904347403,1.0170717371987736
95,35,13,-1.590936170876586,167.92150642832055,-150.30828402098413,1.6133416025647858
96,35,13,-4.978000367126737,103.17532251209497,-176.2474489623718,1.6196186554516838
97,35,11,-1.5511963097374832,412.57593340426007,-92.29766165186666,1.6176165842360937
98,35,10,-35.29009639945246,105.4651647912342,-174.43198020566984,1.6045345206443178
99,35,15,0.5808963483795979,2963.865589367469,10.543802452908496,0.616102529460877
100,35,11,-1.9092541581310742,396.3454605244463,-116.56923703528606,1.6156544081952857
101,35,13,0.95332123492862,1056.6407358573108,-38.9694233497416,1.2936728732576324
102,35,11,0.9005387452938218,171.65321293427314,-205.6351340943405,1.616388668073126
103,35,13,0.6506431113563886,2885.6171977561025,9.260183941469615,0.7085778833324735
104,35,13,0.7519639318630341,2436.3900535297234,1.587113950937134,0.8494068700949421
105,35,15,0.03849381999831358,166.57152280958354,-256.0500805376021,1.6116571613018742
106,35,14,0.5536287456218942,118.04697306674156,-190.15223163597028,1.6120627342524534
107,35,14,0.8606867430113989,1766.7216672842103,-21.64347819397139,1.040710198357923
108,35,15,0.8405845942247014,192.56623315532704,-207.2717385331765,1.5904657853793405
109,35,13,0.8481290659902245,1910.886299082869,-37.645897032463274,1.0157590307195357
110,35,11,0.8265294013311854,225.38586941523147,-111.435513670714,1.609135434447728
111,35,9,0.9283154065958173,156.71149154674,-142.28980311297488,1.609527140098673
112,35,12,0.9415561629334476,1227.0777554780536,-54.457125608585805,1.2522309075922615
113,35,13,-0.5961487804437604,169.97423209296713,-255.60323164090528,1.6121247050013772
114,35,15,0.8687557405394026,1668.2208717349506,-36.519633980482524,1.0524932319073428
115,35,13,0.8807154943884373,1693.8979436388745,-42.844494089302344,1.083886586823843
116,35,11,0.7695148365730754,2542.8023884321115,-9.4694353975074,0.8786470578631841
117,35,8,0.8145907437036046,2620.89038327486,-25.822081638056876,0.9687274248901321
118,35,12,0.9213466398188945,146.7738861558854,-159.86589648689431,1.601827034460834
119,35,12,0.716130355850728,2692.1901051870354,-4.99219093286165,0.803322891662716
120,35,12,0.7399875944953594,94.95008326848426,-171.0976436405253,1.6040588462870005
121,35,15,0.7658579138749562,2222.0089446441234,-17.781282704377467,0.8646250434796147
122,35,12,0.9214006379417826,1426.8861576299057,-50.118604063057965,1.1898017497284326
123,35,16,0.859093732471425,1676.3673790865694,-17.81027901090875,1.0299655796454712
124,35,15,0.5624523759187053,328.79331238694937,-118.95247538506217,1.617173007865923
125,35,15,0.8408469162972556,190.48213230409615,-126.41565966486598,1.616149747755058
126,35,11,0.3485713273183151,117.14592885144111,-183.22175342578367,1.6153811517304169
127,35,9,0.09762087153482535,149.82987637423753,-216.52334654927762,1.5937626571393604
128,35,12,0.7783573924858237,2396.005175458589,-19.043594540957464,0.8912184869731578
129,35,12,0.9272223431257659,141.60899505413548,-145.53583010931578,1.616699782686125
130,35,9,-1.223983381480716,392.8412277202367,-118.2683941365587,1.6127590259758742
131,35,12,-1.7562738786106848,377.5407644228489,-118.39581044747477,1.610632416809083
132,35,14,0.43166789519453375,377.47279286138246,-107.38385653151782,1.6197843454579242
133,35,13,0.31328677342416755,112.1288707261754,-190.89935512565168,1.6194920924025946
134,35,13,0.8401704413323486,202.8370130616943,-128.11819930857345,1.6104927121728982
135,35,13,-1.2013588876865713,357.9751729576709,-124.632403024763,1.6059914869435963
136,35,13,0.6647133094722177,2826.721403386874,1.5611309830640274,0.7278137859275403
137,35,12,0.8332233877806927,211.61959170506628,-129.1797262596745,1.6164751769522132
138,35,14,0.9431266212284783,1128.4422580497558,-57.44644375935481,1.25663760761924
139,35,16,0.619288402281813,2754.1528694705185,13.772534977555997,0.6551631998964704
140,35,9,-1.3274321602787573,194.18983847876896,-132.75200758828575,1.617129387496155
141,35,15,0.6220564108741311,2820.4256852347376,15.566600881892741,0.6630754514096249
142,35,14,0.896440919837596,155.4483797829023,-195.1014041600312,1.6161991701760543
143,35,12,0.8840400751403167,1735.220701990552,-44.53295216723543,1.0922516255112595
144,35,13,-1.6314965155830965,323.7961217328023,-138.0356888198478,1.6126186985120117
145,35,17,0.9266761033156422,1171.4806022567213,-42.98332793665434,1.2005960466730252
146,35,15,0.2830042831129719,159.5086308172572,-129.46388005188712,1.614341229188361
147,35,10,-1.1991848225329602,376.1988822059273,-110.01642599452421,1.6119915770563649
148,35,13,0.8954679437930024,1584.9948388321927,-42.45742731310725,1.11848632837785
149,35,13,0.9270993746331838,136.56838450694127,-146.87426171980306,1.6091250638575287
150,35,14,0.9158861484680942,1370.39427599715,-42.95021731500822,1.1728933476891683
151,35,10,-1.7748871267678288,371.8033237510272,-121.49066685597244,1.613033386850639
152,35,13,-1.7373930454553457,362.30304746694975,-123.6395292098196,1.6111387889467033
153,35,13,0.8953091300783103,1590.0143964046258,-29.39023831149466,1.1158129209690213
154,35,14,0.6038402186423141,2977.950159386662,10.791909711797166,0.64489487149644
155,35,11,0.6886559453264309,79.4904142401192,-147.04335050955797,1.6177641840081856
156,35,14,0.8372507963819371,1910.6811261667374,-29.361633972046253,0.9922203401778634
157,35,12,-1.2722533263499565,370.7771823953199,-132.06259583155693,1.6068543154585653
158,35,12,0.84993308237111,1969.0788074980994,-31.31551679767304,1.0210350658895408
159,35,15,0.556003634739499,326.39490090678163,-128.7490214187519,1.6156805719126648
160,35,12,0.682859315669587,2863.0182562994337,10.826553290302344,0.7502741724530768
161,35,13,-0.9524135524833415,320.0296240880233,-158.8579781250334,1.605522347623085
162,35,15,-1.3327082907401513,193.55566857699034,-282.931430046888,1.6111747765168
163,35,11,-12.589688729290987,76.10357781708701,-145.25885436363487,1.605633506317026
164,35,14,0.5537657690608504,338.4413469876798,-130.97295998859886,1.618375156036905
165,35,12,0.6359408550790306,82.7457664208777,-148.27320048442826,1.6064259871672957
166,35,9,0.9242485129967616,162.98173797702955,-145.3831398430939,1.6167812183482857
167,35,11,0.9190267412682572,1505.4828254480767,-43.233247536852964,1.1848045130485936
168,35,13,0.9218991394432605,139.59972728615497,-160.53190327782002,1.608628702370414
169,35,11,0.6369524364920487,3174.930511780655,15.308707631075686,0.6971614864992548
170,35,11,0.8292741154013327,220.6085567866033,-123.63419179046515,1.6091171511075248
171,35,14,-0.09798695870210183,167.10823996147633,-185.7304849367573,1.5929658513619869
172,35,8,0.8228967039897048,2560.5582150716923,-29.472697278438496,0.98388664394267
173,35,13,0.8480056096308344,1916.9840006830696,-20.285631952929517,1.011803355976106
174,35,17,0.6119142018496743,2703.4865403220974,14.295034285614243,0.6439032360479838
175,35,12,0.8477180662624648,201.9675108852553,-151.89918866556746,1.60236604125132
176,35,14,0.5610257310939308,335.2953128526196,-145.3650900738373,1.6194342687445726
177,35,12,-27.817639512861952,90.02913044654895,-159.72291487907336,1.6188831337189944
178,35,10,-1.2600642636798423,186.87961260873365,-136.89465669516733,1.6067171850116435
179,35,12,-0.024128388990170002,172.32785205711863,-163.48694322566527,1.6123622092705088
180,35,12,0.9104713403440446,1523.8672368599216,-38.562351766395075,1.1562496960399158
181,35,14,0.8446448059569142,1874.1753387538786,-28.68647340019013,1.0037880447484782
182,35,10,0.6227797569201368,3374.2345086541786,21.704735499820252,0.6843524696767014
183,35,12,-0.9996381530749525,338.7421316593509,-146.33827486071294,1.620180895517122
184,35,14,0.5944494343612969,3012.4475735974634,11.51160399020965,0.6335786981499846
185,35,11,-1.0841269089581922,355.79377230997846,-129.97629894424065,1.6194669410509708
186,35,14,0.9463896343434005,1096.9624248261562,-45.61231865125169,1.2667223558774348
187,35,15,-1.3661206731664675,349.1097485438188,-91.8368654978081,1.6131473349097563
188,35,15,0.672614011992493,2630.9000090049267,12.212628678377307,0.7266925586909919
189,35,13,-2.039205679063949,372.64176094996975,-99.29778497933958,1.61757301775981
190,35,12,0.8579196804301382,1909.7852007302681,-25.135083502023484,1.0406171992253226
191,35,11,0.919701656942758,1499.6814829452792,-47.939302316261376,1.1869712130018162
192,35,12,0.9176379865308936,1460.8063076041426,-46.59790408183905,1.17905239184412
193,35,14,0.42679812003705964,98.28185118435657,-167.03786253025842,1.6005086451877217
194,35,11,-4.7631518207236985,105.50548983647892,-182.01575461637523,1.6071156755193823
195,35,11,0.932467571648412,139.9579803570735,-140.53356284519933,1.6093572301646224
196,35,12,0.9393446172432945,1253.6535983952538,-53.47467810752129,1.2438345595659521
197,35,13,0.527408855500977,359.56940924055544,-100.7156265094749,1.6179721789507102
198,35,12,0.41797103598948215,412.5828257001777,-92.40095753750067,1.618014226357276
199,35,15,0.7588427618599156,2254.062003421672,-22.67204700539243,0.8543011279220615
200,35,10,-1.7424250907511247,367.0006135188174,-142.6467874116224,1.6127342687439097
201,35,14,0.5284122628739444,346.57223622113884,-101.43450416785981,1.6179969881953562
202,35,13,0.5878027037775718,3137.526655397341,11.94797641328123,0.6301097977112475
203,35,12,0.8800260960852611,1748.060701138378,-31.738450891264034,1.0910167561637019
204,35,12,0.8913136186572874,1677.0319939542596,-41.40374976610225,1.1102611059040974
205,35,15,0.5751489854660854,2983.9995307852046,4.574113776644256,0.6099504990078581
206,35,13,0.5763400691179917,3179.491898288922,7.977517518360257,0.61762560364033
207,35,14,-1.6139156979304863,313.7304716601053,-134.0658252106917,1.612069579067819
208,35,12,0.4264014955909785,409.4328932875632,-102.34776025783883,1.6191131850090874
209,35,12,0.47153698993033943,100.20600931703464,-179.8930578399198,1.6175202134482476
210,35,10,-1.6152130002415763,71.81975044780387,-146.22689980914305,1.6144987353802733
211,35,14,0.8398753865107387,1902.8719457641246,-23.894925604366925,0.9940254483442025
212,35,8,0.4581070212509475,462.56689288555265,-101.60327067599698,1.6168972890306472
213,35,11,0.8292784788280645,222.00608166836025,-124.36350738606332,1.6179454167894969
214,35,11,0.9311449851660407,141.87734555741739,-136.43276912775258,1.615835306257697
215,35,12,-2.0470515804775995,389.15219703630714,-94.13870383325545,1.6160713744065984
216,35,11,0.7825777229025817,2462.2290100634514,-23.46550432120702,0.903374069145659
217,35,14,0.833304308202669,198.90216658062968,-118.22548364024347,1.6091574041960333
218,35,13,-1.8008572354750032,363.5757080508892,-119.36535716156837,1.6158564814929763
219,35,10,0.6072258350236257,3432.1622096748015,8.322858310553597,0.6698971573910119
220,35,12,0.8913938241982826,170.59493258552604,-234.7571774651878,1.591354039063828
221,35,11,0.8473067866456094,210.55726638412548,-148.5928844857457,1.6024380643536646
222,35,10,0.6455023018751157,89.16636715801188,-158.35100156902783,1.6031949733720179
223,35,11,0.43175043085526776,111.02985333558968,-192.3574638201115,1.6120276366835244
224,35,12,0.2449460216160756,175.07129031906933,-126.01767293400405,1.6179501458341088
225,35,12,0.5321855680210108,367.2006480085781,-119.14521551485268,1.620502875658902
226,35,11,0.9254130768174472,146.54885503685023,-185.94984200142602,1.601441487446262
227,35,13,0.5530419147121217,349.7010467763975,-137.83830001546806,1.6187788812410895
228,35,11,0.8908025828312516,1745.777443858063,-43.91176396957405,1.112189244181223
229,35,12,-0.9872788655237965,331.2190640909832,-157.59594447444184,1.6039326218364511
230,35,15,-1.6264787610102958,302.38781910901093,-150.03570492106067,1.6172488503724822
231,35,11,0.834620438654529,219.21590175730972,-128.54561820430223,1.6107236947755992
232,35,10,0.9299202784461025,148.80321403871497,-183.65878383464965,1.6023638156796975
233,35,8,-1.4875939941442482,202.68986451840485,-153.4149762151997,1.6139187243686044
234,35,12,0.8953186956724895,1643.2308237533946,-32.06115963525221,1.1196826099979293
235,35,13,-0.01045432301068705,137.09224008374926,-211.4182587213717,1.6132215935476941
236,35,14,0.9276372451780897,129.94144132503175,-137.0610184965096,1.609234722276496
237,35,11,-1.3400638570662102,391.19374557550384,-131.2200644037779,1.6115700456656394
238,35,13,-0.2424278641004456,179.6383573447792,-204.87558578854143,1.5919322095675843
239,35,10,-1.4854976841380427,413.99262450916194,-115.63043764456552,1.6138387262342155
240,35,11,0.6084175014978692,3287.2715815458164,8.561720763526923,0.665650714408008
241,35,13,0.8354054279951176,1992.824841291217,-30.906383678837834,0.989197111038337
242,35,11,-0.7312957849802182,354.66227532030246,-156.4132440639626,1.6183469838950741
243,35,13,-1.4256212666705212,372.68624327586366,-98.52307059552811,1.608989555159861
244,35,12,-1.1336547229415874,344.5537792972088,-104.63318355247563,1.6114174284749438
245,35,12,0.5914393509752998,3223.4700416444407,11.023939124756133,0.6429621071287526
246,35,12,0.6018745122156579,3198.936795074922,12.289414551412742,0.6498826903735698
247,35,12,-25.05155083731724,80.8464200144235,-153.70791686925725,1.6066025952212648
248,35,12,0.6387700888644066,81.62605693110598,-150.47945534927464,1.602390433642325
249,35,14,0.3059250151017664,109.79182404774902,-179.09311365754462,1.6029121477640655
250,35,10,0.9213946962250766,157.53672618142522,-142.29475267934603,1.6187928732035957
251,35,17,-0.9691644291726982,326.9798792572032,-106.10204049001094,1.6191049268033244
252,35,11,0.9327390984457341,140.00261746087185,-142.64830204427383,1.6092225939299192
253,35,14,0.8185646954714721,2020.919892283419,-21.92201513015013,0.9555355356520092
254,35,12,0.8424954795316084,207.7796259937846,-156.43715740101698,1.603856797785234
255,35,11,-1.581105336832385,404.7565272728391,-94.88233254671326,1.6131120564472374
256,35,13,0.9222642594364802,141.0990631656343,-177.0455767963425,1.6010833922098342
257,35,13,0.44363552847435495,98.25557568312362,-173.9016670040956,1.6150937328581743
258,35,10,0.9335083004351254,144.27537913759815,-144.50160794644768,1.6071407856506883
259,35,13,-16.86164768213616,184.99866762832235,-257.91227914211663,1.6214554069500238
260,35,12,-1.13390085643787,340.1009252091517,-110.92476610059913,1.6118112965926088
261,35,15,0.6572509943724312,2689.956127485164,19.475908623959775,0.7062989807293305
262,35,9,-2.1638601887031856,86.78732990212957,-159.96477307605386,1.6048638505581978
263,35,12,0.3892549130657661,418.29128800548006,-83.85015447652472,1.61774718255567
264,35,12,0.22858706603620416,124.08187517087254,-191.3988257416361,1.6144304851601239
265,35,13,0.7516348463935499,2437.3649322953397,-7.215114919065769,0.8498748326871677
266,35,14,0.4037512952439213,391.66214692834814,-78.79085366193713,1.6176748231527134
267,35,16,0.7592052640971423,2188.371358515667,-7.326796022811306,0.8508627608151607
268,35,12,0.9111133190153933,1516.0502477939895,-46.44821183529084,1.1595080138966372
269,35,11,0.5375465888627844,380.94323276159724,-120.36892408811936,1.6168285352459264
270,35,12,0.5166804565904028,95.84316227774197,-177.46747346019436,1.602423265583131
271,35,12,0.7470147366836446,2557.513503202735,-9.399297109003433,0.8416917046824386
272,35,11,0.7136961755130429,104.2195181716435,-166.24280035530788,1.6166105803233044
273,35,13,0.7784683582805958,2311.8691802052394,-19.457480983978698,0.8881970262605893
274,35,12,0.811011228364036,2199.8876160711357,-18.523373596349426,0.9522948381403927
275,35,11,-0.4188685679240918,206.75777314369304,-243.37081857739233,1.5909813490017204
276,35,14,0.5979967889470943,2986.572006805303,5.785644700670227,0.6427481856562866
277,35,14,0.5154923502997306,90.82595679619816,-182.1629308801717,1.6127528497321841
278,35,16,0.5987924676739498,2822.920806572037,7.813224479049753,0.6322962877096848
279,35,15,0.018698304976711433,126.88051473698609,-199.0566246446788,1.6174000187909285
280,35,12,0.6409380531461697,3039.491634538552,9.584791385493466,0.6979111221512936
281,35,13,-1.9743392004066957,373.37911486139626,-94.61773371104063,1.616116045247693
282,35,11,0.4990458893093621,393.672062083661,-97.89206539362353,1.6179568115808447
283,35,13,0.8978353258040267,159.47600110559856,-193.41810885082026,1.6153198039496597
284,35,12,0.81256473453870115,2204.339018574486,-13.187184702193049,0.9482976041342749
285,35,14,-0.043548377254562176,161.28611088721598,-155.34327133932734,1.6042489063100391
286,35,14,0.8956556733475503,158.36599117446713,-213.75520416353487,1.6231367175007745
287,35,11,0.890891480468974,1742.5015434925845,-43.36377778214512,1.1130702057048092
288,35,13,0.9143878236373786,148.3586311548986,-140.0291889355216,1.6187880858818393
289,35,12,0.9258645773691476,142.35430355592473,-135.02689039273974,1.6157449803468578
290,35,11,0.5949611910283166,3353.092323665291,13.161624025332792,0.6462309557283191
291,35,13,-1.0825669884693783,328.4690045056547,-127.17616164193205,1.6165351028785861
292,35,14,-0.08093315351744224,164.08946494103412,-167.15254876753306,1.6168889542085847
293,35,10,0.924196496825903,154.39089804747545,-159.62780289136657,1.6089037011152594
294,35,14,-1.0067025188180851,316.42328076083794,-128.68149610025176,1.609935846771145
295,35,14,0.356808229056525,105.00237113224928,-175.9201519319041,1.6013176465941659
296,35,14,0.6141257720849859,2940.763738201016,20.92894562805465,0.655795861714913
297,35,11,0.8216693147573876,225.2605909666403,-110.00430791023238,1.6089339715249271
298,35,11,-1.4577135313538814,185.2150905982988,-168.0649014258946,1.6023456984714608
299,35,10,-1.7488398129319007,373.6861840203775,-127.09082145080771,1.6154716456630838
300,35,11,0.9240868601549033,148.54921131618215,-174.25694453177647,1.6031009417228155
301,35,15,0.8333890377423865,195.5307868396341,-160.35460456726804,1.6047090452224955
302,35,11,-1.4743089623138812,177.3251881457355,-140.3679189862198,1.6149071537224182
303,35,12,0.4107971809855454,107.17920369794996,-171.06401869077973,1.5991772824975579
304,35,11,0.918967740758124,154.38479994614852,-184.12507310841698,1.6076389813934893
305,35,9,0.9273352157868641,158.46842266738395,-141.0955707653126,1.6163052544915175
306,35,11,-133.4853153884847,124.12811671000259,-203.1095242708938,1.6134922610443843
307,35,13,0.7039428140397843,2669.2879104393037,5.086238487683813,0.7761288314031861
308,35,12,0.9170270856661029,148.89048415971246,-173.35305706018957,1.6028762971326647
309,35,11,0.9163248873010847,1527.1892378463622,-45.90461356684093,1.1787939183041243
310,35,13,-0.02561997252709025,166.17647955080506,-130.08608997824103,1.6141554494641195
311,35,13,-1.1078073780743445,368.379678523027,-113.41387691856876,1.6155002026454401
312,35,12,-1.3567162477859243,165.21051666552245,-156.76012596854545,1.599430291743844
313,35,13,-1.0993298020221198,333.38736105874307,-129.99826783119457,1.6181191268866604
314,35,11,0.5201194236796453,386.9511465145558,-108.78879145574733,1.6185948896541222
315,35,14,0.949696283931023,1060.4830569624414,-54.89513038801826,1.279694910543568
316,35,13,0.5696828056223566,86.55703704287588,-160.42156674434275,1.6030311676626305
317,35,12,-1.635054092706941,338.3181343499347,-153.1862287672285,1.61381350846645
318,35,13,0.8268119146105306,2038.124750957336,-28.73426226933358,0.9748411136124335
319,35,16,0.9380892509836973,1106.5207636023426,-62.730456520408964,1.2372071261960198
320,35,16,-0.5966880452713748,296.6735801056718,-152.9372132135358,1.6211788160583809
321,35,13,-0.06276923872946205,169.74638034518065,-126.26121659945026,1.6140474565804133
322,35,14,0.9260239289204552,131.9149640043418,-167.2174222279023,1.606378855852076
323,35,14,0.8338835589166218,198.28427934457372,-128.31754972815975,1.6161135594416847
324,35,11,-1.1573816796782532,361.69846782453675,-120.77972582085903,1.617560002753642
325,35,15,-0.13576732713235318,136.71177382479405,-225.10993003159132,1.6104794766930974
326,35,14,0.24334762435497692,166.10390074312033,-123.68633026724764,1.613818830556148
327,35,12,0.8469925000399228,202.96726672793474,-167.29679395286533,1.603742428146651
328,35,12,0.792310985592319,2322.941309862399,-17.04073111831928,0.9129851688668852
329,35,17,-9.798915771717748,126.38371839127103,-208.68755967210467,1.6137451294557976
330,35,10,-1.225855844806397,373.1357968492226,-131.87721297142295,1.6160331537385
331,35,11,0.49010895981409164,391.06852252123093,-105.85747208905242,1.6186507347698988
332,35,12,0.5895363186594076,3250.283527865902,21.095448235006693,0.6335610272770423
333,35,15,0.8418107026772101,185.8626972052098,-146.18065861130003,1.6023149123911211
334,35,12,-0.731213907206929,343.0498707428832,-131.2143397947809,1.617222913088307
335,35,15,0.8806598069392305,1590.634546022367,-47.126446439665884,1.0795196037145796
336,35,12,0.5459006692796723,366.62287434090615,-125.68580466192137,1.6199083084618833
337,35,13,-10.13786512353054,135.8762766327021,-211.2933230553092,1.6010617908920182
338,35,12,0.8446239535868492,205.7102340774802,-141.80189659728515,1.6022077571674325
339,35,12,0.7720188984756927,2432.0518397153,-10.294858645693683,0.8794703092237189
340,35,13,-1.419877979504494,166.08683712716902,-168.7847516501555,1.5964808464048164
